Nombre de usuario,Usuario,Fecha,Texto
Gerardo Villarreal,@Dafuckingerry,2021-01-27T17:31:06.000Z,"Los que dicen #YoNoMeVacuno está bien, con eso ya hay más vacunas para la gente que tenemos cerebro."
Trolldetrolls,@Trolldetrolls1,2021-01-27T17:30:53.000Z,"Este TT en Chile quien lo promueve? No os vacunais porque ls farmaceuticas no os van a enviar vacunas, despertad #YoNoMeVacuno"
Manue,@ManueNJJ,2021-01-27T17:30:41.000Z,"Para hacer cambiar de opinión a los de #YoNoMeVacuno tan solo hay que decirles que, en vez de a el, vacunarán a un inmigrante con esa dosis.

Se acaba el problema."
fumi,@gatafumi,2021-01-27T17:30:35.000Z,"A mí nadie me pregunta si me quiero vacunar. Me llevan al estúpido veterinario y me pone la estúpida vacuna y ni siquiera me da una estúpida piruleta 
  #YoNoMeVacuno"
Non son fada nen princesa,@NonAextincion,2021-01-27T17:30:33.000Z,"- #YoNoMeVacuno

- Pues mira qué bien. Así el resto nos podemos vacunar anfes."
Empk,@Isildor9923,2021-01-27T17:30:32.000Z,"Se las dan de superiores con el  #YoNoMeVacuno y el promedio no tiene ni el cuarto medio 
Aisenle epidemiologos de Google "
Aaron Kaleb (Chairo-tantrico),@noalacensuraen1,2021-01-27T17:30:19.000Z,"#YoNoMeVacuno y la gente habla de un chip para ser controlados, pero no lo necesitan ya te tienen bien controlado y adicto a la ""recompensa inmediata"" ya saben dónde estás, que haces, cuáles son tus gustos, espían tus conversaciones por eso lo necesitan hacer legalmente."
Dayana,@dayannadeann,2021-01-27T17:30:18.000Z,"¿Los antivacunas, terraplanistas y ""not all men"" son las mismas personas?

#YoNoMeVacuno"
Sospechoso Habitual®™,@almosa75,2021-01-27T17:29:41.000Z,"#YoNoMeVacuno porque al votar a 
@vox_es
 mi cerebro disminuyó hasta tener la inteligencia justa pa echar la tarde."
Antidaniel,@Antidaniel_,2021-01-27T17:29:39.000Z,"Pero por qué hay tanta gente preocupada por los que no queremos ponernos ESTA vacuna? Vacunate tú y ya está, así de simple. La vacuna te hará inmune al virus, así que no tendrás que preocuparte por contagiarte.
No quereis que cada uno decida sobre su propio cuerpo? #YoNoMeVacuno"
Republican Woman,@RepublicXXI,2021-01-27T17:29:39.000Z,"Todos estos de #YoNoMeVacuno, los negacionistas, los sin mascarillas... que los registre el Gobierno y los lleven a trabajar a una UCI de enfermos de coronavirus, y que estén obligados a firmar un papel para que cuando se infecten de COVID19 no reciban atención sanitaria ninguna."
Mr. Stone ن,@Invencibru,2021-01-27T17:29:27.000Z,#YoNoMeVacuno porque mi vacuna se la puso el consejero de Murcia. Gracias consejero.
manel,@manelpileo,2021-01-27T17:29:26.000Z,"#YoNoMeVacuno
Pues tatuatelo en la frente, quiero saberlo para esquivarte."
Ramón,@RFBOTELLA,2021-01-27T17:29:26.000Z,"#YoNoMeVacuno
Menos mal que hoy hay menos contagios que subnormales en Twitter"
Mastrolo,@mastrolo7,2021-01-27T17:29:18.000Z,"La pandemia nos ha enseñado que todos tenemos un amigo gilipollas 
YO NO ME ENTUBO #YoNoMeVacuno"
siroco007,@siroco49,2021-01-27T17:29:14.000Z,#YoNoMeVacuno porque los caraduras de este país me han dejado sin vacuna no porque no quiera hacerlo.
Mansiman,@drmansib,2021-01-27T17:29:12.000Z,#YoNoMeVacuno que cosa tan importante creen que hacen como para ye alguien quiera poner un chip en usted ? A todo esto con su celular ya lo saben
ceci cerda v,@CcerdavallejosV,2021-01-27T17:29:12.000Z,"#YoNoMeVacuno,YO ME VACUNO."
Armando,@delgordoc,2021-01-27T17:29:10.000Z,Cuando leo los tweets de  #YoNoMeVacuno y me emociono porque cada persona en contra de la vacuna es un turno menos de espera para mi 
Melisa Gantner,@MeliGant,2021-01-27T17:29:02.000Z,"Siguen con lo del chip? Mamita querida, cuántos humanos sobreviviendo sin cerebro. Habría que estudiar el fenómeno. #YoNoMeVacuno"
𝕷𝖆 𝕬𝖓𝖙𝖔𝖓𝖊𝖑𝖑𝖆,@Anton__Dornan,2021-01-27T17:28:54.000Z,#YoNoMeVacuno porque si me controlan ya no podré justificar mis cagadas con mi carta astral
Kenneth Ivan William Shields Matulic,@kenoshields,2021-01-27T17:28:53.000Z,"Quiero la Sputnik V, aunque no pueda tomar copete en un año.
#YoNoMeVacuno"
De Tocho Morocho,@skyelmatador,2021-01-27T17:28:52.000Z,"Hay alguna diferencia entre la Rifa No Rifa y la Compra No Compra de Vacunas
 #YoNoMeVacuno"
YLucientes,@ylucientes,2021-01-27T17:28:25.000Z,"#YoNoMeVacuno , pero tu estúpida decisión puede afectar a otros. Si aún sabiendo esto, sigues pensando igual, eres una mierda de ser humano. Ojalá la palmes tú antes que cualquier inocente por tu culpa, paleto."
Jackson Ramon,@JacksonRamon9,2021-01-27T17:27:57.000Z,Los idiotas que se quieren vacunas ya son los mismos que jamás aprobaron biología en el colegio .... Así bien brutos #YoNoMeVacuno
Marcell Rosales,@SoyMarcell_,2021-01-27T17:27:56.000Z,"¿Porqué es más fácil aceptar las teorías de conspiración de no se vacunen, ""mi decisión y mi cuerpo"" que las científicas? Porque para entender las teorías científicas hay que estudiar y leer un poquito.

Díselo a México, país donde más de la mitad no leen. 
 #YoNoMeVacuno"
Andrés Rosenberg,@aarosenberg,2021-01-27T17:27:55.000Z,"El #YoNoMeVacuno no es libertad de expresión, es desinformación peligrosa que pone en riesgo la salud pública del país. Es tarea de todos denunciarlo (esq superior derecha) y no dejar pasar estas cosas"
chuy,@soychuyglez,2021-01-27T17:27:54.000Z,"#YoNoMeVacuno porque no soy primera línea de atención a pacientes COVID.

¿Qué creyeron, que era un tweet covidiota? Pos' no."
Podemos Ganar,@PodemosGanar2,2021-01-27T17:27:48.000Z,#YoNoMeVacuno pero luego os metéis cosas peores. Hipocresía pura y dura.
Eymen Jiménez Torres,@EymenTorres,2021-01-27T17:27:48.000Z,"#YoNoMeVacuno por que se dice tras bastidores que Pfizer no se hace responsable de efectos secundarios y se blinda contra demandas en Europa y EEUU y 
S/n los que saben, una vacuna efectiva demora aprox 5 años y no 12 meses ¡Eso dicen por ahí!"
Jafet HuRom,@Jafet_HuRom21,2021-01-27T17:27:45.000Z,"Esos del HT #YoNoMeVacuno que bueno que no lo van a hacer, así menos escoria en el planeta."
Jose Solano,@Chancams,2021-01-27T17:27:41.000Z,¡#YoNoMeVacuno! Dijo el consejero de Salud de Murcia tras haberse vacunado.
estefania martinez,@aideemontt,2021-01-27T17:27:41.000Z,#YoNoMeVacuno por qué a mi país le vale madre si nos vacunan o no a los que trabajamos en área de la salud 
Mihrimah,@Ignis_13,2021-01-27T17:27:41.000Z,#YoNoMeVacuno porque todavía no me toca :(
Angeles,@angelesragon,2021-01-27T17:27:39.000Z,Los de  #YoNoMeVacuno que puto problema tienen??? Panda de ANORMALES INGNORANTES
Aaron Kaleb (Chairo-tantrico),@noalacensuraen1,2021-01-27T17:27:36.000Z,"#YoNoMeVacuno 

— La tendencia de los Vacunaplanistas."
Felipe Díaz,@pipeDMZ,2021-01-27T17:27:35.000Z,#YoNoMeVacuno atte el Simio
Iñaki Sensei,@isocano,2021-01-27T17:27:30.000Z,"Entre los Gracias Vox y los #YoNoMeVacuno a uno se le quitan las ganas de pasearse por #Twitter

¿Seguro que era buena idea lo de no permitir Parler y que se junten todos ahí?"
"GRACE
-La Hija del Hisopador",@_La_Moro_,2021-01-27T17:26:08.000Z,"#YoNoMeVacuno excelente! Así los que #YoSíMeVacuno lo podremos hacer antes.
(Ahora... Posta que es x eso del chip??
 Tienen la ubicación activada todo el tiempo y publican hasta cuando tienen diarrea 
)"
Malefican,@amarquise,2021-01-27T17:26:06.000Z,"Entiendo el miedo a la vacuna. Es normal pero en lugar de pensar e informarse como Dios manda. Nos creemos a esa gente de dudosa formación q dice auténticas  burradas
Así nos va, q muchos se creen sus teorías de la conspiración con el
#YoNoMeVacuno"
HernyBK,@BkHerny,2021-01-27T17:26:05.000Z,"#YoNoMeVacuno
Todo lo hacemos por redes sociales o en otras páginas ellos lo saben todo te hacen un estudio de cuánta información entregas todos los días que es lo que ves primero te examinan"
Misher.,@bitchxelle,2021-01-27T17:26:05.000Z,"Vacunarse es una responsabilidad social, ya cállense, dejen de decir tantas pendejadas 
#YoNoMeVacuno"
𝑴𝒂𝒊𝒂,@LittleMaia_,2021-01-27T17:25:59.000Z,"Los que realmente piensan en #YoNoMeVacuno les propongo que se vayan al fin del mundo plano en el que se supone vivimos y no se, se pongan a hacer rituales homeopáticos."
Jackson Ramon,@JacksonRamon9,2021-01-27T17:25:48.000Z,Jamás ese veneno en mi cuerpo ni el de mi familia #YoNoMeVacuno
Daniel Contreras,@Sagitario_DAC,2021-01-27T17:25:46.000Z," los que dicen #YoNoMeVacuno les agradezco, así los que sí queremos alcanzamos vacuna antes, lo malo es que los #Covidiotas siguen contagiando."
𝚙𝚊𝚔O,@Pak0Ss,2021-01-27T17:25:39.000Z,"Porque tuve que volver a twitter para ver esto en tendencias 
#YoNoMeVacuno"
Kar,@Karolav0,2021-01-27T17:25:38.000Z,"Si la vacuna va a traer un chip que me controle, porfavor si porque no se que hacer con mi vida #YoNoMeVacuno"
Señor Soviético,@Ronymoux,2021-01-27T17:25:34.000Z,"Gracias a los tarados que usan el hashtag #YoNoMeVacuno 
 que son los mismos que creen que te borran la memoria con un termómetro.

#SelecciónNatural"
Ariakas,@Ariakas_,2021-01-27T17:25:31.000Z,"#YoNoMeVacuno otra tendencia basada en gente insultando a gente y tweets que no existen, cada día avanzamos más como suciedad humana."
Fr0hs,@_wintertim3,2021-01-27T17:25:30.000Z,"Estoy leyendo #YoNoMeVacuno y procedo a X D 

Me alegra saber que los antivacunas tienen en teoría tienen mas posibilidades de morir."
404 Lógica Chaira No Encontrada,@404Logica,2021-01-27T17:25:29.000Z,"¿No es un poco redundante el #YoNoMeVacuno cuando Pfizer tiene problemas de producción y SputnikV está retrasando en envíos a Argentina que ya tiene rato que les encargó el producto?

Aunque quieran no se van a poder vacunar. "
Alex C.,@Ale_Daleeeee,2021-01-27T17:25:28.000Z,"Los unineuronales del retraso creando tendencias solo para quedar en vergüenza una vez más 
 
#YoNoMeVacuno"
Victorino Targaryen Moya,@futuro_r,2021-01-27T17:25:24.000Z,"#YoNoMeVacuno Porque NO hay vacuna en este país y al parecer (según Israel) la de Pfizer NO es vacuna, y tampoco va a llegar la que sive; La Rusa Sputnik V!"
Abel C R,@AbelCR40892975,2021-01-27T17:24:45.000Z,"Nadamas eso si ehhh!! Cuando esten intubados suban su fotos con el hashtag 
va! Gracias. #YoNoMeVacuno"
"ACpabloDC
YT",@ACpabloDC_,2021-01-27T17:24:43.000Z,"#YoNoMeVacuno y así nos va.
Luego a quejarse a Fernando Simón y al gobierno.
No tienen culpa de estar a cargo de una panda de idiotas."
Xerum525,@Mauss_1933,2021-01-27T17:24:42.000Z,"Pues no se vacunen y ya que necesidad de publicar la ignorancia, no es obligatorio hacerlo #YoNoMeVacuno"
Jose Alvarez Diaz,@JoseAlvarezDia8,2021-01-27T17:24:41.000Z,#YoNoMeVacuno por un supuesto chip? Y tu celular sabe donde estas cada rato.
MyNaMeISLuKe,@MyNaMeISLuKe11,2021-01-27T17:24:29.000Z,"¿Sois tarados cierto?, Piensan que vacunandose les van a meter un chip cuando tienen un dispositivo móvil registrado con todos sus datos personales XD #YoNoMeVacuno"
𝑨𝑵𝑫𝑹𝑬𝑨,@menis2016,2021-01-27T17:24:24.000Z,#YoNoMeVacuno oh la gente es o se hace 
La Peixet Voladora,@volant_poisson,2021-01-27T17:24:20.000Z,Sigo pensando que detrás de #YoNoMeVacuno está el lobby de las funerarias.
"Zote el Todopoderoso
.·.",@Dopplerman,2021-01-27T17:24:09.000Z,"#YoNoMeVacuno por que me van a poner un chip rastreador y van a saber todo lo que hago.

- Posteado de un smartphone que escucha, registra y rastrea todo lo que hago -"
Laura,@LB_marzo,2021-01-27T17:24:01.000Z,"#YoNoMeVacuno Así como hay un registro de los que ""Nos queremos vacunar""  
Debería haber un registro de los que ""No quieren"" Por si se agarran COVID, así sabemos a quien no atender en un Hospital Público."
Omar Barrera,@Black_Dragon_10,2021-01-27T17:24:01.000Z,Los que dicen #YoNoMeVacuno son pendejos de nacimiento? O lo adquirieron?
J. Adrián Suárez,@adriansuarezm_,2021-01-27T17:23:57.000Z,"Qué pedo con la raza que dice #YoNoMeVacuno? JAJAJA, están bien de la cabeza? Quiéranse tantito"
w ₕ ᵢ ₛ ₖ y,@ClaudioAntonioJ,2021-01-27T17:23:57.000Z,"Yo me vacuno por que no soy ignorante, por que no pertenezco a esta secta, por que no soy un aweonao como los del HT #YoNoMeVacuno"
Arkanvs,@RadioArkanvs,2021-01-27T17:23:49.000Z,Los aweonaos dicen #YoNoMeVacuno
L I S . J,@_blxsszzy,2021-01-27T17:23:47.000Z,"No apoyo el ht de #YoNoMeVacuno ¿pero con qué cara andan hablando de una “selección natural”? la “selección”comenzó hace mucho, que nos guste hacernos los locos es otra cosa. Cada persona es libre de vacunarse o no, tampoco hay necesidad de andar lanzando tanta mrd."
Rubio Casual,@RubioCasual1,2021-01-27T17:23:41.000Z,#YoNoMeVacuno Gracias a los antivacunas por dejar la cola libre de la gente sensata que si va a vacunarse. Tenéis que saber que Darwin actuará en algunos de vosotros.
Islander Φ,@Islandergrx,2021-01-27T17:23:24.000Z,"Los de #YoNoMeVacuno no sois más gilipollas porque no entenáis.

La alternativa es seguir como estamos. Es decir: que no haya alternativa."
Jose Alvarez Diaz,@JoseAlvarezDia8,2021-01-27T17:23:24.000Z,#YoNoMeVacuno dicen los fanáticos. Que gente de mierda.
Joesonido2,@joesonido2,2021-01-27T17:23:18.000Z,#YoNoMeVacuno a mi Tommy Rey me vacuno con dos shows hace como 5 años...ya soy inmune yo cacho....
YoM-5,@YoM_5,2021-01-27T17:23:09.000Z,"Señores retrasados mentales que criticáis el hastag #YoNoMeVacuno 
No conozco a nadie que diga que no se vacuna para que no le metan un chip.
La gente no se quiere vacunar porque no se sabe que perjuicios puede tener hacerlo, y no se sabe si es peor hacerlo que pasar el COVID."
Anto Vargas,@Antony5xg,2021-01-27T17:23:04.000Z,#YoNoMeVacuno la unica vacuna que se necesita es la fe en nuestro señor jesus
Charlymx,@char_liebrownn,2021-01-27T17:23:02.000Z,#YoNoMeVacuno es que de que ya no hay corrutsion
Lucio Anneo Séneca,@10dekike1,2021-01-27T17:23:02.000Z,Hasta que todas las PCR no se hagan por el culo #YoNoMeVacuno
Lucia,@lucia95qp,2021-01-27T17:22:48.000Z,"Que esto esté en tendencias hoy en Twitter #YoNoMeVacuno
Demuestra la gran cantidad de gente egoista y sin empatía que hay en el mundo.
Sois pura mierda"
Andrea Michelle,@Andremisa,2021-01-27T17:22:41.000Z,Como es la verga???#YoNoMeVacuno
Oscaro,@coscossio,2021-01-27T17:22:37.000Z,"Yo no me vacuno nicagando todo lo que venga de piraña para el pueblo es nefasto,aguanten patipelados #YoNoMeVacuno"
Satanislavsky,@Satanislavsky,2021-01-27T17:22:31.000Z,Los del #YoNoMeVacuno son los que están deseando que les hagan una PCR por el culo
xuan,@shamelightsp,2021-01-27T17:22:25.000Z,#YoNoMeVacuno pq mi país no fue capaz d comprar vacunas
El Hombre Blandengue,@el_blandengue,2021-01-27T17:22:22.000Z,"Espero que nadie que esté en contra del hashtag #YoNoMeVacuno esté a favor de la #LeyTrans 

Ambos son hashtags que van contra la ciencia"
Fco. Javier Ponsati,@javier_ponsati,2021-01-27T17:22:19.000Z,"#YoNoMeVacuno De verdad que hay gente en pleno siglo XXI, que se sigue basando en las bases del negacionismo, creyendo que le vayan a implantar un Chip Controlador. Dejarse de tonterías de chips y mierdas que a nadie le importa vuestras vidas."
Rafael García López,@RafaelGarciaLAF,2021-01-27T17:22:07.000Z,Los de #YoNoMeVacuno que no entren en la UCI cuando se contagien gravemente de coronavirus
ana,@AmAnarmartin,2021-01-27T17:21:17.000Z,"Para los de #YoNoMeVacuno, yo ya me he puesto la segunda y es verdad ahora los extraterrestres controlan mi vida y he llegado  marte"
Artemisa,@Artemisa22sh,2021-01-27T17:20:53.000Z,#YoNoMeVacuno otra vez TT? En serio?
Camilo Posada,@DavidCam93,2021-01-27T17:20:48.000Z,#YoNoMeVacuno porque a mi país no va a llegar la vacuna 
Diana Spencer,@DianaSpencerOl,2021-01-27T17:20:47.000Z,"Me da gusto saber que hay muchos ignorantes que no se quieren vacunar!!

Mejor,así más pronto me tocará ami!!!
#YoNoMeVacuno"
Javier Arribas,@javarribas,2021-01-27T17:20:30.000Z,Normalmente los del TT #YoNoMeVacuno pertenecen al grupo de #YoNoLeoUnLibro Les basta con ver y escuchar las gilipolleces que les mandan un grupo de zumbaos 
Laura,@LB_marzo,2021-01-27T17:20:29.000Z,"#YoNoMeVacuno Que sean millones los que no se registren, así a mí me vacunan más rápido, gracias compatriotas."
Orlyn,@Orlyn89,2021-01-27T17:20:28.000Z,"Los que usan #YoNoMeVacuno es facil entenderlos, ya que como hay que estudiar para ser ingeligente pues...mirad el lado bueno, antes nos vacunamos los demas. Por cierto a estos si les da el virus que pagen despues las medicinas."
Alejandro Cid ☧✞,@alejandrocidmx,2021-01-27T17:20:26.000Z,"#YoNoMeVacuno porque en mi país, prefieren gastar millones en un pinche estadio pitero de beisbol que en una buena vacuna."
"No temas, Solo cree",@CaamilaaaNicols,2021-01-27T17:20:25.000Z,"Mi cuñada fue a médico & le dijeron que tenía covid, que tenía todos los síntomas pero no le tomaron pcr, como es posible? Que se hace en esos casos? #YoNoMeVacuno"
La noia de les estrelles,@Alba_Fabregas,2021-01-27T17:20:23.000Z,#YoNoMeVacuno pq primer van los polítics home pobrets
efb,@EiteWalter,2021-01-27T17:20:21.000Z,Yo soy medio tonto y medio gilipollas....el virus no existe #YoNoMeVacuno
Ninita,@apsumalc,2021-01-27T17:20:15.000Z,"Pa los #YoNoMeVacuno se las  haría fácil ok.... pero firman una renuncia a ventilador mecánico en caso de contagiarse 
a ver si son tan chorizos"
EL IMPRESENTABLE,@Toninesco,2021-01-27T17:20:09.000Z,"Impresionante la estúpidez y miserabilidad de la #OposicionMoralmenteDerrotada con su pendejada de #YoNoMeVacuno tratando de incrementar la tragedia en México mediante la desinformación y la desaprobación enfermiza de la vacuna #SputnikV 
@SiPorMx
 está detrás de esa chingadera."
Virginia. Resistiendo,@bandido06255969,2021-01-27T17:20:05.000Z,#YoNoMeVacuno No os preocupéis. Aunque quisierais no hay vacunas. No obstante gracias porque habrá una selección natural de estupidez.
catalina brown,@browncata,2021-01-27T17:20:01.000Z,"#YoNoMeVacuno ""porque me pueden implantar un chip que me va a leer el pensamiento"" 
Que hueá tení en la cabeza, secretos de estado? AJJAJAJAAJ"
nadine,@_nadine4,2021-01-27T17:19:24.000Z,#YoNoMeVacuno jajajaja por qué es trending esto
Jose Luis Muñoz,@JoseLui37871113,2021-01-27T17:19:19.000Z,"Veo puro facho de nenitas con su  #YoNoMeVacuno porque me controlan !!
 y su vieja no los deja salir ni a la esquina!
. "
PerritoChileno,@GoodCafei,2021-01-27T17:19:17.000Z,"#YoNoMeVacuno gente egoista , vacunarse es proteger al resto entiendan."
Pauli,@paulicfuc,2021-01-27T17:18:55.000Z,Cuando le hagan el examen anal van a llorar los de  #YoNoMeVacuno
Eliándola,@ElianSK1,2021-01-27T17:18:52.000Z,Los del #YoNoMeVacuno es simplemente selección natural 
"JavieraΨ
#SaveSherlock",@21bonavenlocked,2021-01-27T17:18:46.000Z,"#YoNoMeVacuno este es un buen momento para decir LAS VACUNAS SON IGUAL QUE TODAS, LA REACCIÓN DEPENDE DE TU CUERPO, ESTA VACUNA NO ES MILAGROSA"
*Psicotorrito*,@JosepCawley,2021-01-27T17:18:45.000Z,#YoNoMeVacuno contra el COVID porque me va matar #also el mismo vato que desayuna coca con galletas
Andrea,@AndreaLopez_17,2021-01-27T17:18:23.000Z,"Pero qué os pensáis que sois, espías intergubernamentales?
Eso del chip es mentira pero, si fuera verdad, qué más daría, tanto os importa que os localicen en el Mercadona comprando el pan? Si ya lo hacen con vuestro móvil, que más da.  #YoNoMeVacuno"
ALVAROR3317,@alvaroml03,2021-01-27T17:18:22.000Z,a ver los del #YoNoMeVacuno lo enfocáis mal. ¿No pensáis que si tuviera algo feo los políticos no tendrían tanta prisa en ponérselo? Un saludo desde el microchip de una de las vacunas Kappa
Nacho Martín,@NachoMartn20,2021-01-27T17:18:17.000Z,#YoNoMeVacuno porque no soy alcalde!!
"SOBERANÍA O ESCLAVITUD ( 100%
) '",@SalvadorPuccio,2021-01-27T17:18:06.000Z,"#YoNoMeVacuno 
NO SOY NI SERÉ RATA DE LABORATORIO DE LA FARMAFIA"
PESCAITO TOWN,@FedeRomeroC,2021-01-27T17:17:55.000Z,#YoNoMeVacuno ni en tiempo e´ mango
LaHijaDeThanos,@ThanosHija,2021-01-27T17:17:37.000Z,Cuál será el IQ de los #mamertos al decir esto #YoNoMeVacuno ?
NERI,@NERI_arg,2021-01-27T17:17:37.000Z,"Aprovecho el #YoNoMeVacuno para contarles q hace unas semanas alguien me lanzó unas teorías conspirativas del xq no se vacunaría, conclusión: cree mas en la astrología y las pseudociencias que en científicos de verdad!
*Me quería cortar los huevos con un cuchillo dentado/oxidado*"
@Marco,@Marco,2021-01-27T17:17:27.000Z,#YoNoMeVacuno quiero la vacuna para ser inmortal 
JP,@UnTalJp,2021-01-27T17:16:43.000Z,#YoNoMeVacuno yo produzco: centro democrático
Ciudadano Hugo,@CiudadanoAstur1,2021-01-27T17:16:32.000Z,Los que ponéis en Twitter #YoNoMeVacuno sois unos miserables y le estáis faltando al respeto a todas las víctimas de este virus. SINVERGÜENZAS
𝐕𝐢𝐫𝐠𝐢𝐥𝐢𝐚𝐧𝐚,@_Virgiliana_,2021-01-27T17:16:32.000Z,"Los leo berrincheando el #YoNoMeVacuno 

¿No entendieron que no es obligatorio?

Comprensión nivel: amebas"
Fernando Velazquez,@Fernand79628837,2021-01-27T17:16:20.000Z,"La verdadera ""Selección Natural"" está empezando, con todos los que publican su #YoNoMeVacuno "
Eloy,@eloyeyaralar,2021-01-27T17:16:10.000Z,"Tu no te vacunes, luego no pidas que te atiendan como en un hotel de 5 estrellas
#YoNoMeVacuno"
Macarena Morales,@macamoralesb,2021-01-27T17:16:10.000Z,Cuáles son los argumentos de los  #YoNoMeVacuno ? Pregunto en serio
José Guajardo,@Joseemilio__,2021-01-27T17:16:08.000Z,#YoNoMeVacuno es el mejor hashtag que puede existir. Queda clarito quienes no llegarán a fin de año
J_J,@Digoloq_kiero,2021-01-27T17:16:05.000Z,"#YoNoMeVacuno porque se las han puesto todas los alcaldes, enchufados y consortes."
Yucef ✪,@Tapas667,2021-01-27T17:15:59.000Z,#YoNoMeVacuno Por favor si no se van a vacunar que sea de verdad. Así actúa más rápido la selección natural.
Manuel™,@OleaGZ,2021-01-27T17:15:59.000Z,"Que los que andan con #YoNoMeVacuno , dejen dicho también que no ocuparán UCI y que se queden en eterna cuarentena por atentar contra la salud pública.

Idiotas."
Ana Isabel Gómez,@isabgo2006,2021-01-27T17:15:56.000Z,#YoNoMeVacuno... Porque no hay vacunas 
𖧀 alch lvs luke,@folklovermor3,2021-01-27T17:15:55.000Z,#YoNoMeVacuno mas para nosotros!
Jhony Bee Good,@JhonyMustBeGood,2021-01-27T17:15:53.000Z,#YoNoMeVacuno por que no hay vacunas
Dani California,@imdanithegiirl,2021-01-27T17:15:48.000Z,"#YoNoMeVacuno bienaventurados los que no sé vacunen y tampoco quieran usar cubrebocas, porque pronto estarán con nuestro Señor en los cielos."
vale,@godvelez,2021-01-27T17:15:48.000Z,"Al rato que se enfermen y no los quieran atender no le echen la culpa al gobierno, no sólo es por ti es por todas y todos #YoNoMeVacuno"
SoloEstoyMirando :D,@Lookando,2021-01-27T17:15:07.000Z,"#YoNoMeVacuno pues en Colombia no hay vacunas, las están esperando para hacer campaña "
FaralaTV,@FaralaTv,2021-01-27T17:15:02.000Z,"Y tú, ¿Te vacunas o no?
  
#YoNoMeVacunoSí
66,7 %
No
33,3 %
12 votos
·
Resultados finales"
elperiodistaindeseable,@elperiodistain1,2021-01-27T17:14:51.000Z,#YoNoMeVacuno El nuevo TT de los gilipollas
vale,@godvelez,2021-01-27T17:14:47.000Z,"#YoNoMeVacuno bueno no lo hagas, quítate y deja que las personas que si la quieran los vacunen primero"
elcharro90,@elcharro90,2021-01-27T17:14:40.000Z,Y Que Me Cargue el CABRON..!! Porque así lo Sugiere la “LOCUTORA” .Y Sus Pinches Ladores..que le Dan CUERDA!! #Dr.Muerte #FRENAA #Angela Merker #YoNoMeVacuno
Ana2,@Ana265857460,2021-01-27T17:14:37.000Z,#YoNoMeVacuno  hasta que llegue mi turno
Maria Alexandra Pineda de Horta,@mariasintildeee,2021-01-27T17:14:33.000Z,"#YoNoMeVacuno porque me pueden implantar un chip de 5G y así lograrán controlar todo mi cerebro, para luego convertirme en una esclava y obligarme a hacer una estatua gigante de algún dictador que controlará el mundo, sin darme alimentación, ni bebida."
G.,@eltarjetas,2021-01-27T17:14:27.000Z,#YoNoMeVacuno porque me da paja
Pablo Mal Actor,@ArandaPablo,2021-01-27T17:14:24.000Z,#YoNoMeVacuno ya les movieron la jaula por la chucha!!
Memé,@memeplume,2021-01-27T17:14:11.000Z,"Jajajajaa que aweonaos más grandes 
 #YoNoMeVacuno"
Felipe,@Philipsmakila,2021-01-27T17:14:08.000Z,"#YoNoMeVacuno llama la atención que la gente ha despotricado todo lo que ha hecho éste gobierno (y con razón, porque ha sido un desastre) pero pide a gritos una vacuna que no da inmunidad, que está en etapa experimental, que los laboratorios no se hacen cargo de los efectos secun"
Ferdi,@ferdiandueza,2021-01-27T17:13:56.000Z,Los del #YoNoMeVacuno sois gilipollas
Somos lo que queremos ser,@sigfrido21,2021-01-27T17:13:54.000Z,Los que dicen yo #YoNoMeVacuno es porque ya los vacunaron cuando votaron #Apruebo
Dani,@Daniielms98,2021-01-27T17:13:24.000Z,No hagáis TT el hashtag #YoNoMeVacuno que entonces aprovecharán y vacunarán hasta al perro del alcalde
Doña Mely,@Melina_24,2021-01-27T17:13:20.000Z,"Buenos días a todos menos a los conspiranóicos #YoNoMeVacuno porque así de ignorantes son, ante la grave situación que se está viviendo de miseria y muertes en nuestro país"
"Chula
ツ",@gabebostera,2021-01-27T17:12:38.000Z,#YoNoMeVacuno con ninguna de las que hay! No tuve ni un resfrío menos me voy a meter cualquier cosa.
EL Tábano,@El_Tabano_01,2021-01-27T17:12:31.000Z,"Considerando el fracaso del gobierno argentino en la adquisición de vacunas -incluso con la rusa, floja de papeles- nos va quedando claro que aquí los verdaderos antivacunas son los peronistas 
#YoNoMeVacuno #YoMeVacuno"
CatiiKiddo,@CathyGavilana,2021-01-27T17:12:20.000Z,Tomo dióxido de cloro! Infórmate! Ignorante parte del rebaño que maneja la oms  #YoNoMeVacuno
SuMajestadManolo,@ManoloMajestad,2021-01-27T17:12:16.000Z,"#YoNoMeVacuno no por el supuesto chip, simplemente no me sale de la punta del nabo porque no me fío"
Beli,@sstanset,2021-01-27T17:12:14.000Z,Joder los retrasados saben hacer hashtags #YoNoMeVacuno
Juan de la Cosa,@juanofthething,2021-01-27T17:12:10.000Z,"Y yo que creía que lo de vacuno era por la campaña esa de Podemos para no comer carne e iba a llamar fachas a los veganos

#YoNoMeVacuno"
Nach Scrach,@Nacheto,2021-01-27T17:12:00.000Z,"A los de #YoNoMeVacuno espero que los apunten en una lista de 'NO ATENDER' en caso de que se infecten de virus. 
Qué irresponsables!"
Caín,@ericksinemocion,2021-01-27T17:11:58.000Z,"“#YoNoMeVacuno porque no quiero que me controlen” 
–el wey que persigue al de los tamales."
