,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
624,624,624,Sandra De Pablo,@SandraDePablo5,2021-02-25,hoy han vacunado a mi abuelo el mejor regalo por su 99 cumpleanos que le han podido hacer gracias a todos por hacerlo posible,1
625,625,625,Peter Petrelli,@PeterPetreelli,2021-02-25,ya me han puesto el chip que modifica geneticamente ahora a esperar a ver me vuelvo rosa,1
626,626,626,Harto De Engaños,@DeEnganos,2021-02-25,alguien me puede decir xq cada dia q veo los datos de vacunacion madrid va a cada vez peor idiazayuso por favor avanzad mas rapido somos la penultima despues de baleares,1
627,627,627,Manuel #ComoSea,@lineadegol,2021-02-25,primera dosis dedicada a victoria abril,1
628,628,628,Ninita,@apsumalc,2021-02-25,cifras alentadoras 4181 casos nuevos 137 fallecidos 819 positividad sera prudente tener clases presenciales con trabajadores educacion solo con 1 dosis raulfiguersa drenriqueparis,1
629,629,629,Claudia Olmedo,@piscosommelier,2021-02-25,y yo que le habia dicho a mi laika que iriamos a dar una vuelta ahora ni pensar en salir con la invasion de turistas que estan llegando al pueblo la laika ahora taimada,1
630,630,630,Carmen Tauus,@CarmenTauus,2021-02-25,hoy me siento como el calvo de la loteria empezamos a poner vacunas de la covid19 a mayores de 80 anos coronavid19,1
631,631,631,alicia,@Ali__Est,2021-02-25,hoy me he vacunado en el cofmadrid ha ido muy rapido y bien organizado un saludo a la companera farmaceutica que me ha inyectado mi brazo ni lo ha sentido,1
632,632,632,Pablo Zabal,@pazabalm,2021-02-25,ministro drenriqueparis soy cuidador de un persona con discapacidad me puedo vacunar antes,1
633,633,633,Rodrigo Vergara,@r_vergara_v,2021-02-25,con todo el ministro drenriqueparis ha sido uno de los mayores aciertos del gobierno,1
634,634,634,"𝐕𝐚𝐥𝐞
// ℕ𝕦𝕖𝕧𝕒ℂ𝕠𝕟𝕤𝕥𝕚𝕥𝕦𝕔𝕚𝕠𝕟",@zuinav,2021-02-25,137 fallecidos y la mayoria quiere normalidad velan solo por sus necesidades individuales,1
635,635,635,Andres Clavijo,@maoklavier,2021-02-25,si tiene miedo a vacunarse no se preocupe de aqui a que lleguen el resto de las vacunas se puede demorar y aparte de aqui a que su eps se la apruebe toma tiempo por mi parte esperare porque,1
636,636,636,Jp Valdés,@JPVU27,2021-02-25,por que a los trasplantados se vacunaran con pfeizer y no sinovac soy dos veces trasplantado renal y tengo esa duda desde ya gracias ministeriosalud pdazan gobiernodechile drenriqueparis,1
637,637,637,VeronicDeVeró,@Vero_gv07,2021-02-25,segunda dosis puesta estos nuevos nanocitos deben venir con el programa antiage ya noto como desaparecen las patas de gallo,1
638,638,638,Claudia Olmedo,@piscosommelier,2021-02-25,pensando en que es momento de tomarme un fanshop pa la sed pa la calor pohhhh,1
639,639,639,Diego Alonso Espinoza Vivanco,@EspinozaVivanco,2021-02-25,si tu novia no se vacuna contigo este dia es por que yo ne la estoy vacunando raaa el dios del trap,1
640,640,640,Ro‍-nieta de inmigrantes,@RoSo_54,2021-02-25,pablo mieres quiere promover en los proximos consejos de salarios clausulas de salud para insentivar la vacunacion de los trabajadores la vacunacion es obligatoria es una pregunta para el mspuruguay pero por iniciativa propia no por coaccion,1
641,641,641,Donato Spaccavento,@drspacca,2021-02-25,el ministro de ciencia y tecnologia roberto salvarezza confirmo que la vacuna contra el coronavirus desarrollada en la argentina podria estar disponible dentro de un ano o un ano y medio,1
642,642,642,A,@AndreaSantDel,2021-02-25,primera dosis de la vacuna puesta,1
643,643,643,CaroMR,@Carolincacao07,2021-02-25,vacunada 1era dosis,1
644,644,644,Cristina Carrillo,@cris__carrillo,2021-02-25,sabeis que os digo que yo teniendo ya a mis padres vacunados me da igual cuando me vacunen ya llegara,1
645,645,645,pris,@lisethpris,2021-02-25,sr presidente deje de dar bonos en ciudad con cuarentena asi aumentan los contagios mejor premie los lugares sin contagios con mas bono asi la gente se cuidara y esperara que todos salgan de cuarentena,1
646,646,646,Ferran Pistola,@FSApistola,2021-02-25,ma uela de 88 anys hui primera dosi el 18 cita per a la segona vamooos gvadsxo,1
647,647,647,Dr. Barbuchas,@pediatraencasa,2021-02-25,tras 15 horas de recibir la vacuna el dolor en el brazo solo aumento un poco de 110 de intensidad a 210 y nada mas bueno con antojo de la nueva xbox,1
648,648,648,Cecilia Rodríguez,@ceciliarod,2021-02-25,mal que este quedando la impresion de que organizaciones tienen que hacer lobby para ser priorizados en proceso de vacunacion sin que exista ademas una instancia formal de presentacion de argumentos a quienes estan escuchando por que vias,1
649,649,649,Municipalidad Colina,@MuniColina,2021-02-25,hoy jueves corresponde a personas rezagadas de 65 anos y mas y a trabajadores de educacion preescolar y escolar entre 40 y 44 anos este es el calendario de vacunacion contra 19 que ejecuta la corpcolinasalud si tiene dudas 800719719 marioolavarria,1
650,650,650,Adrián Arranz Escudero,@adrian_arranz97,2021-02-25,mi resaca de pinchazo se baso principalmente en fiebre y dolor de cadera de cabeza y de la musculatura de ambos ojos exacto misterioso  pero siempre sera mejor que la propia enfermedad covid19 por mi salud y por la de todos,1
651,651,651,Cogito Ergo Sum,@cogitoe24590723,2021-02-25,1era dosis de vacuna puesta,1
652,652,652,PATRICIA MARTÍN CASAS,@pmcasas,2021-02-25,dolor de brazo y de cabeza despues de la vacuna de que ceden con antiinflamatorio mucho mejor que cogerlo ojala todos vacunados muy pronto,1
653,653,653,Manuel #ComoSea,@lineadegol,2021-02-25,ilusionado ante mi primera dosis de la vacuna,1
654,654,654,Teresa Ares,@TeresaAres2,2021-02-25,mananacitada para primera dosis vacuna covid 19 gracias cofzam por las gestiones sociales farmaceuticos,1
655,655,655,María Nicolás,@marianiabe,2021-02-25,firmado el consentimiento para la vacuna,1
656,656,656,Olivia Martinez,@oliviamartinez,2021-02-25,hoy me vacuno y estoy nerviosa no por pinchazo si no por la trascendencia del momento gracias a todos los hombres y mujeres desde jenner hasta hoy que han hecho posible el desarrollo de una vacuna en menos de un ano,1
657,657,657,Salud CNAI OnceB,@CnaiSalud,2021-02-25,despues de una semana de aplicar la primera dosis contra el coronavirus asi avanza el proceso de vacunacion en colombia,1
658,658,658,Dr. Barbuchas,@pediatraencasa,2021-02-25,luego de 6 horas solo tengo un dolor leve en el brazo y windows 98 actualizado,1
659,659,659,Veronica Reveron Z,@VeroReveron,2021-02-25,esta semana en muninunoa han vacunado a casi la mitad de personas que la semana pasada probablemente lo mismo ocurre en otras comunas aprovechen el tiempo empiecen a vacunar a los enfermos cronicos ministeriosalud gobiernodechile,1
660,660,660,Juaneco,@Juancho17_,2021-02-25,me alegra que hoy empezara la vacunacion masiva en amazonas,1
661,661,661,Tiempos Mejores,@tiembot_mejores,2021-02-25,sebastianpinera este jueves y viernes llegaran desde china cerca de 4 millones de vacunas a nuestro pais las que nos permitiran continuar con el plan hasta proteger a todos los ciudadanos respetemos la priorizacion todos tendran la oportunidad de vacunarse,1
662,662,662,Romina Pesce,@RominaPesce5,2021-02-25,a los que niegan la pandemia les digo que las 591 personas que fallecieron por covid la mayoria estaria con nosotros si el mismo no existiera qepd,1
663,663,663,Marta Mut,@mut_marta,2021-02-24,si yo entendi bien chile fue el que gestiono las vacunas sinovacle llegan 4 millones de dosis y nos mandan 198 mil gestion y logistica chilena ya me preocupa si llegara para el personal de salud la pfizer,1
664,664,664,Tiempos Mejores,@tiembot_mejores,2021-02-24,sebastianpinera desde esta manana 4 millones de vacunas vienen volando desde china y llegaran manana a chile estas vacunas permitiran continuar con el plan hasta proteger a todos los ciudadanos debemos respetar la priorizacion y turnos todos tendran la opo,1
665,665,665,Maestracabreá,@maestracabrea,2021-02-24,manana me vacunan o no cualquier cosa puede pasar porque la cita me la enviaron esta manana y hace un rato me han cambiado la ubicacion ire con la mayor de las sonrisas y se lo agradecere de corazon al sanitario que me la ponga,1
666,666,666,Juan Pablo Arena,@juanpabloarena,2021-02-24,como nuestro presidente cuando me toque y con la que me toque,1
667,667,667,C.S. PEDRO LAIN ENTRALGO,@LAIN_ENTRALGO,2021-02-24,actualizacion el 25 iniciamos la vacunacion  llamaremos desde el centro no acudir ni llamar para pedir cita se asignara dia y hora especificas para cada paciente acudir puntualmente a la cita,1
668,668,668,fuego lento,@fuegolento9,2021-02-24,minsal los enfermos cronicos menores a 65 tendran q esperar hasta el 8 de marzo mientras inoculan a los profe q ni ganas tiene de volver a clases presenciales,1
669,669,669,Angela Juliana HM,@angiehmz2,2021-02-24,el problema de fondo es el bajo volumen de vacunas adquiridas debemos unirnos como gremio y exigir la vacunacion masiva al personal de salud sin distincion de especialidad minsaludcol ivanduque fruizgomez claudialopez gobiernobta,1
670,670,670,Angélica Martínez Delgado,@AngeMdel,2021-02-24,primera dosis un leve dolor de brazo y mucha mucha emocion pero,1
671,671,671,Gabriel Romano,@rotambor,2021-02-24,increible vivir en un pais donde hay algun legislador que niega la ciencia y pone en duda el papel de la vacunacion contra el covid,1
672,672,672,La.profe.sional,@LaSional,2021-02-24,que emocionante esta siendo ver que justo un ano despues de que este virus pusiera patas arriba nuestra vida ya hay docentes recibiendo su primera dosis de la vacuna de verdad que no se me ocurre mejor manera de celebrar que por fin vemos el principio del fin,1
673,673,673,Princesa del Boli,@SaraMarcanda,2021-02-24,hay gente que quiere vacunarse y no puede por tener alergias o contraindicaciones varias pero si tu que puedes te vacunas proteges a los dos a ti y a ells asi que por favor vacunate se solidario,1
674,674,674,PATRICIA MARTÍN CASAS,@pmcasas,2021-02-24,gracias a todos los que desde cfisiomad habeis hecho posible el recibir la vacuna por mis alumnos pacientes y familiares,1
675,675,675,#ValenciagaGucciPrada,@kinterano_2020,2021-02-24,yo quiero la vacuna rusa china o la cubana pero esas mierdas gringas no,1
676,676,676,Asmet Salud EPS,@AsmetSalud,2021-02-24,con el inicio del se da un gran paso para lograr la a medida que los ensayos de seguridad continuen se conocera si la vacuna es segura y si actua de la manera esperada en esta poblacion,1
677,677,677,Jesús Enrique #AprueboCC 357 días en,@Jesus_Enrique88,2021-02-24,leo a la fox murralla shorando por el pago de chile el futbol es una empresa privada que lucra legitimamente a costa del hincha y cada quien hace su mejor negociado asi que a shorar a la fifa melipilla desde 1742,1
678,678,678,𝔸𝕟𝕒 𝔹.,@AnaBVL,2021-02-24,manana tengo cita para vacunacion covid estoy ilusionada poco a poco podremos ver la luz en esta oscuridad,1
679,679,679,Manu M.,@manumorales15,2021-02-24,me acaban de poner la primera dosis de la vacuna contra el covid19 lo unico que pensaba mientras esperaba mi turno era una larga lista de gente de mi alrededor a las que pondria en mi lugar,1
680,680,680,Andrea Castagno,@AndreaCas17,2021-02-24,yo tambien me vacuno con la vacuna que me toque y cuando sea por la salud de todos los que me rodean y por la mia,1
681,681,681,MaríaCarolina Deneken,@MaraDeneken,2021-02-24,hoy recibi mi vacuna como profesional de la educacion very happy,1
682,682,682,Pablo Slinger,@publi_pablo,2021-02-24,yo tambien me vacuno con la vacuna que me toque y cuando sea por la salud de todos los que me rodean y por la mia,1
683,683,683,Mateo Costa,@homero_1983,2021-02-24,yo tambien me vacuno con la vacuna que me toque y cuando sea por la salud de todos los que me rodean y por la mia,1
684,684,684,antonioignacio80,@Ignacio09218767,2021-02-24,hacr tiempo que nos vacunaron a todos pero ahora,1
685,685,685,Gatito Malo,@CatSchrodinger4,2021-02-24,yo creo que muchos no querian vacunarse a ver si tenia efectos secundarios pero ya se demostro que no los hay asi que a vacunarse con confianza y tener mas resistencia al virus no amigable,1
686,686,686,Gimena,@GimenaSanJose,2021-02-24,cuando sea mi turno y con la vacuna que me toque no se me ocurre sacarle una vacuna a las personas de riesgo,1
687,687,687,Pablo Sanfurgo- APROBE Y GANE!,@Dc_Arka,2021-02-24,oye a todo esto manana,1
688,688,688,jaime valdivia,@jaimikovaldivia,2021-02-24,buenos dias para toda la jente de esta plataforma una consulta si yo tengo 32 ano cuando me corresponderia vacunarme,1
689,689,689,Dαηιεl,@merinp_,2021-02-24,estoy harto de vivir al ralenti quiero volver a meter la marcha y disfrutar la vida a tope de nuevo,1
690,690,690,ECC #COVIDisAirborne,@Anele_CC,2021-02-24,hoy el dia no podia haber comenzado mejor mis sanitarios ya tienen cita para la vacuna contra la ha costado mucho pero quien la sigue la consigue,1
691,691,691,Toni mascarenhas/,@tonilopez_1988,2021-02-24,hoy vacunan a mis abuelos de 86 y 87 anos he sentido y todavia siento miedo por ellos pero cada vez ese abrazo esta mas cerca nos quedan los ultimos meses,1
692,692,692,Hathawyn,@Hathawyn,2021-02-24,he coincidido en el centro de salud de tanos con las personas mayores q se iban a vacunar jo q emocion que bonitos son y el trato de las enfermeras q bien,1
693,693,693,ana_mieres,@anamieres21,2021-02-24,cuando sea mi turno y con el tipo de vacuna que la autoridad sanitaria indique ire a donde tenga asignado,1
694,694,694,C⍺rmen ,@pild0rilla,2021-02-24,vaya cola en la puerta del pabellon de vacunacion la gente se vacuna y eso es muy buena noticia,1
695,695,695,Pilaar,@pilar_2503,2021-02-24,me acaban de vacunar y estoy tan feliz,1
696,696,696,Marian Morillo Alcaide,@mmorilloalcaide,2021-02-24,no paro de leer tuits de gente que esta siendo vacunada y me siento pletorica ya queda menos,1
697,697,697,LAURA,@laurajulia404,2021-02-24,hoy me puedo mover no tengo fiebre es solo un dia de sintomas duros me sigue doliendo la cabeza pero fiebre no hay ni tampoco calambres,1
698,698,698,#YoMeVacuno,@rumboalhospital,2021-02-24,homephisto tomalo o dejalo,1
699,699,699,Soraya Yanine,@SorayaYanine77,2021-02-24,manana llegan al pais otras 50 mil vacunas de la farmaceutica pfizer a colombia 24 de febrero y siguen llegando progresivamente las vacunas del plan de nacional de vacunacion 292 mil dosis para personal de salud y mayores de 80 anos,1
700,700,700,Clau,@SoloClaud,2021-02-24,estaba un poco bajon y me puse q escuchar discurso de kicillofok genio que capo vacunas para todos y todas un poco de criterio para todos los tira mierdas de la opo el dia del arquero en caba,1
701,701,701,Corina,@ckortega,2021-02-24,hermoso y emocionante ver en mi tl las fotos de personas adultas mayores vacunadas en a seguir cuidandose,1
702,702,702,Clau,@NiEsTanLejos,2021-02-24,cuando la medida de prohibir fumar en todo espacio publico gobiernodechile,1
703,703,703,#YoMeVacuno,@rumboalhospital,2021-02-24,rla ve a los peruanos como fav ve a la base,1
704,704,704,Camilo Morán,@camilomoran,2021-02-23,superamos los 3 millones de vacunados felicitaciones a nuestro personal de salud y a nuestros adultos mayores sigamos asi cuando me toque por edad,1
705,705,705,Rubén Silva,@islachilote,2021-02-23,3 millones de vacunados en chile excelente,1
706,706,706,Jorge Ortega,@oh_jorge,2021-02-23,hoy entre al grupo de los vacunados contra el coronavirus,1
707,707,707,Victor López,@casigolperuano,2021-02-23,muchachos vamos poniendonos de acuerdo desde ahora en lo que respecta a la vacunacion demosle el ejemplo a las autoridades que en su momento se comportaron de la peor manera a nivel profesional y humano,1
708,708,708,Laura Gutman,@gutmanla,2021-02-23,con la vacuna que me toque cuando sea que me toque y confio en los cientificos que asesoran todas las decisiones al respecto,1
709,709,709,Marisa Cabrera,@MarisaSiilvia,2021-02-23,que claridad que gusto poder escuchar y entender a gonzalo moratorio no quedan dudas de nada gracias gonzamoratorio,1
710,710,710,peleando,@peleandojuntos,2021-02-23,si tienes un hijo que no se puede vacunar y va a una clase con varis hijs de antivacunas estarias tranquil lo mismo pasa con la vacuna de la covid de momento no se pueden vacunar menores de 18 si el resto no nos vacunamos quienes seran los mas perjudicados,1
711,711,711,Silvitriana,@Silvitrianera,2021-02-23,fuera traidores de la patria politicos periodistas fuerzas de seguridad corruptos vendidos al globalismo y masoneria,1
712,712,712,ricardorubio,@ricardo86926275,2021-02-23,chile supera los tres millones de personas vacunadas en lo personal muy agradecido de la gestion de cada persona que ha sido parte de este trabajo,1
713,713,713,Bardero Con Fundamentos,@bardero_conf_,2021-02-23,no me digas que con la farsa de vacunacion vip ahora hay mas borregos,1
714,714,714,María Jesús Galera P,@majegp,2021-02-23,esta claro que la menor incidencia de casos segun ministerio esta lanzada para aprobar el 8m para las feminazis el 9m repuntaran los casos y nos volveran a confinar prefiero morir por el coronatimo,1
715,715,715,Iona Rothfeld,@ionaRothfeld,2021-02-23,mi mama se vacuno hoy por ser profesora y estoy demasiado contenta informemonos y respetemos el proceso de vacunacion cuidarnos es responsabilidad de todxs cuando me corresponda,1
716,716,716,Joakimps1979,@joakimps1979,2021-02-23,ya me vacune quiero una pilsen bien helada se puede o no se puede,1
717,717,717,Gabii Vásquez,@GabbyVasquez92,2021-02-23,a minutos que me vacunen no puedo con tanta felicidad,1
718,718,718,Carolina Sánchez S ®,@carosanchez8,2021-02-23,no olvidar por favor que los responsables y con competencia para identificacion de los grupos del talento humano en de cada etapa y en cada institucion son los gerentes de las por lineamiento ellos tienen esa obligacion,1
719,719,719,Katnis GO,@KatnisGo,2021-02-23,hoy me han vacunado con astrazeneca y de momento solo siento dolor en el brazo pero estoy inmensamente feliz,1
720,720,720,WLADIMIR GALLARDO,@Wlad_Gallar,2021-02-23,hace minutosya con las 2 dosis de la vacuna coronavac en mi organismo soy voluntario del estudio clinico,1
721,721,721,Pablo Depeche,@depeche_pablo,2021-02-23,hoy la primera dosis como efectos secundarios molestias en el brazo esperanza y mucho agradecimiento,1
722,722,722,MƎLIИA,@melina_4cuenta,2021-02-23,che ahora todos se quieren vacunar ahora es buena por los vacunados vip dejen de hacer ridiculeces regalo mis dosis,1
723,723,723,DaríoHernándezCarro,@daroHC,2021-02-23,el principio del fin de esta pesadilla,1
724,724,724,Fernando Segura R,@SeguraRestrepo,2021-02-23,en plena pandemia cuando la ciudadania deben estar mas alerta minsaludcol pretende reestructurar a la supersalud eliminando la direccion de participacion ciudadana dependencia que orienta a los ciudadanos sobre sus derechos en salud dafpcolombia hagan algo,1
725,725,725,Alvaro,@AlvManuF,2021-02-23,a partir del 1 de marzo quiero ver el hashtag primero en tendencias,1
726,726,726,Marly,@Marly33333,2021-02-23,yo no me vacuno no caigas en la trampa,1
727,727,727,Concejal Ramón González,@ramongonzalezcl,2021-02-23,les indico que el proceso ya alcanzo los 2974903 inoculados en los proximos dias se recibiran tres embarques mas sumando unas de 4400000 nuevas dosis en tanto en la region de coquimbo ya se superaron los 123 mil vacunados,1
728,728,728,a girl has no name,@itsxalpu,2021-02-23,pues nada gente ya tengo adenovirus de chimpance por mi cuerpo,1
729,729,729,Martín R. de Almeida,@martindeartigas,2021-02-23,ante la inminente llegada de las vacunas yo digo y lo hago porque quiero recuperar mi vida pre pandemia estadio bailes fiestas sin tapabocas clases presenciales y un sin fin de cosas mas es momento de decir adios a este virus de porqueria y volver a ser nosotros,1
730,730,730,Nani,@nad_hm,2021-02-23,vamos alferdez asi te queremos bien clarito mientras tanto,1
731,731,731,Emmanuel,@OurGodWithUs7,2021-02-23,si el virus no ha sido aislado en ningun pais del mundo entonces de donde salio la vacuna,1
732,732,732,dano,@danososa993,2021-02-23,para mi la patria es el otro esta cuenta a partir de hoy solo se dedica a militar la vacunacion para que sea rapida y exitosa,1
733,733,733,Leti,@letilu4,2021-02-23,es responsabilidad de todos  asi salimos de una ves de este virus de porqueria,1
734,734,734,Benjamín Moreno Rodríguez,@benjamorenoguez,2021-02-23,reduccion de la mortalidad en israel al 989 en vacunados por leido en noticias es alentadora y esperanzadora esta noticia cuando me corresponda mi lugar en la fila,1
735,735,735,Juan Gnusmas,@JuanGnusmas,2021-02-23,yo meeee vacuno meeeee gracias gracias gracias necesitamos valientes covideanos para terminar con el experimento genetico,1
736,736,736,ѕara,@barrusosara,2021-02-23,16 de marzo 2 dosis,1
737,737,737,La Mafalda Rubia,@lamafaldarubia,2021-02-23,hoy me han vacunado contra la en su primera dosis un poco de escozor y quemazon cuando te la ponen pero despues ningun efecto mas seguiremos informando,1
738,738,738,sin nombre S.A,@a_bajita,2021-02-23,me encanta porque dicen y no van a traer vacunas para todos o sea todavia no sabes si hay vacuna para ti mabel calmate,1
739,739,739,Hoodie,@Max_Gr4c3,2021-02-23,cualquiera se puede vacunar ahora en chile tengo esa duda,1
740,740,740,Christian Barboza Zazpe,@BATLLISTADEAPIE,2021-02-23,mi hija con sus 10 anos es persona de riesgo ella no puede ser vacunada por ella por mi por miles que no pueden y por los que perdieron la vida por esta enfermedad,1
741,741,741,Oscar Domínguez,@OscarDomnguezC,2021-02-23,muy preocupante lo que dijo minsaludcol sobre la aplicacion de las vacunas las de febrero se estarian culminando de aplicar en abril,1
742,742,742,𝔸𝕟𝕒 ℕ𝕠𝕧𝕠,@ananovo23,2021-02-23,manana me toca,1
743,743,743,Éter Corona.,@_EDTA_,2021-02-23,venga el liquido,1
744,744,744,Pablo Sandoval Mastandrea,@UnmannedPaul,2021-02-23,tras el anuncio de luislacallepou de la llegada de las vacunas y la inmediata aplicacion vi cientos en redes criticando encarnizadamente he aqui un raconto de los mas delirantes abro hilo y vos que comentarios desopilantes leiste,1
745,745,745,Ernesto Squarza (no soy hijo de inmigrantes),@squarza_ernesto,2021-02-23,pero tambien informo responsablemente la mayoria de la poblacion no va a recibir vacuna en el futuro proximo la inmunizacion no elimina las medidas de proteccion no farmacologicas contra el covid 19 segun el conocimiento cientifico actual,1
746,746,746,Eva MR イブ,@evam_r,2021-02-23,pues ya nos han hecho una pfizia dentro de 21 dias otra ya os contare el chip que tal va,1
747,747,747,Jennifer Dominguez,@ShenDominguez,2021-02-23,ya tenemos fechas y cronograma de vacunacion tanto simulacro habra valido la pena que nos pese cada uno de los 583 fallecidos en esta pandemia no quiero que el proximo sea un ser querido cuando me toque,1
748,748,748,"Jimena Prieto, MD, MSc.",@JimenaPrieto5,2021-02-23,muy bienvenida la noticia recibida en el dia de ayer sobre el inicio de la campana de vacunacion entre todos haremos de esta una campana exitosa,1
749,749,749,Victor Munoz,@Vicmunro,2021-02-23,cifras de la pandemia de mejoran dia a dia cifras 22 feb 21 casos  3401 pruebas  37769 fallecidos  140 recuperados  4329 recuperados 953 activos  39197 vacunados  45166 ya son mas los vacunados que los casos activos,1
750,750,750,Rivas Cross,@JustMe_Crivas,2021-02-23,bitacora posvacunal 12horas posvacunal y 0 reacciones ni si quiera dolor a la hora de la aplicacion en el brazo ni despues ni ahorita vamos muy bien,1
751,751,751,"Juan Ramos-Cejudo, Ph.D.",@RamosCejudo,2021-02-23,en breve nos vacunamos gracias copmadrid ,1
752,752,752,Profarm,@profarmgipuzkoa,2021-02-23,en gipuzkoa ya nos han solicitado los datos para la vacunacion asi que ya vemos el objetivo un poco mas cerca cofg ffarmaceuticos,1
753,753,753,Antonio R. #Yomevacuno,@Antoniouy1967,2021-02-23,por favor austeros discretos sin epica con respeto a los casi 600 compatriotas que no pudimos salvar a la uruguaya,1
754,754,754,Alicia Riddick,@AliciaRiddick,2021-02-23,yo mucho y viendo el orden creo que con suerte me toca en diciembre y bueh  hay mucha gente que esta primero y lo acepto,1
755,755,755,olga laura,@olgura,2021-02-23,es muy bueno que por fin la vacunacion contra el covid este proxima a ser un hecho en uruguay y deje de ser solo una posibilidad no se cuando sera pero cuando me toque,1
756,756,756,Paciel Daniela,@PacielDaniela,2021-02-23,muy buenas noticias de fecha de llegada de vacunas a uruguay casi realidad,1
757,757,757,M. Carlota González Bedat- bisnieta de inmigrantes,@mariama18,2021-02-23,ya falta nada hay que seguir insistiendo para que todos entiendan vacunarse es un acto de solidaridad por ti por mi por todos,1
758,758,758,Carlos Valenzuela Escare,@cvalenzuelae,2021-02-23,gracias ministro por acordarse de quienes somos o fuimos cardiopatas congenitos cianoticos,1
759,759,759,Adolfo Umpiérrez Echenique,@AdolfoUmpierrez,2021-02-23,me voy a limitar a decir lo siguiente ahora a hacer las cosas con orden con responsabilidad y a militar la vacunacion,1
760,760,760,Adriana Redin,@redinadriana,2021-02-23,cosas que me enseno mi madre los que la conocieron saben lo sabia que era  para comprar libros siempre se puede hacer un esfuerzo  estudiar lo que sea siempre es una inversion  vacunarse siempre,1
761,761,761,𝐻.𝐵. #Frankfurter,@Alemanya65,2021-02-23,gracias a dios y a la ciencia presidente luislacallepou,1
762,762,762,Sofía,@AnneElliot_,2021-02-23,con lo que sea che un miedo dejar una huerfana olvidate ademas dice que es buena asi que yo le creo,1
763,763,763,"Pato
creciendo",@PatoProgress,2021-02-23,que la rusa no servia que tenian que vacunarse primero los politicos antes que los ciudadanos que sirve pero no alcanzan que primero los de riesgo que los de riesgo no primero los politicos que ahora sos vip que si que no lo importante es estar en contra,1
764,764,764,San,@Sandruli90,2021-02-22,emocionada,1
765,765,765,Lucho,@LuchoGrasiuso,2021-02-22,que alegria lo de las vacunas arranquemos con una campana informativa sobre las vacunas derribemos mitos,1
766,766,766,publimedmcy,@publimedmcy,2021-02-22,residente de trm al hospital va a llegar la yo eso espero el y voy a tener que seguir usando tapabocas yo claro el no me vacuno,1
767,767,767,Jose Manuel Sanz,@JoseSanito90,2021-02-22,gran noticia que me han dado hace un ratito manana me vacuno ya se va viendo un poco de luz al final del tunel y pronto terminara todo,1
768,768,768,Diadi Polo Hurtado,@DIAPOLA,2021-02-22,contra la corrupcion,1
769,769,769,Azu,@Azu_huete,2021-02-22,me vacunan en 12 dias,1
770,770,770,GIANNA VACCARO MEZA,@GVM2010,2021-02-22,listoinoculacion primera dosisok,1
771,771,771,V.,@VanesaMR12,2021-02-22,hoy ha sido el dia para dar un pequeno paso contra la pandemia,1
772,772,772,Hugo Macareno,@hmacareno,2021-02-22,llena de optimismo y esperanza el proceso de vacunacion a todos los colegas conversaciones muy placenteras se vuelven a escuchar en el dia a dia ha caido un gran balsamo a nuestra labor como un refuerzo de esa energia que nos mueve ahora a esperar la mia,1
773,773,773,Ángel,@aandest,2021-02-22,mi madre y mi tio que trabajan en un hospital y uno de mis abuelos que esta en una residencia ya se han vacunado mis otros 3 abuelos lo haran en breves porque tienen mas de 80 anos y lo estan deseando y yo estoy deseando que lo esten para volver a abrazarlos,1
774,774,774,Clauchan Morales,@_Horsi_,2021-02-22,1dosis de la vacuna contra el covid19 puesta,1
775,775,775,Uldarico Rivera,@rivera_uldarico,2021-02-22,dra con todo respeto porque cuando el presidente decia la vacuna esta muy lejos porque estaban en 40 50 y6o  devia ser 100 pero como le esta quedando mal al pais enonses sirve vacuna 51 dice que no hay que hacer populismo lo que hace el que es,1
776,776,776,Myriam Jaramillo,@mjsir7,2021-02-22,si colombia no aplica la 2 dosis de la vacuna que tan protegidos quedamos con una sola dosis,1
777,777,777,Alejandra Lasso T,@aleltbd,2021-02-22,al choco no fueron para la foto,1
778,778,778,HomoSapiens,@nacido_aC,2021-02-22,si autoridades y honorables hicieran bien la pega se justificaria q se vacunen anticipadamente solo le quitan la oportunidad a alguien q realmente lo necesita,1
779,779,779,Silvana Jarmoluk,@SilvanaJarmoluk,2021-02-22,apoyo al ministerio de salud de la republica argentina alferdez a su ministra carlavizzotti y al plan de vacunacion de la argentina uno de los mejores de latam lo que paso con el ministro saliente no debe afectar al plan de vacunacion,1
780,780,780,Galia Bogolasky,@Galiabog,2021-02-22,cdo el gobierno empiece a ordenar sus prioridades sebastianpinera drenriqueparis,1
781,781,781,Julio Mario Rey,@JulioMarioRey,2021-02-22,con espereranza y gran regocijo recibimos el inicio de la jornada de vacunacion en nuestra ciudad villavicencio los invito a que continuemos con el distanciamiento y el uso tapabocas,1
782,782,782,Canal Catorce,@canalcatorcemx,2021-02-22,hoy a las 2100 h no te pierdas acompana a chelawuera luigicantu ezraalcazar y al dr olivo iglesias guzman a debatir y analizar participa en nuestra encuesta conoces a algun adulto mayor que ya haya recibido la a un familiar 277  si a un amigo 69  si a un conocido 108  no a nadie 546  260 votos resultados finales,1
783,783,783,Dr. Barbuchas,@pediatraencasa,2021-02-22,ustedes tambien amanecieron con antojos hoy yo hoy amaneci con ganas de que mi sistema inmune diga su base de datos de virus ha sido actualizada,1
