,Unnamed: 0,Nombre de usuario,Usuario,Fecha,Texto
12597,7031,El Diurno,@Eldiurno1,2020-11-09,farmaceutica pfizer anuncio vacuna combatir covid 19 mas 90 eficaz logrado grandes resultados espera colombia pueda pactar acuerdo compra vacuna 2021
12598,7032,Diego Ruiz,@dialruve,2020-11-09,mundo intentando retomar rumbo biden vacuna aqui convocamos villa seleccion decimos lideres matando guerrilla paramilitares aqui colombia rumbo vamos reponer 1000 anos
12599,7033,Jorge Montejo,@Sin_patrocinios,2020-11-09,media pelicula pink floyd llega vacuna colombia excelente
12600,7034,Enrique Jiménez Blanco,@EnriqueJimnezB4,2020-11-09,duqueuribe esperando cientifico donald trump envie desinfectante bebible cura covid19 colombia mando debieran gente eeuu vacuna llega mediados ano entrante jajajajajajajaja cerdo
12601,7035,Piedad Urdinola,@Purdinola,2020-11-09,gusta dejar vivir noviembre elecciones usa practicamente terminadas precio dolar cayendo colombia anuncio vacuna optimista van 10 dias mejor mes trastrabillado ano
12602,7036,John,@Jack80x,2020-11-09,acuerdan pacho santos tarea conseguir vacuna covid colombia solo queria recordarles buen dia
12603,7037,David De Antares,@daviddeantares,2020-11-09,vacuna llegaria colombia
12604,7038,Jose fernando,@Josefer70223949,2020-11-09,pfizer vacuna colombia debe comprar 50000000 vacunas
12605,7039,Alejo Gonzalez,@DonCachaco,2020-11-09,doy dato vacuna desarrollada pfizer debe conservar congeladores temperatura 70 grados temperatura llegan congeladores instituciones salud colombia llegan 70
12606,7040,Manuel M Pino Amado,@ManuelMPinoAma1,2020-11-09,vacuna gratis covi19 pobres colombia
12607,7041,Super#17,@Super___17,2020-11-09,aqui siempre existido sirve salvo pagues
12608,7042,Daniel Gómez Dávila,@IDanielGomez,2020-11-09,vacuna colombia llegara 2022 algun candidato derecha dira votan vacuna
12609,7043,Lina Marcela Cortés,@lm526c,2020-11-09,si gobierno colombia adquiere vacuna pfizer u sputnik quiere decir habra forma adquirirla aqui particularmente disculpa caida zarzo puedes ayudar incognita
12610,7044,@andrelosanchez,@andrelosanchez,2020-11-09,bbc anuncian vacuna 90 eficacia vez anuncian sistema salud publica preparada distribuirla colombia demorados iniciar estudios previos peleas juridicas ver intermedia comprarlas
12611,7045,La Pine,@lapinedita,2020-11-09,si vacuna covid19 sale llega colombia puede comprar pone unasi 50 179 si tiempo despues 286 ahora nunca 36 56 votos resultados finales
12612,7046, Victorino Moya,@moyavictorino,2020-11-09,colombia distribucion aplicacion vacuna va quedar cargo eps mismas dio gana quedo grande hacer pruebas covid
12613,7047,𝘉𝘢𝘣𝘺 𝘴𝘦𝘢𝘭,@femme_souriant,2020-11-09,vi colombia cobrando 700k vacuna corona aun si oms distribuye gratis
12614,7048,Andres Moreno Jaramillo,@andresmania,2020-11-09,vacuna covid19 disparando mercados mundiales bolsa colombia cae 2948 corrido 2020 hoy sera boooooooom alza acciones
12615,7049,Primera Página Radio,@PPRadio919,2020-11-09,tras anuncio vacuna covid19 dolar abrio 3670 baja 53 frente cierre viernes
12616,7050,"Isabel Londono Polo, Ed.D",@isalondono,2020-11-09,colombia escandalo vacuna pfizer descomunal eua toman cautela tomarlo siempre buscando remedios inmediatos problemas complejos largo plazo seguir cuidandose xq vacuna tomara tiempo todavia
12617,7051,Lavigne Terreros,@javierterreros1,2020-11-09,triste ver aca colombia borregos esperando vacuna milagrosasegun ven decenas contagiostal vez ciego sesolo pronostico pais quedan 6 anos seguir usando bozalo tal vez 2 anoseso depende vaya ilegitimo
12618,7052,Antonio Montana,@Antonio57263797,2020-11-08,gente utilizan masa encefalica pensar dan cta q vacuna podria ser vacuna china d experimento q milagro va salir tanta vacuna difteria corto tiempo si nina q fallecio q traer colombia pensa cerebro d adorno
12619,7053,@puertoestereooficial,@puertoestereooficial,2020-11-08,cinco ciudades colombia escogidas ensayo vacuna covid fusagasuga tunja duitama cota armenia
12620,7054,Taquito,@__Jmoraless,2020-11-08,unica pregunta voy sacar bien enarm2021 vacuna poner viajar colombia jajajajaja
12621,7055,davidlriveros21,@davidlriveros21,2020-11-08,colombia tardan 4 anos tapar hueco esperan hagan vacuna poder salir normal debemos esperar 10 anos volver normalidad
12622,7056,"El Dragón Negro ™
(Cuenta Oficial)",@dragonnegro2395,2020-11-08,argentinos recibiran 25 millones dosis vacuna sputnik v mientras sucede colombia espera vacunas jj oxford colombianos ustedes imbeciles confiar oso
12623,7057,santiagasario,@Santiagasario,2020-11-07,mira si fe vacuna rusa piqui sacamos pasajes irnos colombia abril aca confiamos
12624,7058,the daylight sign,@ariza_cardona,2020-11-07,colombia podra conseguir vacuna sputnik v
12625,7059,Enrico,@valenskij,2020-11-07,apuesta virtual venezuela tendra vacuna covid 19 primero unidos colombia scommessa virtuale il venezuela avr il vaccino contro il covid 19 prima di stati uniti colombia
12626,7060,Blas Guerrero,@BlasGuerrero8,2020-11-06,sera vacuna aplican aplicaran politicos aliados adinerados colombia pueblo esperanza vacunacion masiva
12627,7061,Diario La República,@larepublica_co,2020-11-06,gobierno hizo trabajo acertado momento tratar crisis covid19 aprendido convivir virus vacuna tomara tiempo yann hedoux presidente emi colombia latinoamerica
12628,7062,Radio2 AM1230,@radio2rosario,2020-11-06,fernando rodriguez ingeniero agronomo nacido colombia vive moscu 30 anos voluntario vacuna rusa pretende argentina rusos va ser gratis venta paises
12629,7063,Radio2 AM1230,@radio2rosario,2020-11-06,fernando rodriguez ingeniero agronomo nacido colombia vive moscu 30 anos voluntario vacuna rusa pretende argentina diciembre podrian vacunar toda poblacion quieren aqui rusia
12630,7064,Radio2 AM1230,@radio2rosario,2020-11-06,fernando rodriguez ingeniero agronomo nacido colombia vive moscu 30 anos voluntario vacuna rusa pretende argentina primer dia despues primera dosis resaca si tomado tragos
12631,7065,Porelortti,@Porelortti,2020-11-06,chupa huevo si vacuna rusa hace colombia todavia aprovada oms anmat vacunate vos chorizombie seguis pensando negro creyendote filosofo ndm
12632,7066,Memo Quintero,@MemoQuintero3,2020-11-05,vacuna rusa vs covid 19 halla fase 3 experimentacion cientificaargentina venezuela pioneros aplicarla poblacion mayor riesgo diciembre proximo colombia sala espera dice teleque
12633,7067,Aemon Targaryan,@Aemon3428,2020-11-05,maduro medicamentos rusos vacuna colombia cantante payaso
12634,7068,Jorge Cura Amar,@jorgecura1070,2020-11-05,colombia reanuda ensayo clinico vacuna covid19 desarrolla johnson johnson interesados participar pueden inscribirse pagina web hospital universidad norte
12635,7069,Sebastian Gordon,@SebasGordonL,2020-11-05,pasa gente tan bruta sabe leer sarcasmos dije vacuna rusa provocaba ganas votar izquierda internacional casi lapidan 13 weones pasa explicar absurdo pendejazos
12636,7070,vivian haayenfre,@vivihaayen,2020-11-05,vacuna llegue prontamente colombia
12637,7071,rafael edmundo,@rafael_edmundo,2020-11-05,aun exista vacuna covid19 colombia
12638,7072,Frederick Douglass,@flakenacho1,2020-11-05,colombia noticias acaban decir vacuna covid puede tardar anos gran contraste dice alberto va empezar vacunar enero
12639,7073,"Esther Hernández
PERIODISTA",@esterhernandezc,2020-11-05,colombia necesita prueba covid entrar seguimos vacuna
12640,7074,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber conviene mas colombia elecciones usa aca esperando saldra vacuna
12641,7075,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber conviene mas colombia elecciones usa aca esperando saldra vacuna nietos
12642,7076,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber conviene mas colombia elecciones usa aca esperando saldra vacuna si
12643,7077,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber conviene mas colombia elecciones usa aca esperando saldra vacuna
12644,7078,raul andres castro,@raancasmi,2020-11-04,fecha llega vacuna covid colombia
12645,7079,carolina correa,@dianaco01,2020-11-04,espera colombia espera vacuna
12646,7080,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo compartir familia merecidohh
12647,7081,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo compartir familia merecidop
12648,7082,tatiana cuadro,@cuadro_tatiana,2020-11-04,saber sera proveedor exclusivo vacuna covid colombia
12649,7083,elen,@gelemg,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo compartir familia merecidop
12650,7084,elen,@gelemg,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo
12651,7085,tatiana cuadro,@cuadro_tatiana,2020-11-04,saber sera proveedor exclusivo vacuna covid colombia
12652,7086,tatiana cuadro,@cuadro_tatiana,2020-11-04,saber sera proveedor exclusivo vacuna covid colombia mundo
12653,7087,tatiana cuadro,@cuadro_tatiana,2020-11-04,saber sera proveedor exclusivo vacuna covid colombia
12654,7088,tatiana cuadro,@cuadro_tatiana,2020-11-04,vacuna covid colombia
12655,7089,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo compartir familia merecido
12656,7090,Luis C.,@Lacpem,2020-11-04,saber sera proveedor exclusivo vacuna covid colombia
12657,7091,buho ™,@buho_media,2020-11-04,411 1 colombia registra 6136 nuevos casos covid19 cifra fallecidos alcanza 31847 2 reanudan pruebas posible vacuna covid19 barranquilla
12658,7092,elen,@gelemg,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo compartir familia
12659,7093,elen,@gelemg,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo compartir familia merecido
12660,7094,Andrés Arturo Borda Barajasmm,@AndrsBorda5,2020-11-04,negociaciones colombia vacuna covid 19 sera alcanza llegar 2021
12661,7095,elen,@gelemg,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo desestresarme
12662,7096,elen,@gelemg,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo gracias
12663,7097,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo merecido
12664,7098,Julian Berrio,@ElJuliBerrio,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo
12665,7099,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo
12666,7100,Jose Manue Martinez,@JoseManueMarti1,2020-11-04,saber realmente conviene colombia cuanto elecciones usa sale vacuna mas tranquilos quiero regalo
12667,7101,Jorge Cura Amar,@jorgecura1070,2020-11-04,hora habla senador proyecto ley busca otorgar mecanismos colombia pagar vacuna covid19
12668,7102,Escipion,@JMEJIAPORTILLO,2020-11-04,llega cualquier vacuna colombia
12669,7103,Elberto Heveo Garzón Barrera,@HeveoBarrera,2020-11-04,debe ganar reeleccion donall traoms colombia mejor apoyo economico pandemia coronavirus covid19 vacuna exterminante virus
12670,7104,alvaro navarro garc,@alvaronavarrog,2020-11-03,gestion hecho embajador colombia usa adquisicion vacuna covid 19 solo sabe pidiendo salvatore ma cuso conformacion grupo paramilitar bogota paja mismo gobierno atenido
12671,7105,Facu,@facucalles,2020-11-03,meten nariz viajo colombia bolivia culo mulo miedo vacuna hecha rusia
12672,7106,la A es de Agustín,@gonzaloaruiz,2020-11-03,che vacuna pongo voy viaje colombia
12673,7107,EDWIN TUIRAN RUIZ,@EDWINTUIRANRUIZ,2020-11-02,sera q alcaldes mamaronen colombia decirle gente peligro pandemia covid19 dijeron buenoamigos salvese puedapor ahora vacunano nadaen manos dios
12674,7108,MariaClaudia,@mclaudiacv,2020-11-01,casos reinfeccion colombia sarscov2 todavia creen vaina acabado covid llego quedarse sombra vacuna pacientes mueren cada dia casos aumentan exponencialmente cuidarnosy cuidar
12675,7109,María del Rosario Guerra,@charoguerra,2020-10-31,colombia gran avance estrategia vacunacion sido reconocida nivel internacional alcanzando coberturas superiores 97 vacuna triple viral
12676,7110,MOISES PINEDA SALAZAR,@ALCALDEQUILLA,2020-10-31,peloteraque pasara si proximas elecciones vacuna segura eficaz masificada covid votar varios diasvoto electronicovoto correovoto anticipadovoto intermet impondra votovoto
12677,7111,Alexa,@ClocloAlexa,2020-10-30,oiga alguien diga duque colombia vacuna sputnik disponible si quiere pais salga estaria bien bajar cabeza aceptar vacuna rusa
12678,7112,camilografico,@camilografico1,2020-10-30,mas gonorrea puede pasar persona trabaja humildemente hijueputa cobre vacuna impotencia
12679,7113,Cometeclas,@Cometeclas1,2020-10-30,vacuna llegue tarde colombia
12680,7114,Uniandinos - Oficial,@Uniandinos,2020-10-29,podemos esperar llegue alguna vacuna colombia oportunidad superar crisis reenfocando mirada hacia campo fernando castrillon
12681,7115,Melissa Lemus,@LemusMelissa,2020-10-29,ira encargado conseguir vacuna colombia don pacho santos mas jodidos putas
12682,7116,Santiago Ángel,@santiagoangelp,2020-10-29,tema dia hoy colombia mas aislamiento anuncio senor presidente irrelevante ciudadanos conocemos deberes proteccion demas mismos vacuna cosas seran iguales
12683,7117,Johncito2,@Johncito210,2020-10-29,deberia haber virus solo matara politicos corruptos nunca puedan conseguir vacuna imaginan pocoton muertos colombia diganme cuantos politiratas quedarian vivos colombia sera si salvan tres aunque
12684,7118,María C Estupiñán,@mcestupinan,2020-10-29,alguien entiende si existe vacuna mientras europa estan volviendo confinar manera total mes colombia rebrote evidente siguen abriendo si estuvieramos completa normalidad
12685,7119,hugo nestor saavedra aldana,@hugonestor5,2020-10-28,preciso momento krasnodar ciudad rusia estan jugando partido bastante publico graderias rusia vacuna colombia esperando oxford perdiendo empleos dinero quiebra empresas terquedad gobierno uribista
12686,7120,EJ,@DEZGAR,2020-10-28,pandemia solo acabara consiga vacuna veo llegando pronto colombia
12687,7121,Jimmy Rubio,@JimmyRubio_,2020-10-28,peor pandemia sufrido colombia dejando mas muertes profundiza desigualdad causa atraso social economico salud educativo infraestructural vacuna pandemia
12688,7122,La bruja de tuiter,@LabrujaTiti,2020-10-28,solucion covid encerrarnos sino obligar medidas bioseguridad pueden encerrar ano mientras llega vacuna colombia gente muere hambre hacinamiento medidas va tomar actividades
12689,7123,Leonor Rojas,@Aritoecucu,2020-10-27,colombia dos pandemias covid 19 izquierda maldita ambas peligrosas ansiedad esperamos vacuna
12690,7124,GUAGUAU,@GUAGUAU,2020-10-27,joven parece conoce paramos conoce dos pa salvar paramos primero guerrilla salga deje cobrar vacuna senadores ambientalistas colombia creen aun mineria principal problema paramos
12691,7125,‘Mor,@CalifornniaGurl,2020-10-27,nervios llegara primero colombia vacuna covid cyberpunk2077
12692,7126,Luis Carlos Martinez,@luisk7703,2020-10-27,vacuna rusa compren colombia
12693,7127,Fernando Valencia Sabogal,@fervascook,2020-10-26,uribistas desenganadosarrepentidosdefraudados avergonzadostienen esperanzala vacuna si existe ladoaqui esperamos pues colombia depende darle cambio pais
12694,7128,callabulla2234,@callabulla2234,2020-10-26,duelale duele lloren lloren escualidos fracasados ivic fundado jacinto convit si sabian vacuna covid19 ustedes eeuu miami brasil menos colombia pasa millon contagiados
12695,7129,callabulla2234,@callabulla2234,2020-10-26,duelale duele lloren lloren escualidos fracasados ivic venezolano si sabian vacuna covid19 ustedes eeuu miami brasil menos colombia pasa millon contagiados
12696,7130,callabulla2234,@callabulla2234,2020-10-26,duelale duele lloren lloren escualidos fracasados ivic venezolano si sabian vacuna covid19 ustedes eeuu miami brasil menos colombia pasa millon contagiados
12697,7131,José Ferrer,@joseferrerVe72,2020-10-26,vuelve mas bolivia ganan propuesta constituyente chile costa rica colombia pie lucha trump posible perdedor venezuela 1pronto recuperaremos an 2 consigue vacuna covid19
12698,7132,El Mirandino,@Escualidodosmil,2020-10-26,brasil supera 157000 muertes suma casi 54 millones casos covid19 colombia suma 8174 casos positivos 154 fallecimientos israel autoriza ensayos clinicos humanos vacuna covid19
12699,7133,heiner mina nuñez,@heinermina29,2020-10-26,vacuna derecha quieren vender izquierda peor colombia podrido corrupcion derecha quieren engordar ricos ver mas pobres
12700,7134,David Fernando Vera Marulanda,@veramarulanda,2020-10-26,colombia dictadura atentamente mantenido quiere cuarentena autoritaria dure vacuna 2022
12701,7135,▿мαяíα ραυℓα▿,@mp_sdp,2020-10-26,esperan vacuna siguen saliendo recuerdo 22 cepas virus solo colombia
12702,7136,Lil Huawei boi never broke again,@tacora_kid,2020-10-26,largo colombia bien vacuna
12703,7137,Nelson Hurtado Obando.,@abogadohurtado,2020-10-25,gran equivocacion creer pandemia tecnologia redes becerro oro aplazado necesidad vacuna sensacion afuera bolsillos
12704,7138,Lukasangel,@lukasangel,2020-10-25,armenia invadida asentamientos jibaros indigentes fuerza publica cobra vacuna ollas sostiene mantiene armenia solo hermoso norte q muestran olvido ausencia gobernabilidad quindio corazon colombia agonico
12705,7139,Víctor Hugo,@Abel3561,2020-10-25,anvisa agencia vigilancia salud brasil equivalente invima colombia autorizo compra 6 millones coronavac vacuna china covid19 tambien importacion ingrediente activo producir 40 millones so paulo
12706,7140,@sergioturizourd,@sergioturizourd,2020-10-25,cuantas masacres colombiamuchas todas lamentables dolorosasalguien informacion si dentro muertos gente cd opinoopino vacuna escudo masacren pertenecer cd
12707,7141,ash♡'s moongi,@ygthloves,2020-10-25,da miedo mas pasa tiempo vacuna c0vid menos probabilidades viaje colombia ano viene
12708,7142,Luichy,@amador19881,2020-10-24,si vacuna covid llega colombia diciembre tatuo espalda
12709,7143,Luis Miguel Martínez,@Luismi0410,2020-10-23,colombia manejando pandemia tan mal primero desarrollaremos inmunidad rebano conocer vacuna
12710,7144,Margarita Rodríguez,@Laliparis,2020-10-23,vacuna coronavirus descubra implemente colombia inmunice permanentemente
12711,7145,Пушка,@caancapu,2020-10-23,voluntario vacuna britanica fallece brasil colombia aun idiotas diciendo esperan rusa imbecilidad colonial
12712,7146,Cybertaita,@Cybertaita,2020-10-23,gobierno colombia confirma autoritaritarismo equilibrio poderes participacion ciudadana cifras covid prevencion acceso vacuna si demostrado garante social derecho probo honesto oportunismos
12713,7147,duver2177@gmail.com,duver2177@gmail.com,2020-10-23,guarden twit bolivia gana venezuela sale avante vacuna rusa colombia esperando pais unidos solo primero w peliculas
12714,7148,Pan prior,@panprior,2020-10-22,felicidad ver sobrinito colombia volviendo clases jardin interactuando companeritos parque jugaba creo aprender vivir alguna u forma vacuna llegara mediados finales 2021
12715,7149,Alby,@ALBAHO3,2020-10-22,rebrote corrupcion colombia dias afectados mas 40 millones nadie preocupa vacuna remedio
12716,7150,Maritza Aristizabal,@Maryaristizabal,2020-10-22,buenos dias colombia vemos 530am hoy debate mocion censura mindefensa protesta pacifica minga regreso cauca incendio fabrica colchones papa aprueba uniones civiles mismo sexo muere voluntario vacunarecibio placebo
12717,7151,- Hidrógeno Al 100%,@AlHidrogeno,2020-10-22,muere voluntario colombia aplicaron vacuna experimental covid19 fabricante dicha vacuna prueba pais origen eeuu
12718,7152,william m acosta g,@wimag64,2020-10-20,peor pandemia colombia uribismo sera vacuna educacion
12719,7153,Les,@leslierivera88,2020-10-19,colombia encontro vacuna covid valio
12720,7154,Rafael Mendoza,@RafaelMendoza46,2020-10-19,bueno ventas supuesto no1 van aparezcan patronicen malo si va salir ventas asi va cosa primero sale vacuna covid chaooooo
12721,7155,Juan,@Juanforero_,2020-10-19,da mas miedo si vacuna funcione duque invente alguna maricada deje llegar colombia si deja llegar terminen robando plata
12722,7156,Radio Caribe Plus,@RadioCaribe1280,2020-10-19,merck multinacional busca probar vacuna anticovid19 colombia caracol radio conocio compania conversaciones gobierno nacional llevar cabo estudio pais
12723,7157,Chavez Kevin,@kevcha99,2020-10-18,colombia avanza estudios vacuna padecen pobreza extrema gobierno tranquiliza aseguran vamos ano hambre acaba padecimiento pobreza duque siempre solucionando
12724,7158,» JC,@JohnniitoC,2020-10-18,180 san antonio ccs valencia 150 cruzas colombia 40 cruzas ecuador aprox 40 llegaa lima ah meter vacuna poder cruzar trocha venezuelacolombia llama obra
12725,7159,victor Duque,@victorD26211330,2020-10-17,sacar droga colombia toca pagar vacuna carteles mexicanos
12726,7160,Marlon.S.Herrera.M,@MarlonSHerreraM,2020-10-17,mexico firmo 7 acuerdos laboratorios vacuna covid asegurar 100 millones dosis solucionar contagio raiz 2021 colombia super bien duquetv viendo desploma economia saquean arcas publicas
12727,7161,hvka,@cocoy1953,2020-10-16,colombia 192 poblacion contagio covi19 peru 273 venezuela 027 aun nadie vacuna estanse encuentran periodos prueba fase 3 esperan resultados poder pasar fase aprobacion rapida
12728,7162,No name,@chillybernie,2020-10-16,verdad voy colombia exista vacuna covid si
12729,7163,Diego Barón,@Baron7Azul,2020-10-16,colombia siga esperando vacuna eeuu britanica rusa dado buenos resultados aplicando poblacion ninguna contraindicacion
12730,7164,Sergio,@ElDelaBudweiser,2020-10-16,hijueputa colombia va llegar ninguna vacuna gente quiere encerrarse llegue si vicky puede decir
12731,7165,El Axioma,@Elaxioma_com,2020-10-16,primera emision noticias vacuna sera gratis poblacion priorizada jorge 40 asegura teme ser asesinado registro 6823 casos covid19 fanaticos disfrutaran liga femenina futbol noticias colombia mas importantes elaxiomacom
12732,7166,El Axioma,@Elaxioma_com,2020-10-16,primera emision maduro anuncia activacion tres vuelos internacionales diciembre vacuna sera gratis poblacion priorizada pandemia provocara despues economia global mas noticiasinformacion curada calidad elaxiomacom
12733,7167,Ramiro Velásquez,@ramirociencia,2020-10-16,aterrice vacuna anticovid solo estara despues marzo proximo confirma candidato biden aca llegara despues tonto bobo usa mascarilla guarda distancia fisica autoridades ignorando problema vamos pasar mal seguir asi
12734,7168,marcel ivan gallo,@marcelivangallo,2020-10-15,ira gracias vacuna rusa si san permitiria entren pedro casa primero noviembre colombia rebrotes diestra siniestra
12735,7169,Dr. Manhattan,@DrNickolaz,2020-10-15,si confinamiento colombia sido serio tendriamos pandemia controlada gobierno solo utilizado excusa reprimir movilizacion ciudadana vacuna atencion personal medico toco vivir pandemia calles
12736,7170,Jaime Andres Acosta,@jaimeacosta01,2020-10-15,hace 2 meses estan poniendo vacuna chinalos empresarios chinos colombia quieren importarla colombia dejan ingresaruna vez mas corrupcion colombia van vender complicidad cia dias sonandoque infamia
12737,7171,Jaime Andres Acosta,@jaimeacosta01,2020-10-15,hace 2 meses estan poniendo vacuna china empresarios chinos colombia quieren importarla colombia dejan ingresar vez mas corrupcion colombia van vender complicidad cia dias sonando infamia
12738,7172,Juan Fraile,@JuanFraile,2020-10-15,imaginan elecciones pandemia vacuna colombia mano tamales domicilio politicos poder hacer rumbas emborrachar gente habria tapabocas nonomania gel anticorrupcion ningun candidato tradicional apareceria alzando ninos
12739,7173,Ruben Dario Bitar,@RubenDarioBitar,2020-10-15,solo basta hacerse pregunta colombia america latina practicamente brazos cruzados esperando alguien mundo desarrolle vacuna poder adquirirla andres garibello note desigualdad ciencia tecnologia
12740,7174,Seba Cote Lozano,@SebasCote95,2020-10-15,ultima vez millonarios gano colombia habia 3 casos covid casi llega vacuna bien azul obligado morir dignidad
12741,7175,QuintoFilippo,@filippo_quinto,2020-10-15,tendran morir cientos miles colombia adicionalmente fallecidos gobierno colombiano desprecia vacuna castrochavista rusa unica mundo funcionando contraste fracasos vacunas johnson johnson ensayos
12742,7176,Nathanael Díaz,@NeganDG,2020-10-14,cerca millon infectados colombia reporto primer muerto reinfeccion mundo medidas restrictivas francia inglaterra nuevo enfermedades inexplicables voluntarios vacuna verdad seguimos creyendo cosa
12743,7177,Junior Delgado,@libardodelgado,2020-10-14,mientras vladimir putin anuncia vacuna tratamiento sumaria anterior exito colombia mas probable duque pierda plata johnsonjohnson asi estan cosas
12744,7178,"ส้้้้
#UsenTapabocas #Cuarentena+RentaBasicaYA",@mintavillalba,2020-10-14,mientras chile suspenden vacuna ionson colombia tuiteros afisionados retuiteadores cositas siensia respaldan saben genomas exomas adenovirus metodos conocidos conocer hacer vacunas
12745,7179,Juan Pablo Madera,@JPabloMadera17,2020-10-14,pais sufre gobierno ultraderechista niega comprar vacuna covid 19 pais rusia ser tintes comunistas aqui mas importante inclinacion politica salud habitantes bienvenidos colombia
12746,7180,Fernando valdez,@fernando10071,2020-10-14,sugiero si secretario salud fueraal salvador ver experiencia ecuador colombia ver hecho figence menciono unidos europa mayoria rusia estan detras dinero vacuna
12747,7181,SARGENTO MAIO,@HOMBREDEFE5,2020-10-14,medios comunicacion estan infectados virus mas letal coronavirus llamado vacuna sentimiento nacionalista patriotismo dios salve colombia
12748,7182,Cristian Montecinos,@BagualAlbo,2020-10-14,falcao siempre vacuna ganarle peru local venezuela visita colombia busco segundo tiempo chile mas
12749,7183,Luis,@LleroMFC,2020-10-13,arturo vidal siempre vacuna colombia james chile 11 anotadores pronostico hoy
12750,7184,Eliezer Salinas Delp,@ELIEZERSALINASD,2020-10-13,gobierno colombia rechaza vacuna rusa sencillamente vacuna corrupcion comprado vacuna gringa cobran comision acostumbrada
12751,7185,Ideas Para Ser Feliz,@angelsolano24,2020-10-13,acabar mientras llega vacuna 1 mamejando distanciamiento 2 siendo uso 3 lavado manos constantemente debemos prevenir despues lamentarnos
12752,7186,Mateo Katarsys,@LueEpb,2020-10-13,dado sonoridad corresponde efectos adversos unica vacuna probando colombia
12753,7187,Don Benjamín,@SeorJos1,2020-10-13,colombia rechazo vacuna rusa sputnik v temas ideologicos acepto aplaudio vacuna d johnson johnson iba pagar millones dolares hoy johnson johnson anuncia q vacuna dio fallas complicaciones suspendio ahi dejo
12754,7188,Don Benjamín,@SeorJos1,2020-10-13,colombia rechazo vacuna rusa sputnik v temas ideologicos acepto aplaudio vacuna d johnson johnson iba pagar millones dolares hoy johnson johnson anuncia q vacuna fase 3 dio fallas complicaciones ahi dejo
12755,7189,Rosalba Garcia,@Rosalba63143375,2020-10-13,suspenden pruebas vacuna jj esperanzas colombia superar pandemia quedan limbo cuenta narcogobierno arrodillado politicas norteamericanas vacunas rusas chinas cubana siguen sorprendiendo dando esperanza
12756,7190,Movimiento Libertad,@ml_defensadh,2020-10-13,vacuna covid deberia ser aplicada presos colombia dado peligro hacinamientosi 0 0 0 votos resultados finales
12757,7191,Pali Hernandez,@Palohernandez,2020-10-13,ultima vez di vacuna viajar colombia amigas ahora operarme vista vejez gente
12758,7192,Zamu-EL SUCIO,@ZamueLicious,2020-10-13,cuba saco propia vacuna covi19 cuba izquierdozos sucios diran bestias fanaticas genocida uberrimo aqui colombia capitalistas powerhouse latinoamerica trabajando vih diabetes
12759,7193,Alicer Martinez,@AlicerMartinez,2020-10-13,johnson johnson frena mundialmente ensayo d vacuna covid incluye pruebas q realizan colombia laboratorio janssen d propiedad aseguro q identifico 1 enfermedad inexplicable 1 d voluntarios
12760,7194,José Rangel,@joserangel4,2020-10-13,gobierno sale bien jhonson jhonson impulsora vacuna colombia hoy retira ensayos fallas pruebas humanas vacuna rusa va
12761,7195,YoNoSeFilosofar,@ColBolivariana,2020-10-13,entonces vacuna jhonson jhonson trajo gobierno inepto ivan duque colombia suspendida genero enfermedad inexplicable participante pruebas platica perdio
12762,7196,Johanna Ramírez Gil.,@JohannaRami,2020-10-13,johnson johnson suspendio ensayos vacuna participantes inicio pruebas semana colombia sufrio enfermedad inexplicable
12763,7197,Juan Carlos Torres,@JuanCar29935646,2020-10-13,johnson johnson suspende prueba vacuna colombia sabe q atacar primero si uribismo
12764,7198,Juan Fraile,@JuanFraile,2020-10-13,llegara primero vacuna covid titulo millonarios sabia uribe tan futbolero pendientes colombia queremos ir qatar 2022
