,Unnamed: 0,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
1102,1102,Manuela Valencia,@didirutados90,2021-02-17,Yo sí estoy muy feliz por el inicio de la vacunación. #YoMeVacuno,1
1103,1103,Juan Manuel,@Puerrres,2021-02-17,Manda a decir Lafaurie y la Cabal que ellos no usan el #YoMeVacuno porque a ellos les gusta más #YoSoyVacuno,1
1104,1104,Alᷝfᷫrͬeͤdͩoⷪ O. Frͬaⷶnᷡcⷭoⷪ,@fran_alfredo,2021-02-17,"#EnAgostoNoSeVota

No gastar en papel sino en Vacunas.

#YoMeVacuno",1
1105,1105,MadammeFortysss,@macorepe,2021-02-17,"#YoMeVacuno Y Les digo la fecha #30dediciembre en la #IPS de 
@EPS_Famisanar
 por que soy del ultimo grupo de #Vacunacion y se que el retorno a la #vidasocial activa seran en #2022s y Ya las cosas NO serán como antes 
@musictrendscol
 ",1
1106,1106,Alejandra Lasso T,@aleltbd,2021-02-17,"A la 1:00 p.m., llegan a Cali las vacunas 

#YoMeVacuno",1
1107,1107,Andrea,@Juridicoandreb1,2021-02-17,Por el cuerpo médico de Colombia por mis abuelos y mis padres.  #YoMeVacuno,1
1108,1108,Albeiro Bejarano M,@albeirobejarano,2021-02-17,"Me dio covid19, no tengo comorbilidades asi que de los últimos  pero igual. #YoMeVacuno",1
1109,1109,Angela Sánchez Leal,@AngelaSanchezL,2021-02-17,"Vacunación sin corrupción 
Estaremos muy atentos para denunciar cualquier acto de corrupción que se pueda presentar durante el proceso de vacunación.

#UnidosPorLaVacuna #YoMeVacuno #ColombiaSeVacuna",1
1110,1110,Maca M.,@maca_m91,2021-02-17,"Ya vacunada en La Cisterna. Rápida atención en Gimnasio Municipal Manuel Rodríguez, sólo deben esperar 30 min después por precaución 
 @Muni_LaCisterna
 #YoMeVacuno #LaCisterna #profesores",1
1111,1111,Juan Eduardo Mendez Miranda,@jedomm,2021-02-17,"Mi madre ya se vacuno, muy contenta porque le dieron una botella de agua, un jugo y un sandwich!! 
Jajaja 
 siempre pensando en la comida! Lo bueno es que se vacuno!!! 
     #YoMeVacuno #LaVacunaEresTu",1
1112,1112,Carla Quezada,@carlaquezada,2021-02-17,"El #YoMeVacuno tiene más versiones que un proyecto de tesis. Otra muestra del gobierno y su arte de la improvisación. Si tanto insistenten en el #RetornoSeguroAClases los profes deberían ser prioridad. Impresentable que los -40 estén recién para la 1º semana de marzo 
@Mineduc",1
1113,1113,Cata,@catalaaaiiina,2021-02-17,"Claro, nos quieren hacer entrar presencial y no nos quieren vacunar en los Cesfam 
@EnriqueParis2
 @ministeriosalud
 #Profe #YoMeVacuno",1
1114,1114,Sandra Audioloquita,@spcm3,2021-02-17,"Porque quiero volver a abrazar a mi mamá, consentirla como me gusta, sin miedo.  Las vacunas salvan vidas!!!! #YoMeVacuno",1
1115,1115,𝒜𝓃𝒹𝓇é𝓈 ℛ𝓊𝒾𝓏 𝒢𝓊𝓉𝒾é𝓇𝓇ℯ𝓏,@kevinruizgut,2021-02-17,"Ahora no falta la guisa o el guiso con:
1 foto de la vacuna
2 foto con la enfermera
3 un numeral #YoMeVacuno #MeVacunoPormifamilia #Vacunarsees
4 acompañado de una frase bibilica o unq frase motivacional

RIDICULAS TODAS!!!!!",1
1116,1116,IzaBellaJR,@IZABELLAJR,2021-02-17,"#yomevacuno.... Hoy contra la influenza y neumococo, soy responsable de mi salud",1
1117,1117,Maritza,@MaritzaHoney,2021-02-17,"Si usted es de los que cree en pastillas adelgazantes, no está en la calidad moral de desconfiar de la vacuna. #YoMeVacuno #VacunateRD",1
1118,1118,1000 preguntas,@1000p_cl,2021-02-17,"¿Cuántas personas se han vacunado en Chile contra el #COVID19 ?

- Se han vacunado 2.398.006 personas
███░░░░░░░░░░░░░░░░░░░░░░ 12.3% de la población

#Covid_19 #YoMeVacuno Izkia Siches",1
1119,1119,Maria F. Gutierrez,@Mafeguar,2021-02-17,Que sea el comienzo de una luz de esperanza para lograr derrotar esta pandemia y evitar en el menor tiempo más pérdidas de vidas. #YoMeVacuno,1
1120,1120,Jesús Alberto Zapata Rincón,@JesusZapataCuc,2021-02-17,"Ver la primera persona vacunada contra la #Covid19 me generó alegría, se me aguaron los ojos al sentir esperanza y que todo volverá a la normalidad sin preocupaciones en poco tiempo.

Claro aún con los respectivos protocolos, cuidándonos. #YoMeVacuno.",1
1121,1121,Nicolás Matus,@NikolaiMatus,2021-02-17,"Hola 
@MeVacuno
, el personal que trabaja en Líneas Aéreas o Transporte Terrestre o marítimo ya se puede ir a vacunar? #YoMeVacuno",1
1122,1122,William Sánchez,@willysan009,2021-02-17,"Por fin llegó la gran esperanza de vida, Dios tenga misericordia de todos, Gracias a todos los que realizaron la gestión de traer esperanza de vida #ColombiaSeVacuna #YoMeVacuno",1
1123,1123,Luis C. Serrano Santamaría,@LCSerSan,2021-02-17,#YoMeVacuno Sin mente como las Barbies.,1
1124,1124,Angela Sánchez Leal,@AngelaSanchezL,2021-02-17,"¡Otra buena noticia! 
Mañana jueves 18 de febrero comienza el cronograma de vacunación para Bogotá.

Se iniciará con el personal de salud de primera línea en 7 hospitales de la ciudad, arrancando por Hospital de Kennedy.

#UnidosPorLaVacuna #YoMeVacuno #ColombiaSeVacuna",1
1125,1125,Enrique Trujillo,@Enrique20181844,2021-02-17,Yo me vacuno contra el odio infame y destructor de la izquierda en Colombia.#YoMeVacuno,1
1126,1126,Ragna,@ChalecoRagna,2021-02-17,"Ya me vacune..ojalá sirva para el virus  comunacho 
 #yomevacuno",1
1127,1127,Soy Un Pueblo,@SoyUnPueblo2,2021-02-17,"#YoMeVacuno Contra el gobierno de Duque que resultó improvisador e ineficiente
@IvanDuque",1
1128,1128,Greg Contreras ︽✵︽,@thegreko,2021-02-17,"#YoMeVacuno pero al igual que no subiré fotos mías de llegar a estar enfermo de #COVID19, no subiré fotos del carnet de vacunación.",1
1129,1129,Nicolás Garzón l,@nicokinesis,2021-02-17,Cuando sea mi turno #YoMeVacuno sin afán y continuando con el autocuidado para que esto salga de la mejor manera.,1
1130,1130,RafaelHP,@RafaelHpre,2021-02-17,Cuando sea mi turno dire: #yomevacuno,1
1131,1131,Karen_beatrix,@kblisboa,2021-02-17,Mi mami feliz de recibir su primera dosis #YoMeVacuno,1
1132,1132,Pablo Andres Pinzon,@Pabluchooo,2021-02-17,"Pues a mi si me alegra mucho la llegada de vacunas y celebro que se empiece a vacunar el día de hoy, ... criticar por que si o por deporte, mas que una opinión personal refleja es su amargura y resentimiento con todo... nada les sirve. 
#yomevacuno",1
1133,1133,Reporte COVID-19,@ReporteCOVID19,2021-02-17,"Alcen la mano los que están listos:
#YoMeVacuno",1
1134,1134,Juan Camilo Mesa,@ElNutriDice,2021-02-17,"Emociona ver que ya iniciaron a vacunar en Colombia, al fin. Tantas cosas que han visto en el último año y por las que han pasado los profesionales de la salud y todo el equipo de apoyo que está detrás. No nos queda más sino desear que todo salga de la mejor manera.

#YoMeVacuno.",1
1135,1135,Ronny Suárez Celemín,@RonnySuarez_,2021-02-17,Es el mejor momento para decir #YoMeVacuno. ¿Y usted?,1
1136,1136,mayuperiodista.com,@mayuperiodista,2021-02-17,"#YoMeVacuno como no voy a estar feliz, #Verónica Machado, símbolo de la esperanza, juntos vamos a derrotar al #COVID19 #VacunasCOVID19  Gracias Dios, gracias 
@IvanDuque
 #MiercolesDeCeniza primera 
 en #Colombia eso es gestión para los colombianos 
 #ColombiaSeVacuna",1
1137,1137,jeiderotero,@titonjd,2021-02-17,"Con el favor de Dios hoy empieza el principio del fin de esta pesadilla 
 #YoMeVacuno",1
1138,1138,Javier Santiesteban,@santiestebanCD,2021-02-17,"Felicitaciones al Presidente 
@IvanDuque
, logró traer esperanza a nuestro territorio con las llegada y aplicación de las primeras vacunas contra el COVID 19.

Hoy es un día conmemora le

#YoMeVacuno 
@CeDemocratico",1
1139,1139,Milena Botero,@milenabotero,2021-02-17,"Estamos listos para criticar, burlarse y atacar de un lado o del otro,pero cuando hay que aplaudir las cosas buenas que pasan en nuestro país son pocos.Ojalá este nuevo capítulo sea para salvar muchas vidas y esto nos ayude a unirnos más como ciudadanos. #YoMeVacuno",1
1140,1140,Cami,@CamiArmy95,2021-02-17,"Se vacunaron mis papás, estoy tan feliz 
 #YoMeVacuno  y yo quiero puro vacunarme csm pero me falta caleta ",1
1141,1141,Sergio Gomez,@sagomezf,2021-02-17,"#YoMeVacuno contra el populismo que quiere imponer en nuestro país la izquierda con 
@petrogustavo
  y sus aliados Castrochavistas. No queremos que Colombia sea otra Cuba o la Venezuela del dictador Maduro.",1
1142,1142,Liliana Guzman,@lilianaeguzman,2021-02-17,"Hoy es un buen día para agradecer, estar feliz y vivir en fe que muchas personas tendrán la oportunidad de seguir abrazando a su gente.#YoMeVacuno",1
1143,1143,Srta. Gatalina,@srtagatalina,2021-02-17,"Impactada quedé 
, acabo de leer que están vacunando a trabajadores portuarios. Onda, corrieron a enfermos crónicos, un grupo de riesgo para vacunar a personas que quizás nisiquera tienen patologías base. ¿Por qué arruinan todo lo bueno que hacen? #YoMeVacuno #minsal",1
1144,1144,Ema Carolina,@emacarolina,2021-02-17,"Mis papas se vacunaron hoy!!! no puedo más de alegría,  una cuota de alivio y esperanza en que las cosas empiecen a mejorar!!!
 #YoMeVacuno",1
1145,1145,Meda!,@Meda18,2021-02-17,"Me pregunto si el 
@ministeriosalud
 está trabajando en algún tiempo de certificado descargable al que se pueda acceder cuando la gente se empiece a viajar nuevamente y que diga cuando tuviste el virus y qué vacuna te han puesto y cuando. #YoMeVacuno #COVID19",1
1146,1146,Benjamín Romero Neubauer,@benja_r_n,2021-02-17,Más de 11 regiones reportaron una positividad superior o igual al 10% en el reporte de casos de hoy. Preocupante #COVID19  #YoMeQuedoEnCasa #YoMeVacuno #ContigoCHV,1
1147,1147,Bibiana Ma. Guerra De Los Ríos,@BibianaMaGuerra,2021-02-17,"Emoción y esperanza al ver las imágenes de la aplicación de la primera vacuna en Colombia! 
No podemos bajar la guardia pero ya estamos en la carrera contra el Covid19!! Gracias a todos quienes hicieron posible el proceso. 
 #YoMeVacuno #Sincelejo",1
1148,1148,Trini Swinburn Correa,@triniswinburn,2021-02-17,Mamá y papá vacunados! #check #YoMeVacuno ,1
1149,1149,JOHN ELVIS VERA,@johnelvisvera,2021-02-17,"#YoMeVacuno solo esperamos  que  sea con prontitud y masivamente. Por la salud y la vida del pueblo Colombiano 
@IvanDuque
  @MinSaludCol
 @OPSOMS_Col
 @caracolarmenia1
 @CaracolRadio
 @WRadioColombia
 @Contagioradio1
 @CuartoDeHoraCol
 @NoticiasUno
 @CMILANOTICIA
 @PGN_COL
 @NOTIClASCARACOL",1
1150,1150,pingu,@pingudrama,2021-02-17,"La primera dosis de Pfizer ya corre por este cuerpo 
 #YoMeVacuno",1
1151,1151,Rafael Perdomo,@RafaelPerdomol,2021-02-17,"Soy asmático, estoy esperando el momento de que me pinchen la vacuna, ojalá sea más rápido de lo previsto. He sido infectado dos veces de COVID-19, los deliveries lo han llevado a mi casa, por lo tanto no estamos seguro en ningún lugar. #YOMEVACUNO y #TÚ? #HAZLOPORTODOS!!!",1
1152,1152,La Caqueteña,@magdatriana83,2021-02-17,"#YoMeVacuno contra los tóxicos, negativos y mala leche! ",1
1153,1153,Roberto,@RRiquelmeG,2021-02-17,"No dejaron que me vacunara por ser profesor menor de 60 años... Al ritmo que va el calendario me va a tocar a mediados de marzo... #VacunasCOVID19 #YoMeVacuno 
@DrEnriqueParis
 @sebastianpinera",1
1154,1154,Cony Zambrano,@ConyZambrano,2021-02-17,"Pregunta sería: mayores de 67 significa personas que tengan 67 años y un día o 68 años? 
 #YoMeVacuno",1
1155,1155,Fresia Vernal,@fresiavernal,2021-02-17,"Se supone que me tocaba vacunarme el 22 de febrero y estaba contando los días. Ahora me entero que el 
@ministeriosalud
  cambió el calendario y me postergó para el 1 de marzo. Por qué?  Y estoy en grupo de riesgo. No entiendo nada #YoMeVacuno",1
1156,1156,Marco Arévalo Yepes,@marobey,2021-02-17,"#YoMeVacuno Hoy es un día para creer en la ciencia, para creer en la tecnología, pero sobre todo para tener fé en Dios que la Pandemia empieza a ceder. Hoy es el día 1 de la reactivación. 
@GobCordoba_
  @orlandobenitezm",1
1157,1157,Nicolás Torres Bolívar,@Nicolas_TorresB,2021-02-17,"Hoy es un día de esperanza! 
Quizás los traspies y dificultades nos motiven a aprender y analizar sobre lo ocurrido, en especial quienes trabajamos o amamos el sector público. 
Que sea una oportunidad para soñar! #SíPodemos #YoMeVacuno",1
1158,1158,Dumar Maria deLos a.,@MariaDumar,2021-02-17,"Dios es tan Perfecto , que hoy miércoles de ceniza , comienza una nueva esperanza para nuestro país , y nuestro departamento 
#YoMeVacuno",1
1159,1159,naty,@natywentz,2021-02-17,"Ahora todos quieren ser prioridad. Respeten el calendario x la cresta!
#YoMeVacuno",1
1160,1160,Tamara,@tamiayz13,2021-02-17,"Hoy fue el turno de mi lelita 
 #YoMeVacuno",1
1161,1161,"Ale
al borde de un colapso total",@Neshyale,2021-02-17,"Los medios chilenos progres están enojados  porque el malvado gobierno de 
@sebastianpinera
 ha gestionado bien el tema de las vacunas. #YoMeVacuno #OposicionMiserableYMezquina",1
1162,1162,lavaleriacaterina,@lavaleria1981,2021-02-17,"Quiero agradecer a 
@Salud_Responde
 por la impecable y amable atención telefónica que me dieron hoy. La persona con la que hablé despejó todas mis dudas y además me transmitió tranquilidad y seguridad. Gran trabajo! #YoMeVacuno",1
1163,1163,Álvaro Rubio,@mugrequenomata,2021-02-17,"Y ahora sale la cochera a descagarla, redistribuir la vacuna y  rendirlas con jugo de naranja para poner de nuevo el Amazonas en el mapa #IvanDuque #laeradelcerdo #YoMeVacuno",1
1164,1164,Nicolás Castro,@CastroAlmeyda,2021-02-17,"Las cédulas de las personas a vacunar y con vitamina C:
1111111111
0000000000
0101010101
9999999999
1234567890
9876543210
Conozco tanto los show y montajes, qué esa vacuna no existe. #UriDuque no tiene límites en la maldad 
#VacunasCOVID19 #YoMeVacuno #VacunasCOVID19  #Colombia",1
1165,1165,Análisis Político,@Analisis_Politi,2021-02-17,"#Encuesta 
 | ¿Cree usted que el Gobierno del presidente 
@IvanDuque
 cumplirá con la meta de vacunación en el año 2021?

#YoMeVacuno #ColombiaSeVacunaSi
62,8 %
No
37,2 %
129 votos
·
Resultados finales",1
1166,1166,Che Carlitos,@_checarlitos_,2021-02-17,"Volvieron a correr el calendario #YoMeVacuno, así como vamos, derechito pal 2050 con la vacuna... Nefastos de mierda...",1
1167,1167,Chiwiloca,@elenitatquiere,2021-02-17,"Siendo un poquito como 
@contdeteresa_
. Fotógrafa oficial de la vacunación. 

#PrimeraDosis #YoMeVacuno",1
1168,1168,Mike Wu,@rojasma1,2021-02-17,#YoMeVacuno Contra los políticos que de todo quieren sacar provecho personal sobre el interés general y contra los medios que venden sus principios para lavar la imagen al mejor postor.,1
1169,1169,Leoncio,@KANTAREMA,2021-02-17,Asi que varios Alcaldes usando las #YoMeVacuno  para campañas politicas saltándose la Fila. Miserables!! Haciendo cagar un proceso que iba bien.  #SonarInformativo #FelizMiercoles #AMorirPorElColo,1
1170,1170,Alvaro Medina,@AlvaroM35944735,2021-02-17,Soy profesor menor de 40 y no aparezco en ningún calendario de vacunación como vuelvo a clases si no recibo siquiera la 1a dosis antes de marzo #YoMeVacuno,1
1171,1171,Sari Patipelada,@SaryOasis,2021-02-17,"Oigan, hablar sobre un color favorito tiene que ver con gustos y opiniones, no así la salud pública. Así que reducir el tema de la vacuna a una cuestión de opiniones, no, no va.

#YoMeVacuno",1
1172,1172,Pedro Venegas Consejero Regional Indep,@pvenegasguerra,2021-02-17,"*Hola Buen día:*
Les recuerdo el calendario Vacunación de hoy. 
*Edad 67 años*
No olvidar...
- Uso Mascarilla
- Lavado Manos
- La Distancia.
Tengan un bendecido día lleno de Fé.
#YoMeVacuno 
#minsal 
#SigamosCuidandonos ",1
1173,1173,Dra.Arevalo,@clinaliciaare,2021-02-17,"Aplícate la Vacuna sin dudarlo.
Por ti,por tu familia y por tus amigos.!!!
#YoMeVacuno #ElSalvadorSomosTodos #JuntosVamosASalirAdelante",1
1174,1174,Enfermería USJ,@enfermeriaUSJ,2021-02-17,¡¡Hoy hemos comenzado la vacunación contra la Covid para nuestros alumnos!! #unpasomas #VacunasCOVID19 #YoMeVacuno #COVID #usj,1
1175,1175,SUPERPIPE_10,@SUPERPIPE_10,2021-02-17,"17 de febrero un día que pasará a la historia de Colombia 
Se inicia el plan de Vacunación 

#YoMeVacuno 
#ColombiaSeVacuna",1
1176,1176,Robinson Vergara,@R_VERGARAH,2021-02-17,"Buenos días, #Sincelejo será tendencia hoy, después de tanta espera se empieza la vacunación en Colombia.

#VacunasCOVID19 #VacunacionEnColombia #YoMeVacuno",1
1177,1177,Miguel Pereira,@Srcaiman92,2021-02-17,"Ya tengo mi cita, el viernes, para ponerme la primera dosis contra la Covid19. Pero al final con los nervios se me ha olvidado preguntar si el fotógrafo lo ponen ellos o lo tengo que llevar yo. #YoMeVacuno",1
1178,1178,Pancho_WHO,@Pancho_Who,2021-02-17,"A los del #yomevacuno, ud el covidiota comun, rapidamente conteste Cual es el % de poblacion de Chile que ha muerto supuestamente por Coronavirus, y digo supuestamente porque no se hacen autopsias. Si lo averigua despues piense si todavia se vacunara",1
1179,1179,Antonio Alarcó,@aalarcoblog,2021-02-17,"Canarias ya tiene más vacunados que contagiados. Muy importante. Más de 40.000 vacunados.

#Covid19 #Vacuna #InmunidadDeRebaño #YoMeVacuno",1
1180,1180,Brainstorming,@BVSand,2021-02-17,Pues ya tengo el chip puesto. Reconozco que el WiFi va mejor... #YoMeVacuno,1
1181,1181,Rayo Costeño,@DAGO_COCA,2021-02-17,"Se siente tan bien ver a muchos adultos mayores recibir la vacuna contra COVID-19, sin duda un acierto de la ciencia. Y hay que decirlo también un acierto  del gobierno federal, hace falta mucho, si, pero se está avanzando. #México #YoMeVacuno #VacunasCOVID19",1
1182,1182,Dr Jiménez.,@GonsiLic,2021-02-17,#YoMeVacuno  la palabra p!andemia no se puede mencionar el Twitter lo prohibieron esa es la libre expresión.,1
1183,1183,Dra.Arevalo,@clinaliciaare,2021-02-17,"La vacuna de Astrazeneca contra el #COVID19 
* Es segura
* Se puede aplicar a adultos mayores 
* Su eficacia es del 70%

Aún después de vacunarse habrá que seguir usando cubrebocas

La vacuna es el medio para salir adelante de la pandemia.

Por mi,/familia,mis pctes.
#YoMeVacuno",1
1184,1184,Oscar Tobar Olmedo,@otobarolmedo,2021-02-17,"Después de mucho tiempo y varios problemas en nuestro país, el proceso de vacunación contra el COVID-19 le ha otorgado a los chilenos un importante motivo por el cual estar orgullosos, ¡vamos que vamos! 

#VacunasCOVID19 #YoMeVacuno",1
1185,1185,Flores del oriente,@fernanflowerss,2021-02-17,"Adelanten la fecha de vacunación para los crónicos, nosotros también somos prioridad 
@ministeriosalud
 #YoMeVacuno",1
1186,1186,Alexander Mendible,@mendible9409,2021-02-17,"Estaba revisando el cronograma de vacunación en el Meta y según eso creo que el otro año es mi turno 
 #YoMeVacuno",1
1187,1187,Francisca RoCa,@_franroca,2021-02-17,Que onda? Por qué atrasaron las comorbilidades? Que mal! #YoMeVacuno,1
1188,1188,Cybertaita,@Cybertaita,2021-02-17,"Si la Covi hubiera existido hace 10 años le hubiera dado a Luis Carlos Restrepo, Diego Palacio, Sabas Pretelt, Jorge Noguera, Maria del Pilar Hurtado, Andrés Felipe Arias y fijo hubieran muerto. No le deberían nada a la justicia. 
#COVID19 #YoMeVacuno  #UribistaSigueUribista",1
1189,1189,Lodire,@lobravoi,2021-02-17,"Oye 
@rodolfocarter
 estas haciendo un excelente trabajo en  #EspacioEsperanza #EstadioBicentenario #YoMeVacuno #Covid_19 Los Alcaldes deberían implementar algo parecido para poder tener el 30 de marzo un buen número de población vacunada",1
1190,1190,Joaquín Eguiluz,@Jeguiluz23,2021-02-17,Un reverenda lata que a los crónicos nos hayan tirado pal 8 de marzo u.u #YoMeVacuno,1
1191,1191,Matías Montero,@Matias_MM_1996,2021-02-17,"Esta pregunta creo que se aplica a muchas situaciones: ¿Por qué le tenemos tanto miedo a aquello que no conocemos? La ignorancia nos hace cobardes y recelosos. 
#YoMeVacuno",1
1192,1192,La vida es BELLA SIEMPRE,@MenteAburrida,2021-02-17,"Para mi, 
lo MÁS IMPORTANTE 
de la llegada de las vacunas 
no es que sean 
las primeras o poquitas ... 

lo imptt es 
que NO SON las últimas ...

#YoMeVacuno ",1
1193,1193,Lizette.,@LizitosDeOro,2021-02-17,"#YoMeVacuno si al menos estuviese priorizada, si al menos hubiesen traído más vacunas, si al menos este gobierno no fuera tan inepto...",1
1194,1194,Lorenzo Araujo,@lorenzoaraujo63,2021-02-17,"Todos a vacunarse por amor propio y a sus seres queridos, la vacuna para prevenir infectarse del Covid 19 es un esfuerzo de muchas personas para prevenir más muertes. #yomevacuno",1
1195,1195,AlbaniaCamacho,@AlbaniaCamacho,2021-02-17,"El COVI19 mata y la vacuna nos protege, asi o mas claro? #YoMeVacuno #VacunateRD",1
1196,1196,DJ ANGEL,@lionmax__,2021-02-17,Tengo 19 años de edad & me voy a vacunar #YoMeVacuno,1
1197,1197,India Güaricha,@IndiaGuaricha,2021-02-17,Este gobierno será capaz de asegurar la segunda dosis a quienes reciban la primera en estos días? #YoMeVacuno,1
1198,1198,viktor Contreras,@viktorclop,2021-02-17,"Ahhhhh! Ya entendí o sea que Córdoba es uno de los primeros lugares donde llego la vacuna.

No me digan que a 
@AlvaroUribeVel
 lo llaman doctor porque trabaja en el sector salud y tiene asegurada su chuzada. #YoMeVacuno #Dondeestanlasvacunas #VacunacionEnColombia #ColombiaSeVacuna",1
1199,1199,Nico,@NoTnemoMinistra,2021-02-17,"Si es prioridad vacunar a lxs profesores contra el #COVID19 para volver a clases presenciales.
Con la misma urgencia deberían vacunar a lxs estudiantes. ¿No? 
#YoMeVacuno 
???
@ValdebenitoNata
 @doctor911_cl
@izkia
 @tv_monica
 @Pa__tty",1
1200,1200,Ácido Mordaz,@acido_mordaz,2021-02-17,"Una pregunta:

Si me vacuno y no subo la foto a redes sociales:

¿La vacuna igual hace efecto?

#YoMeVacuno #VacunasCOVID19",1
1201,1201,marylin valentin #YoMeVacuno,@marylinvalenti5,2021-02-17,"376 casos nuevos #Covid_19
5010 test 7,5 % test positivos
5119 casos activos 
5 fallecidos 
80 pac CTI 
Estamos llegando a 50.000 casos totales,venimos bajando los casos nuevos,% test positivos,el índice de Harvard,aumentan los casos en el interior #porfavorvacunate #YoMeVacuno",1
1202,1202,𝒱𝒶𝓁𝑒𝓇𝒾𝒶,@valeyach,2021-02-17,"Insólito que vacunen a profesores, cuando todavía no están las condiciones para volver, antes que a los enfermos crónicos, especialmente a los que tienen patologías más severas. Nos cambian la fecha como quieren, no hay respeto. #YoMeVacuno",1
1203,1203,Karindy,@Karindy1234,2021-02-17,"Actualización de vacunación.... primer día por la noche... solo sensación de dolor en la zona del pinchazo... me tome 2 ibuprofenos.... viviré
#YoMeVacuno",1
1204,1204,Joan Moya,@joanmoya24,2021-02-17,"La mejor publicidad del #YoMeVacuno la hubiera realizado el presidente y su familia siendo los primeros en vacunarse, visto eso en la sociedad, el 40% de los que no quieren vacunarse hubiera bajado a menos de 10%. Ahora hay más dudas sobre cual vacuna se pondrá cada quien.",1
1205,1205,Junior Segura,@JuniorSeguraMD,2021-02-17,"He comprobado que centros de periodismo en Dominicana son una total basura vendida.

Presentar imágenes de personal sanitario vacunarse con ciertos gestos expresivos y causar sensación poco agradable a la población por likes o visitas es penoso.

#VacunateRD #YoMeVacuno",1
1206,1206,Sergio Gomez,@sagomezf,2021-02-17,"Para quienes critican porque si y porque no, los invito a dejar de ver el vaso medio vacío: “solo 50.000 vacunas ...”  y verlo medio lleno: Gracias a Dios ya llegaron 50.000 vacunas! Y continuarán llegando muchísimas más durante este mes y los siguientes. #YoMeVacuno",1
1207,1207,Valeria Giovanoni,@valeriagiovanon,2021-02-16,"Cinco fallecimientos por Covid19 este martes, 8 casos nuevos en Salto, 214 casos activos menos que el lunes, 5119 casos activos en todo el país
Va:poca movilidad 
D. S, 
, ventilación, higiene de 
, burbujita y 
 10 días de aislamiento.
#YoMeVacuno ",1
1208,1208,Maria Cristina Amoruso,@MariaCr88584403,2021-02-16,"Así es yo y mi esposo ya recibimos el e- mail que nos informa estar atentos al turno que próximamente recibiremos por ese medio #JuecesAlHorno
#YoMeVacuno",1
1209,1209,Dr Astronauta,@hermenncito,2021-02-16,"Ya van a empezar a vacunar a los de la 3era edad... ¿A poco ya les pusieron la segunda dosis a los médicos que vacunaron hace 2 meses? 

#Dondeestanlasvacunas 
#YoMeVacuno 
#VACUNAS",1
1210,1210,Rubén David Castillo,@DrDavidCastillo,2021-02-16,"Ya que mi presidente 
@luisabinader
 no se vacunó ""porque llegaron pocas vacunas"" seguiré su humilde accionar y no me vacunaré en este viaje. Me avisan cuando lleguen las de pfizer
 #COVID19 #Vacunas #YoMeVacuno #AstraZeneca",1
1211,1211,Andrés Monsalve - Coach,@MonsalveCoach,2021-02-16,"Oí disque #YoMeVacuno 
¿Con cuáles vacunas? ",1
1212,1212,"Angélica Noboa Pagán
♟",@AngelicaNoboaP,2021-02-16,¿Qué duele la vacuna? Gran cosa. Ya hemos ensayado bastante con la PCR. #YoMeVacuno.,1
1213,1213,Jesus Batista Suriel,@JesusBatistaSu,2021-02-16,"El presidente 
@luisabinader
 se vacunará cuando sea su turno, según el protocolo Muchos lacayos ahora quisieran que el se vacune para acabarlo con eso en las redes y decir que está abusando del poder. #YoMeVacuno",1
1214,1214,Jesus Batista Suriel,@JesusBatistaSu,2021-02-16,"Qué indignante mucha gente sin escrúpulos que quiere aprovecharse del covi-19.  Animan a la población a no vacunarse.  La verdad es que son miopes, malvados y qué bueno que no estén en el poder. Perversos y oportunistas. #YoMeVacuno",1
1215,1215,Ramón Pichardo,@ramonrppbobina,2021-02-16,"#YoMeVacuno #VacunateRD  presidente Luis Abinader 
@luisabinader
 @JosePaliza
 Por esto que hoy estan tratando de hacer con  la vacunación del covis19 en RD, es que aquí los presos tienen que estar en la cárcel 
@YeniBerenice
 . Cómo es posible que presos de confianza vendan terror.",1
1216,1216,Laureano de la Cruz,@lauredelacruz,2021-02-16,"Seamos responsables no solo vacunándonos sino también manteniendo el uso de la mascarilla, el distanciamiento social y evitando publicar falsedades en las redes sociales.

#VacunateRD #YoMeVacuno",1
1217,1217,Alejandro Garrido Iribarren,@alejandroegi,2021-02-16,#VueltaAClases y las vacunas pa los profes y asistentes de la educación jamás fue. Aquí en #SanFernando sólo vacunan a los mayores de 60 años #AulasPeligrosas #YoMeVacuno,1
1218,1218,Claudia Oliva #RenunciaPiñera,@ClaudiaOliva77,2021-02-16,"Mis dos papitos vacunados!
Que alegría!
#YoMeVacuno 
#YoMeCuido",1
1219,1219,ESTENOTICIAS26,@estenoticia26rd,2021-02-16,"Llegaron las primeras vacunas, no fue fácil, los países ricos acapararon primero dejándonos las que quisieron pero ya comenzó el proceso,  que es lo importante! #yomevacuno #VacunateRD",1
1220,1220,Lic. Patricia Angélica,@Bendecida1111,2021-02-16,"Como será la logística para uno ir a vacunarse contra el covid19?

Cc 
@luisabinader
 
#YoMeVacuno ",1
1221,1221,Rgm480,@rgm480,2021-02-16,"¿Que qué tan dispuesto estoy de vacunarme? Ya mi abuela está amenazándome. Si le robo su turno me mata (dice que me ""ajorca"" en una mata de javilla y después le pega fuego a la mata) #YoMeVacuno
@SaludPublicaRD
 @chanelsocial
 @LaCalleRD",1
