Nombre de usuario,Usuario,Fecha,Texto
María José,@AmayaMajo,2020-12-09T15:06:24.000Z,Colombia como siempre no ha ni comprado la vacuna cuando la mayoría de suramerica ya lo hizo 
Maria Alexandra M,@mariamapeche,2020-12-09T14:53:23.000Z,La vacuna a Colombia no va a llegar pronto... que la prueben primero allá en Norte global y vemos qué pasa...
News_Actualizadas,@New_Actualizada,2020-12-09T14:28:18.000Z,"La Frase:

""Arrancó la vacunación masiva en el Reino Unido, y dicha vacuna es custodiada hasta por el ejército inglés. Muestra fehaciente de que por el momento correría peligro en América Latina, y en Colombia mucho más"".

Jorge Mauricio."
Nelson Cárdenas,@cantarranasur,2020-12-09T14:22:19.000Z,La única vacuna que va a llegar sin falta y a tiempo a Colombia es la paraca.
𝕽𝖆𝖋𝖆𝖊𝖑 𝕭.𝕲,@REBEGE,2020-12-09T14:16:38.000Z,"Los lotes de las vacunas ya están vendidos y en Colombia hablando de cual vacuna ""van a elegir""."
fidelito,@Roa_dice,2020-12-09T14:10:49.000Z,"En Colombia no confían en una vacuna contra el covid, pero vaya y dígales en campañas políticas que van a bajar los impuestos y sí se lo creen."
José Luis Pérez Riquelme,@JLperzRiquelme,2020-12-09T13:37:10.000Z,Gente que se mete todo lo que sale de los culos de la gente que viene desde Colombia y le tienen miedo a una vacuna que ha pasado mil controles. #YoMeVacunaré
Gustavo Cuadros T,@GustavoCuadrosT,2020-12-09T13:08:23.000Z,"Para que anuncia el desgobierno de Colombia que la vacuna es gratis como si estuviera haciendo un favor, en todos los países es gratis."
JUAN CARLOS LIZCANO,@jcliz42,2020-12-09T12:50:44.000Z,"Cuando llegará la vacuna a Colombia?En semana santa 2021
0 %
Segundo semestre 2021
50 %
Primer semestre 2022
25 %
Con el próximo presidente
25 %
4 votos
·
Resultados finales"
Werner Torres,@Estyg76,2020-12-09T12:45:58.000Z,"Buen día, si los carros vendidos a Colombia son de mala calidad comparados los vendidos en Europa, quien nos garantiza que la vacuna covic, sea la misma suministrada en Europa #LeTengoElRemedio"
Carlos Castro,@SabaneroX,2020-12-09T12:45:03.000Z,"Dios Mio, que llegue pronto la vacuna a Colombia."
NELSON SARMIENTO,@nelsonnextbuy,2020-12-09T12:44:56.000Z,Típico de Colombia :               Llega primero la vacuna de la DIAN y luego la vacuna contra el COVID
Abegolo,@Abegolo1,2020-12-09T12:37:38.000Z,"Las únicas vacunas que son efectivas al 100% y las han aplicado por mucho tiempo en Colombia son de los siguientes laboratorios:
FARC-EP 
E. L. N. 
M-19
Esto lo pueden certificar los comerciantes, ganaderos, exsecuestrados y familiares que pagaron la vacuna y los asesinaron"
Jorge Mario Campos G,@camjorgemario,2020-12-09T12:18:33.000Z,Lo que no se entiende si ya comienza a existir inmunidad de rebaño en Colombia a cuántas se le debe aplicar la vacuna de coronavirus ?  Si la persona ya tiene la inmunidad porque ya padeció la enfermedad para que aplicar la vacuna ? Negocio de farmacéuticas ??
AJ Esmeral,@AJ53987533,2020-12-09T12:14:43.000Z,"Hay personas en Colombia que dicen que no saben si de colocarían la vacuna del Covid-19 porque no saben qué contiene ni cuáles son los efectos secundarios, pero van a la tienda y compran 2000 pesos de salchichón y no tienen idea de todo lo que lleva! #thisispolombia"
Carlos Ensuncho,@Karlosfederiko,2020-12-09T10:54:37.000Z,¿Ya empezaron a piratear la vacuna de pfizer en Colombia? Ya cayeron los incautos y los embaucadores ofreciendo la dosis milagrosa....
Luis Carlos Vélez,@lcvelez,2020-12-09T10:36:00.000Z,"#TitularesFM

- El mundo comienza a vacunarse contra el COVID-19

- La FDA dio a conocer que la vacuna de Pfizer es segura

- En el 2020, Colombia registró su menor tasa de homicidios desde 1974

Tema del día
#LoPeorDel2020Fue"
Marcela Puentes Quintero,@puentesmarcela1,2020-12-09T04:16:12.000Z,"Oigan!! La vacuna contra #COVID19 la están aplicando en Reino Unido, no en Colombia. Por si acaso: EL VIRUS NO SE HA IDO y hay que seguir cuidándonos, y de paso a los demás "
Israel Díaz,@israeldiazor,2020-12-09T04:04:29.000Z,"No hay que ser ilusos, pero esa vacuna en Colombia le sacarán la tajada. Eso de vacuna universal no existe."
Fredy Ávila,@FredyAvilaM,2020-12-09T03:58:44.000Z,"Cuándo creen que llegara la vacuna contra el covid 19 a Colombia?Primer semestre 2021
37,5 %
Finales 2021
37,5 %
En 2022
18,8 %
Umm buena pregunta
6,3 %
16 votos
·
Resultados finales"
Eme de Moyita,@marthamoyita,2020-12-09T02:48:56.000Z,"Antes de hace 14 horas, el gobierno ya ha dicho los planes para la vacuna en Colombia, como para que Vanessa de La Torre, esté alborotando avisperos de hacerle exigencias al gobierno.  Tan ella!"
"Martín
Britto",@MartinBritto19,2020-12-09T02:19:44.000Z,"¿Pa que desear que acabe el año si no sabemos cómo viene el siguiente? La vacuna salió, pero no sabemos que repercusión trae, aquí a Colombia llegará quizás cuando y quién sabe si siguen más desastres naturales. ¡Pienso que la cuestión debería ser fe, oración y buena conducta!"
JOSE GILBERTO JIMÉNEZ ÁLVAREZ.,@jgilbertoj,2020-12-09T01:22:18.000Z,"Claudia Vaca farmacoepidemiologa de la 
@UNALOficial
 dice que #Colombia no tiene ""cavas"" para almacenar la vacuna y hace como 6 meses la lameculos 
@WRadioColombia
 estuvo en ellas. Que mentirosos 
@JuanPabloCalvas
 @jsanchezcristo
 @C1Palomino
 @JohaFuentes
 @fdbedout
 @ma_camiladiaz"
Juan Pablo.,@jupacavar,2020-12-09T01:21:15.000Z,Hasta México (país distinguido por ser saco de boxeo del virus) recibirá la vacuna este año. Lo de Colombia no es más que vergonzoso.
Jacobo Solano C,@JACOBOSOLANOC,2020-12-09T01:20:13.000Z,"Colombia tiene varias preocupaciones con la vacuna, todavía no hay una negociación concreta, el tema de la Cadena de frío es complicado para nuestras regiones, además no tenemos la infraestructura y se pueden perder muchas dosis."
watson_felipe,@watson_felipeco,2020-12-09T01:18:56.000Z,"En la historia de Colombia que quedara como lo más trágico,  el M-19 o el Covid-19..? Yo creo que el primero porque para el segundo ya hay vacuna 
@petrogustavo
 @navarrowolff"
Pedro el de Tuíter,@PedroeldeTuiter,2020-12-09T00:46:16.000Z,"Se meten perico, rebajado con gasolina y mezclado con vidrio molido que vino desde Colombia en el culo de un peruano, pero les da miedo ponerse la vacuna contra el COVID. Lo"
Jairo Garcia Aguirre,@periodismojga,2020-12-09T00:11:10.000Z,Estoy por pensar que Colombia no ha cerrado negociaciones para la compra de la vacuna contra el COVID. No olvidemos los antecedentes de mentiras que registra el títere.
EL NEGRO SAMBO!!!,@Victor_mz73,2020-12-09T00:07:52.000Z,Todos los países haciendo trámites de la vacuna y en Colombia pensando en reforma tributaria! !!!
Pablo Andrés,@prendon,2020-12-09T00:06:21.000Z,"Lo bueno de que la vacuna se demore en llegar a Colombia, es que ya vamos a conocer los posibles efectos secundarios."
Jorge Mauricio 26,@NuevoVoltaire,2020-12-08T23:59:46.000Z,"Arrancó la vacunación masiva en el Reino Unido, y dicha vacuna es custodiada hasta por el ejército inglés. Muestra fehaciente de que por el momento correría peligro en América Latina, y en Colombia mucho más"
Aemon Targaryan,@Aemon3428,2020-12-08T23:30:18.000Z,"¿Sera que Cuba consigue mejor vacuna que la narco colonia de Colombia señor 
@DivisionDeAriza
 ?"
Pablo JaramilloVasco,@PabloJlloVasco,2020-12-08T23:19:52.000Z,A Colombia no ha llegado la vacuna contra el virus chino y ya la están pirateando...
Antonio Navarro,@navarrowolff,2020-12-08T22:33:09.000Z,"Apenas esté disponible la vacuna en Colombia, hay que vacunarse.
Es menos riesgoso que contagiarse, sin duda"
ernesto bravo,@ernest12192468,2020-12-08T21:59:11.000Z,"Mientras en Europa los políticos se ponen de acuerdo para el buen uso de la vacuna,acá en Colombia ya comenzaron ha joder,para ver quién tiene más popularidad,que horror,así son los políticos de 
,que tenemos.."
Anthony.,@bocachico29,2020-12-08T21:34:28.000Z,"Desconfían de la vacuna, pero díganle que Millonarios es el mejor equipo de Colombia."
Leonardo León,@ingcritica,2020-12-08T21:34:15.000Z,"La vacuna de Pfizer requiere -70°C para poder conservarse, lo cual, de plano, la hace inviable para ser distribuida en Colombia.
Siguiente..."
Joseadan,@joseadan1126,2020-12-08T21:29:12.000Z,Los picaros en Colombia no han comprado vacuna. Pero llevan 200 años vacunandonos!!!
6402,@andreMunozD,2020-12-08T21:28:35.000Z,"Medio mundo poniéndose la vacuna, Colombia hasta marzo. Que gran gestión gubernamental, aún siendo actualmente uno de los países más afectados."
Pipe,@Piger_D,2020-12-08T20:54:27.000Z,"A mi no me preocupa que con la vacuna nos metan el chip 5G.

Con los proveedores de comunicaciones tan malos que tenemos en Colombia ya me imagino a Bill Gates llamando a Claro a quejarse "
PAIS FALLIDO,@inviable28,2020-12-08T20:48:13.000Z,"Seguros que en colombia no no van a cobrar la vacuna contra el covid?
Ahora empiezan con los estratos, jaja...."
Anthony Molina,@anthony_molina,2020-12-08T20:43:31.000Z,"Reflexión 
@petrogustavo
 habla de una sexy idea, que Colombia buscará una patente libre de la vacuna del Covid en vez de salir a comprarla por los mecanismos multilaterales, nuevamente populista sexy pero con retos de ejecución. Si nos costó 20 años construir el túnel de la línea"
wilson79,@hawimonson,2020-12-08T18:07:30.000Z,"Inglaterra será el primero en reactivar su economía, pues ya empezaron a vacunar contra el covid, varios países latinos ya tienen asegurada la compra de la vacuna, Colombia no está entre ellos."
Jorge Quiroz,@jquirozsierra,2020-12-08T18:07:19.000Z,"Hoy en caracol informaron que Colombia no ha negociado vacuna, a diferencia de Chile y Peru que ya hicieron compras. Al inepto le queda grande el asunto y segundo la dilataran y será usada como herramienta en tiempo de elecciones, guardaré este tweet."
Alberto Ortiz Galind,@lbertoortiz,2020-12-08T17:48:03.000Z,"Trump firmaría hoy decreto que prioriza la vacuna de Pfizer solo para estadounidenses, en pocas palabras la vacuna de esa farmacéutica se demoraría más en llegar a Colombia, recordemos que Duque se abtuvo de votar la suspensión de las patentes de la misma en la OMC."
Pedro Luis Ramírez B,@pelurabar,2020-12-08T17:46:48.000Z,"Rusia empezó a vacunar ya hace dias, sin embargo, paracol dice que es en Inglaterra la primera vacuna, involucrarse en esa ""competencia"" no hará que Colombia tenga vacuna y no sabemos hasta cuando, por la irresponsable política de 
@IvanDuque
."
Bert,@bertgodi,2020-12-08T17:46:24.000Z,"El mundo estrena vacuna para el Covid19, y Colombia?
@IvanDuque
 esperando para usarla como slogan  de  campaña del 2022 para favorecer al que diga Uribe."
Rivas,@AndRivasC,2020-12-08T17:43:34.000Z,Hablando en serio ¿Qué se sabe de la adquisición de dosis de la vacuna en Colombia?
Andrés Páez,@andrespaez25,2020-12-08T17:38:34.000Z,"#vacuna l Ver las sonrisas de los británicos da emoción. #Navidad #VacunaCOVID19
Esperemos que la vacuna llegue pronto a Colombia. 
@vanedelatorre
 @gusgomez1701
 @camilodelgadoh
 @MonicaCirujana
 @ProfeLRodriguez
 @Ricardo_Orozv
 @portelaibague
 @MinSaludCol"
Germán Ayala-Osorio,@germanayalaosor,2020-12-08T17:35:40.000Z,"En Colombia, los que no quieren ponerse la vacuna contra el Covid19, serán remitidos al COCE del ELN."
ruben arango,@RubenSelvaYMar,2020-12-08T17:17:55.000Z,"Ya empezaron a vacunar en Inglaterra, también empiezan a vacunar en Rusia y en Colombia sacando cuentas de 150 millones de dólares que cuesta la vacuna para el 2022.  Agarrados los uribistas por las coimas?"
Ignacio M.,@nachito79,2020-12-08T17:16:46.000Z,"Si la vacuna llegara hoy a Colombia, usted se la pondría o esperaría a ver resultados?Vacuna
58,8 %
Resultados
41,2 %
34 votos
·
Resultados finales"
Edgar,@Edgar73761657,2020-12-08T17:13:23.000Z,Y de las VACUNAS QUE ?????????Colombia sin vacuna !!!!
JORGE ANDRÉS ,@Andy_Blue85,2020-12-08T17:11:10.000Z,"#Encuesta 
Ustedes se vacunarían cuando llegue la vacuna del COVID 19 a Colombia Si
69,2 %
No
30,8 %
13 votos
·
Resultados finales"
Sebastián,@SebasWords,2020-12-08T16:17:46.000Z,Cuando la vacuna llegue a Colombia los del primer mundo ya van a estar convertidos en zombies.
Juan Pablo III,@1974bogotano,2020-12-08T16:15:38.000Z,"En Colombia la primera a recibir la vacuna será 
@Amparo_Grisales"
Javier,@nenedantes,2020-12-08T15:37:30.000Z,Para los que creen que Colombia tendrá una vacuna próximamente . El Dorado no tiene cámara de congelado.
Germán A. Quimbayo R.,@gquimbayo,2020-12-08T15:06:40.000Z,"Uno quisiera estar más positivo con lo de la vacuna, pero tristemente ya se puede preveer lo complicado que será (de hecho ya es) para América Latina y Colombia. Ojalá me equivoque."
Foxtrooper,@kovalsqui,2020-12-08T14:39:41.000Z,En Colombia ponemos en duda la vacuna del Covid ... ahhh pero vaya y vea si no nos apuntamos a una pirámide
Samaritano 1103,@escorpions19571,2020-12-08T14:39:21.000Z,"En Colombia , No más pensamos en la Vacuna para la Pandemía del Covid 19; porqué no Buscan otra  Vacuna para la Pandemia, de la Corrupcion ; En  Colombia para la Clase Política."
Juan M,@hijodemimother,2020-12-08T13:57:47.000Z,"El otro año en Colombia buscando trabajo:
Profesional, 3 años de experiencia, vacuna contra el Covid 19, etc..."
★DARR★,@DIONYS_RUMBO,2020-12-08T13:25:32.000Z,Lo bueno de vivir en Colombia es que cuando quiera llegar la vacuna del covid 19 ya ha sido probada en otros países más desarrollados y sabremos los efectos secundarios 
Salus Silva,@CronopioSilva,2020-12-08T12:33:09.000Z,Que nervios! En #Colombia la vacuna llega en en el segundo semestre del 2021... Ya casi! Somos potencia mundial en respuesta ante el covid!! (Léase con sarcasmo)
Vanessa De La Torre,@vanedelatorre,2020-12-08T12:28:25.000Z,"Ya pusieron la primera vacuna en Inglaterra: a una mujer de 90 años. ¡Enhorabuena! Pronto tendremos en Colombia. Es nuestro deber exigir al Gobierno todos los días, hasta que la tengamos todos."
Dr. Christopher Robin,@Dr_DeLaRivera,2020-12-08T12:23:20.000Z,Ya tienen listas las tutelas para que les pongan la vacuna en Colombia?
JP. Correa,@JuanPCorrea,2020-12-08T11:13:58.000Z,"La estrategia de algunos países latinoamericanos (Colombia, Argentina) frente a la vacuna es limitada pero al final creo que es la mejor opción. Probar varias vacunas al mismo tiempo cuando tengan acceso a ellas."
Desvelando Oriente / Alejandro Salamanca,@Desvelandorient,2020-12-08T08:53:19.000Z,"2020 y la prensa occidental (y española) sigue pensando que solo Occidente existe e importa. Dos ejemplos esta semana:
-El ""descubrimiento"" de las pinturas de Chiribiquete en Colombia
-El ""primer ser humano"" en ponerse la vacuna del covid en el RU"
carlosaguilar204,@caguilar20,2020-12-08T03:30:34.000Z,"He visto que por eso Colombia está cómo está... Estamos sin Dios ni ley , aquí no se cumplen las reglas, los delincuentes quedan libres, la gente no utiliza un tapabocas ni evita el distanciamiento mientras la vacuna, es un país sin cultura sin educación, vamos MAL.."
Jose Guerrero C,@joseGue9098,2020-12-08T02:27:50.000Z,"La vacuna para los médicos y trabajadores de la salud?en Colombia? Con todo el tráfico de influencias q existe aquí? No seamos pendejos! Eso se va por debajo y encima de la mesa para los  gobernantes de turno, ministros y sus familias y lagartos del gobierno."
baby,@romeroandriws,2020-12-07T23:40:18.000Z,Hoy prendo una velita porque la vacuna esa llegue con el turbo aquí a Colombia
Oscar Carrillo,@Otalatita,2020-12-07T20:34:41.000Z,"Necesitamos que cuando llegue la vacuna a Colombia 
@FALCAO
 se la aplique para que dejen de creer en conspiraciones. Así como hizo Elvis con la de polio."
Castillo_Jean,@CastilloJean7,2020-12-07T18:29:28.000Z,#UK | Primeros en el mundo en aplicar vacuna contra #Covid_19 a su  población | #Colombia #Reinounido #UK 
¿A cómo las tortas?,@acomolastortas,2020-12-07T17:30:15.000Z,"-Apenas llegué a Colombia me vacunaron en el aeropuerto.
-Maravilloso. ¿Con la vacuna del covid?
-No, con los precios de las comidas y de las carreras de taxi."
Daniel,@DaNielPiJao,2020-12-07T17:10:29.000Z,"Colombia será de los último países a los que llegue la vacuna porque el gobierno uribista necesita dejar morir a tantos como sea posible.

No me cabe duda alguna, es mi íntima convicción."
Ed,@ed_bundy,2020-12-07T17:02:01.000Z," Iván Duque en su tele show 
:

- Les pregunto a los colombianos, ¿quieren que traiga la vacuna contra la Covid-19 a Colombia?

- ¡ Siiiiiiiiiiii !

- Mis aguinaldos hdp 

#DiaDeLasVelitas "
Pulzo,@pulzo,2020-12-07T16:51:48.000Z,"Rusia confirmó que los ciudadanos que reciban la vacuna Sputnik V contra el coronavirus no podrán ingerir licor durante varias semanas.
Si llega a Colombia esta vacuna,
¿usted estaría dispuesto a hacer el esfuerzo de durar más de un mes sin tomar alcohol?Obvio bobis
72,1 %
¡JAMÁS!
27,9 %
244 votos
·
Resultados finales"
Isa ✩⡱volkacier,@pulgavolkacio,2020-12-07T15:50:35.000Z,Cuando llegue la vacuna a colombia yo ya estoy 3 metro bajo tierra
Pacho,@franramirez01,2020-12-07T15:43:00.000Z,#PersonajeDelAñoEs  la corrupción tan HP.... ya pensando en el torcido con la vacuna del Covid en Colombia #joe
Jose Ricardo,@TrujilloArenas,2020-12-07T15:09:11.000Z,"-Ya llegó la vacuna a Colombia.
-¿Sí? ¿De cuál es?
-De totumo, sauco, eucalipto, miel y propóleo."
okarmesa,@Okarmesa,2020-12-07T14:38:02.000Z,Que la vacuna contra el #COVID se la ponga primero la izquierda en Colombia...Si no se mueren esas ratas de laboratorio es buena.
Luchovoltio,@luchovoltios,2020-12-07T14:08:38.000Z,#VanessaUnaVelitaPor la vacuna. Que llegue rápido a Colombia. Nos acercamos a los 40 mil muertos por el #COVID19
Paola infante,@Paolaincha,2020-12-07T14:00:49.000Z,"Condición para aplicarse y que funcione la vacuna COVID: 42 días sin licor!! 

Conclusión: En colombia la vaina no va a funcionar. "
Juan Felipe Quintanilla López,@Pipe_Kintanilla,2020-12-07T14:00:27.000Z,"Resumen del tema de la vacuna: 

Esta cerca, pero la vacunación en Colombia, distante."
Pacho,@franramirez01,2020-12-07T13:54:00.000Z,"#PersonajeDelAñoEs la corrupción tan HP... , ya pensando en el torcido con la vacuna del Covid en Colombia #joe"
Pacho,@franramirez01,2020-12-07T13:27:00.000Z,"#PersonajeDelAñoEs la corrupción tan HP, ya pensando en el torcido con la vacuna del Covid en Colombia... #joe"
Pacho,@franramirez01,2020-12-07T13:06:45.000Z,"#PersonajeDelAñoEs:  la corrupción tan HP, ya pensando en el torcido con la vacuna del Covid en Colombia... #joe"
Pacho,@franramirez01,2020-12-07T13:03:01.000Z,"#PersonajeDelAñoEs: la corrupción tan HP, ya pensando en el torcido con la vacuna del Covid en Colombia #joe"
Pacho,@franramirez01,2020-12-07T13:02:08.000Z,"#PersonajeDelAñoEs,  la corrupción tan HP, ya pensando en el torcido con la vacuna del Covid en Colombia #joe"
Pacho,@franramirez01,2020-12-07T13:00:51.000Z,"#PersonajeDelAñoEs la corrupción tan HP, ya pensando en el torcido con la vacuna del Covid en Colombia #joe"
Enrique Jiménez Blanco,@EnriqueJimnezB4,2020-12-07T12:59:37.000Z,"Colombia es uno de los últimos paises en recibir la vacuna contra el coronavirus y se dice que es en Junio del año entrante? Rusia, China, Europa ya están vacunando, México y Argentina ya van a comenzar. Porqué no compra la Spunik V de Rusia, más segura, rápido y avanzada?"
𝕸𝖆𝖝𝖎𝖒𝖎𝖑𝖎𝖆𝖓𝖔,@___maximilixno,2020-12-07T12:17:54.000Z,Ya quiero que sea marzo pa que nos pongan la vacuna a todos a ver si se reactiva toda la economía porque a Chaturbate ya no le cabe otro modelo webcam de Colombia.
camilo andres pineda,@camiloapineda,2020-12-07T11:07:06.000Z,Mientras en Londres estudian la vacuna en Colombia escuchan a pastor López 
Ay que Rico!,@LapidaSinNombre,2020-12-07T04:48:33.000Z,Les apuesto lo que sea que antes de Marzo ya encontrarán dosis de Sputnik V andando por #Colombia... Guarden este tweet y plata para comprar la vacuna...
Antonio Varela Ardila,@ArdilaLla,2020-12-07T01:34:17.000Z,"La logística que se supone se necesita para la vacuna en Colombia, es tal vez una de las razones que llevan a la Alcaldesa a afirmar que el 2021 no sería de vacunación masiva, y creo que es un reto superar los problemas de logística y financieros que conlleva. Esperemos superarlo"
Deysipo,@deysipo,2020-12-06T21:45:49.000Z,Bogotá. Colombia. Año 91-92. Los jóvenes que cursábamos  último año de Bachillerato prestábamos un servicio social obligatorio llamado “Vigía de la salud” y entre otras cosas administrábamos la vacuna contra la polio en zonas desfavorecidas. 1/3
Sand,@_Sandra_Huertas,2020-12-06T19:10:24.000Z,"Si la vacuna del Covid-19 llegara mañana a Colombia, ¿se la pondría?Si.
65,2 %
No.
34,8 %
23 votos
·
Resultados finales"
Soy Del Campo,@SoyDelCampo5,2020-12-06T17:53:21.000Z,El qué crea qué Fajardo es la cura para Colombia. Tal vez ya le aplicaron la vacuna de la estupidez por anticipado y gratuita.
Ivan Perdomo Londoño,@IvanPerdomoL,2020-12-06T17:40:01.000Z,"Señores 
@pfizer
 @MinSaludCol
 listo para recibir voluntariamente desde #Bogotá Colombia la vacuna #COVID19"
Romaviluz,@Romaviluz,2020-12-06T16:45:41.000Z,Los irresponsables del Congreso aprobaron que la farmacéutica dueña del veneno de la vacuna vendan esa porquería sin ser responsable del efecto colateral o secundario que ocasione. Colombia entera espera que sean los congresistas los primeros conejillos de indias en aplicársela.
Juan Baena,@juanbaenam,2020-12-06T13:55:50.000Z,"¿Usted se pondría la vacuna contra el Covid - 19 cuando llegue a colombia?No sabe
10,1 %
No
23 %
Si
66,9 %
148 votos
·
Resultados finales"
Hugo Araújo,@huguitoaraujo,2020-12-06T12:44:07.000Z,"Es indispensable y urgente que a Colombia llegue la vacuna, aquí somos indolentes con lo que sucede, muchos celebran y se aglomeran y otros sufriendo las inclemencias del virus."
"🅽🅴
𝕻𝖊𝖗𝖔 𝖊𝖑𝖊𝖌𝖆𝖓𝖙𝖊.",@quetallitabusca,2020-12-06T12:25:31.000Z,uno ve videos en  y Colombia la gente ya anda en la calle sin tapabocas. ¿Será que ya inventaron la vacuna? 
Joaquin Rueda,@profesorjoaco,2020-12-06T06:39:14.000Z,"#Coronavirus Por casualidad no sera esa la vacuna que le ofrecieron a Colombia? Ya el ministro dijo que se compra la vacuna si tienen las garantias y seguros que permitan vacunar con seguridad a los colombianos. MIentras tanto, en el mundo intentan todo para parar la pandemia."
Richie,@Cubillos716,2020-12-06T03:57:24.000Z,"Confirmo que si “algún día” la vacuna llega a Colombia, NO me la aplicaré, no mientras gobierne Ivan Duque, no confío en él, ni en cómo la negociaron ni adquirieron su séquito; trataré en la medida de lo posible de vacunarme en Perú si puedo viajar el año entrante. "
shorty como te va?,@pauvidu06,2020-12-06T03:51:25.000Z,"ya en Moscú están vacunando a las personas contra el covid-19, eso significa que muy pronto llegara la vacuna aquí a Colombia (o bueno, eso se espera)"
Atenea,@Buenahora22,2020-12-06T01:34:11.000Z,"Angelino. Usted forma parte de este gobierno corrupto y no se ha enterado que, ya hay muchísimos países en ""lista de espera"" para la VACUNA, MENOS COLOMBIA??? Usted en qué país vive. Aterrice y deje de hablar babosadas. LAGARTO"
Chucho Martinez,@chumarte_,2020-12-06T00:30:25.000Z,#Pasto.¿Si los laboratorios que ya empiezan a producir la vacuna son privados y les interesa el negocio será que a Colombia llegará primero a los ricos?
ronnald luqz t..,@ronnald70733147,2020-12-06T00:06:31.000Z,Putin cumplió con la vacuna y trop de tanto pelear no hizo nada como cosa raras parece un político Colombiano promete y no cumple e buenos mal que lo sacaron del poder por malo en Colombia años de mentiras y corrupción e no sacamos a nadie. Y tampoco encaramos a nadie.
Fernando Posada,@fernandoposada_,2020-12-05T22:24:24.000Z,La competencia entre potencias toma una nueva forma: la lucha por quién desarrolla una mejor vacuna y la entrega a sus ciudadanos de manera más eficaz y pronta. En Moscú empezó ya y en el Reino Unido será la semana entrante. Triste recordar que en Colombia aun falta mucho tiempo.
El Gran Cumbal,@elgrancumbal,2020-12-05T19:42:53.000Z,La única vacuna en Colombia es la del ELN #vacin #SputnikV
GUSTAVO GONZALEZ GONZALEZ,@tavo2366,2020-12-05T18:56:34.000Z,"La vacuna rusa no funciona en Colombia.
Necesita después de aplicada, 42 días no consumir alcohol.
Tampoco funcionará en Rusia."
@callynocallo345,@callynocallo345,2020-12-05T18:45:27.000Z,"Esos comunistas  son la gaver se están vacunado y se salvarán, aquí en Colombia los 70ptas de la Derecha apenas están pensando en incluirnos en el plan vacuna."
Miry,@miryromerosayas,2020-12-05T18:42:50.000Z,"Habitantes de países desarrollados: nos aplicaremos la vacuna contra el Covid 19.
Habitantes de Colombia ( no todos gracias a Dios) : no se vacune, la vacuna trae microchip para manipularnos..

¿Ven como apuntarle a la educación de un país cambia muchas cosas!?"
Henry Gonzalez Lopez,@henryrage,2020-12-05T18:17:36.000Z,Bueno y cuando es que llega la vacuna rusa a Colombia?
Celso Tete Crespo,@elsemblante,2020-12-05T18:02:39.000Z,Rusia empezó hoy a vacunar masivamente y gratis contra el Covid 19. Primer país del mundo en hacerlo. La Sputnik V tiene una efectividad del 95%. Me temo a que Venezuela tendrá primero la vacuna que Colombia.
Guillermo MM,@GuillermoMamon,2020-12-05T16:27:31.000Z,Con la vacuna en puerta ya me vi en la copa de oro 2021 Colombia-Argentina
La Abogada del Diablo,@samiapl8,2020-12-05T15:44:54.000Z,"Ustedes leen tan poquito como para decir que la vacuna no va a llegar a Colombia o es que solo quieren hacer show. 
Llegará, se va a demorar obvio, pero va llegar."
"Re
naldo Rueda",@rodrialopez,2020-12-05T13:32:02.000Z,"Para los ensayos de la vacuna anticovid en Colombia,los voluntarios debieron ser usuarios de Twitter, que cantidad de faltos de amor propio y de autoestima.... Increíble, quieranse un poquito,  que pereza de gente."
Mono,@CarlosA_Rubiano,2020-12-05T12:53:13.000Z,"Hipótesis: a todos los países del mundo va a llegar la vacuna antes que a Colombia. Es más: a Alex, Melman, Gloria y Marty en Madagascar los van a vacunar primero que a nosotros/"
Pedro Luis Ramírez B,@pelurabar,2020-12-05T09:19:27.000Z,"Rusia empieza vacunacion de su población, otro tanto harán países como Cuba y Vza., en el vecindario, Colombia rechazo vacuna rusa, voto en contra de  producción libre de la vacuna, no se sabe cuando empezará vacunacion y 
@IvanDuque
 miente todo el tiempo."
Gloria Jiménez.,@GLGAVIRIA,2020-12-05T03:35:18.000Z,Colombia no exigiremos pruebas.. Vacuna llega para el año entrante
Milton Walteros,@milton_62,2020-12-05T02:40:48.000Z,"La pregunta para esta colombia q poco y nada invierte en ciencia se debate en medio de políticos avivatos próximos en elecciones y gobernantes como la alcaldesa q invita a la aglomeración cicloruta  nocturna, cuando abra vacuna para el de a pie."
"URIBISTA
YECID",@UribistaYecid,2020-12-05T02:25:23.000Z,"Les apuesto que cuando llegue la vacuna a Colombia, sale un juez a favor de algún progre petrista que interponga una tutela por alguna razón estupida,  y no nos deja vacunar, así sea la de pfizer.. "
ANDRES PACHECO,@ANDRESPACHECO22,2020-12-05T01:09:39.000Z,"La vacuna contra el calentamiento global quien la está liderando? Vamos por el camino a la autodestrucción. Acciones concretas, no más dependencia del petróleo, Colombia debe buscar opciones económicas y focalizarse en alternativas como la cannabis medicinal y la agroindustria."
Angelino Garzón,@Angelino_Garzon,2020-12-04T23:54:11.000Z,"Colombia bajo el liderazgo del presidente Iván Duque Márquez y la colaboración de diversos sectores políticos y sociales, es un buen ejemplo a seguir y así será en los próximos meses,con la colocación voluntaria y gratuita de la vacuna  contra el coronavirus."
Dr Juan Carlos Maldonado,@drjuancarlosma1,2020-12-04T23:31:46.000Z,"Ya a finales de la semana que viene me voy a poner la vacuna y en las próximas 2 semana me toca la segunda dosis, así que si todo marcha bien voy a Colombia 
."
CAPB,@capb10,2020-12-04T23:12:16.000Z,La vacuna llegará a Colombia hasta 2022 porque se elige presidente ese año.
