Nombre de usuario,Usuario,Fecha,Texto
Gobernación de Santander,@GobdeSantander,2021-03-05T22:30:26.000Z,"Según 
@MinSaludCol
 Santander presenta 116 nuevos contagios de COVID-19 y, desafortunadamente, 12 personas fallecidas a causa del virus. En el departamento se registra un total de 91.733 casos."
Presidencia Colombia,@infopresidencia,2021-03-05T15:32:47.000Z,"Las vacunas 
 contra la COVID-19 son la manera más segura de protegernos del virus, son #SegurasyEfectivas, capaces de prevenir la enfermedad grave y el riesgo de morir. #YoMeVacuno"
Territorial de Salud de Caldas,@saluddecaldas,2021-03-05T11:51:10.000Z,"Vacunarte contra la COVID-19 es una manera segura de protegernos del virus y proteger a los demás. Cuantas más personas sean inmunizadas, menor será la probabilidad de contagiarse, enfermar gravemente o incluso morir.
 #YoMeVacuno
#PrimeroLaVacuna
@LuisCarlosGober"
Gobernación del Huila,@HuilaGob,2021-03-05T03:05:12.000Z,"86 casos de Covid19 se confirmaron hoy para el Huila

La Sala de Análisis del Riesgo para el evento Covid19 confirma 86 casos en 12 municipios:

60 casos en Neiva, 6 en Campoalegre, 4 en Palermo, 4 en Pitalito, 2 en Algeciras, 2 en Rivera, 2 en San Agustín, 2 en Tello..."
Gobernación de Córdoba,@GobCordoba_,2021-03-06T22:55:32.000Z,"- Valencia: 1
- San Carlos: 1
- Purisima: 1
- Lorica: 1
- Canalete: 1

Así mismo, lamentamos informar sobre 5 muertes con #COVID19 en el Dpto

- Montería: 2
- Sahagún: 1
- Canalete: 1
- Cereté: 1"
Alcaldía de Bogotá,@Bogota,2021-03-06T21:00:00.000Z,"Hoy rendimos homenaje a quienes nos dejaron a causa del COVID-19. Como símbolo de que su energía vital sigue con nosotros, creamos en honor a ellos el Jardín de la Esperanza, en la Secretaría de Salud, y el Bosque El Abrazo, en la reserva Thomas Van Der Hammen #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-06T19:00:00.000Z,"No ha sido fácil ver cómo familiares y amigos nos dejaron por este virus. Hoy los honramos y en su memoria nos levantamos más fuertes. 

Un año después, #BogotáRenace. Hoy, cuidándonos y con el avance progresivo de la vacunación, seguimos saliendo adelante. #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-06T18:30:00.000Z,"Son miles los pacientes que se han recuperado de COVID-19 en los hospitales públicos de Bogotá. 

Marianely Guzmán se suma a los agradecimientos por la calidad de la atención que recibió, gracias a la 
@SubRedCentroOri
 #UnAñoSalvandoVidas"
Presidencia Colombia,@infopresidencia,2021-03-06T17:31:00.000Z,"#IngresoSolidario y #CompensaciónIVA fueron creados por el Gobierno Nacional como plan de choque para apoyar a la población más vulnerable en pandemia. #ColombiaMayor se potenció al completar el esquema de transferencias monetarias de 
@ProsperidadCol
. #JuntosFrenteAlCovid"
Canal Institucional,@InstitucionalTV,2021-03-06T16:30:00.000Z,"¿Crees que la pandemia por Covid es la peor en la historia 
? En #UnAñoDePandemia, junto a 
@SenalMemoria
, con #HistoriasDeLaContingencia, nos enseñó otras emergencias de salud que hemos enfrentado.
 Revive los episodios de la serie aqui 
 https://canalinstitucional.tv/producciones/historias-de-la-contingencia…"
Secretaría Distrital de Salud,@SectorSalud,2021-03-05T17:33:39.000Z,"Ya nos encontramos en la Clínica Palermo. Aquí, como en otras muchas instituciones, el personal de salud recibe la #DosisDeEsperanza. Evaluamos contantemente el proceso de vacunación en los diferentes puntos de vacunación en la ciudad. #BogotáSeCuida"
Secretaría de Salud de Boyacá,@SSaludBoyaca,2021-03-05T13:43:00.000Z,"#SegurasYEfectivas “El proceso de vacunación en Boyacá avanza bien, pero para poder adquirir esa inmunidad de rebaño, tenemos que vacunarnos todos, invito a los colombianos a que asistamos a la vacunación contra el virus 
 ”: Fabio Aristizábal 
@Supersalud"
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-03-05T01:45:18.000Z,"Para ver el comportamiento del COVID-19 en el departamento de #Antioquia ingresa al siguiente enlace: 
https://bit.ly/2VQmebG 

Nuevos casos: 491 
Medellín (277)
Rionegro (34)
Bello (32)
Envigado (30)
Itagüí (22)
Marinilla (13)
Caldas (13)
Guarne (8)"
Gobernación de Risaralda,@Gob_Risaralda,2021-03-05T01:26:51.000Z,"Por primera vez, luego que el Ministerio de Salud determinara los rangos de afectación de los territorios por la pandemia de Baja a No Covid, el departamento registra Baja Afectación en todos sus municipios. Además, hoy no reporta personas fallecidas durante las últimas 24 horas."
Ramiro Barragán,@RamiroBarraganA,2021-03-05T01:00:00.000Z,"Hoy, nos confirman 83 casos nuevos de covid-19 en Boyacá.

Tunja (32), Sogamoso (19), Duitama (7), Toca (4), Chiquinquirá (3), Nobsa (3), Moniquirá (2), Sativanorte (2), Tasco (2) y un caso en Belén, Jenesano, Muzo, Samacá, Soatá, Socha, Sora, Ventaquemada y Villa de Leyva."
Secretaría Distrital de Salud,@SectorSalud,2021-03-05T00:00:00.000Z,"¡Sí! Aunque ya estamos avanzando en el proceso de vacunación contra el covid-19, esto no quiere decir que debemos dejar de cuidarnos. 
¡Pilas! NO es hora de bajar la guardia. 2:15
3,5 mil reproducciones"
Alcaldía de Bogotá,@Bogota,2021-03-07T13:30:00.000Z,"Él es Christian Calderón, chileno recuperado de COVID en una UCI de la 
@SubRedNorte
. 

'Colombia y el CAPS Chapinero me dieron otra oportunidad de vida', dice en medio de lágrimas #HistoriasQueInspiran #UnAñoSalvandoVidas"
Gobernación de Cundinamarca,@CundinamarcaGob,2021-03-07T12:12:08.000Z,"#FelizDomingo
| El Gobernador 
@nicolasgarciab
 anunció que el departamento registra un 95% de aplicación de la vacuna contra el COVID-19, correspondiente a la primera fase del Plan Nacional de Vacunación. Todos los detalles en 
http://bit.ly/2OrBM4D"
Alcaldía de Bogotá,@Bogota,2021-03-07T03:18:00.000Z,"Así fue el homenaje solidario de 
@PoliciaBogota
 a quienes nos han dejado a causa del COVID-19. 

#UnAñoSalvandoVidas"
MAURICIO AGUILAR HURTADO,@MAguilarHurtado,2021-03-06T17:50:12.000Z,"En total serán 1.600 apartamentos de vivienda prioritaria, con estas iniciativas buscamos cerrar brechas de inequidad social. El COVID-19 ha dejado grandes retos y desde #SiempreSantander ¡Los vamos a superar!"
Alcaldía de Bogotá,@Bogota,2021-03-06T17:30:00.000Z,"Por ellos uno está otra vez viviendo'. Lizardo pasó por una UCI de la 
@SubRedSur
 debido a que su estado de salud empeoró por el COVID-19 

Este es su agradecimiento al equipo de médicos, enfermeras, auxiliares, camilleros y todo el personal que lo atendió #UnAñoSalvandoVidas"
Presidencia Colombia,@infopresidencia,2021-03-06T17:03:00.000Z,"En 2020 trabajamos #JuntosFrenteAlCovid al entregar, por primera vez, transferencias monetarias extraordinarias para los beneficiarios de 
@FamiliasAccion
 y 
@JovenesAccionCo
, quienes pudieron hacer frente a la pandemia al tener recursos económicos en tiempo de crisis."
Alcaldía de Bogotá,@Bogota,2021-03-06T16:45:00.000Z,"Nuestra prioridad son las mujeres y a pesar de la pandemia hemos entregado el 63% de los subsidios de vivienda a ellas, en su mayoría, madres cabeza de hogar. #UnAñoSalvandoVidas"
Gobernación de Santander,@GobdeSantander,2021-03-05T14:29:59.000Z, Las Secretarías de Salud deberán emitir un informe diario de acuerdo al avance del Plan Nacional de Vacunación contra el COVID-19.
MinSaludCol,@MinSaludCol,2021-03-05T13:17:27.000Z,"A un año de la pandemia, el ministro 
@Fruizgomez
 hizo un balance de los logros alcanzados y los retos que enfrenta el país en este momento de la pandemia.Citar Tweet
Radio Nacional CO
@RadNalCo
 · 5 mar.
#AlAire @Fruizgomez, ministro de Salud (@MinSaludCol), entrega un balance en #SeñalDeLaMañana sobre la pandemia en el país, a un año del primer caso de Covid-19 #MiAñoEnPandemiaFue 
 http://radionacional.co
Mostrar este hilo"
Gobernación de Antioquia,@GobAntioquia,2021-03-05T00:00:09.000Z,"#LaVerdadDeLaVacuna | La tecnología es una aliada estratégica en el Plan Nacional de Vacunación contra el COVID-19. 
 𝐑𝐄𝐂𝐔𝐄𝐑𝐃𝐀: Ya está habilitado el aplicativo web MiVacuna. 
 En esta plataforma podrás conocer en cuál fase serás vacunado. 
 #CuidarnosYVacunarnos"
MinSaludCol,@MinSaludCol,2021-03-04T23:41:15.000Z,"Para hacer un bloqueo epidemiológico en departamentos fronterizos con Brasil, se asignaron 40.355 vacunas. En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó cómo avanza su aplicación en Amazonas, Vaupés y Guainía."
MinSaludCol,@MinSaludCol,2021-03-04T23:35:11.000Z,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 informó que a la fecha contamos con 509.070 vacunas, que completan más del 90% de los biológicos necesarios para inmunizar al personal de la salud, y para que de aquí al domingo, termine la vacunación del personal de 1ra línea."
Presidencia Colombia,@infopresidencia,2021-03-04T23:31:57.000Z,"""Hoy se registraron 107 fallecidos por #COVID19 les expresamos nuestra solidaridad a las familias que han perdido a sus seres queridos y los acompañamos en oración. Destacar que el 62.6% de estos casos fatales el día de hoy estuvieron concentrados en 5 municipios del país"""
Canal Institucional,@InstitucionalTV,2021-03-07T16:30:00.000Z,"#UnAñoDePandemia nos obligó a cambiar nuestra vida y a cuidarnos más que nunca. Así actuó Colombia para contrarrestar los efectos negativos del covid - 19 en materia de salud, economía y la preparación para el Plan Nacional de Vacunación.
: Presidencia de la República.3:28
19 reproducciones"
Alcaldía de Bogotá,@Bogota,2021-03-07T14:00:00.000Z,"El Bosque El Abrazo es un espacio para conmemorar y valorar las vidas que hoy no están por la pandemia. No los olvidamos, los recordamos y en honor a ellos sembramos naturaleza, que crecerá, oxigenará el aire y reverdecerá la ciudad #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-06T22:00:00.000Z,"Los trabajadores de la salud le han puesto el pecho a la pandemia y, con mayor razón, avanzamos en el proceso para vincularlos con mejores condiciones laborales.

477 de ellos que eran contratistas pasaron a la planta de personal. ¡La formalización seguirá! #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-06T17:15:00.000Z,Como parte de nuestro plan para mitigar los efectos sociales de la pandemia entregamos 33.195 arriendos transitorios. #UnAñoSalvandoVidas
Alcaldía de Bogotá,@Bogota,2021-03-06T15:33:10.000Z,"#UnAñoSalvandoVidas | Hemos propuesto implementar líneas de producción de vacunas a cuatro países para empezar su proceso en Bogotá a las farmacéuticas de Sinovac, Sputnik V, Astrazeneca y Johnson & Johnson.

¡La buena noticia de hoy! "
Alcaldía de Bogotá,@Bogota,2021-03-06T15:14:53.000Z,"""Todo este esfuerzo lo hemos hecho gracias a los impuestos de los ciudadanos, que nos han permitido trabajar todo el año, empezando por la cuarentena general que lideró Bogotá y salvó miles de vidas"". Alcaldesa 
@ClaudiaLopez
 

#UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-05T21:30:00.000Z,"De acuerdo con la más reciente disposición del Gobierno Nacional, las personas que hayan tenido COVID-19 confirmado podrán ser vacunadas tres meses después de la infección #BogotáSeCuida"
Canal Institucional,@InstitucionalTV,2021-03-05T21:00:00.000Z,"Conéctate con #PrevenciónYAcción, el presidente 
@IvanDuque
 informará sobre los avances en el Plan Nacional de Vacunación y las medidas adoptadas por el Gobierno frente al covid-19.

Te esperamos a las 
 6 p.m. por Canal 
@InstitucionalTV
 "
MinSaludCol,@MinSaludCol,2021-03-05T17:27:50.000Z,"Al cumplirse un año de la llegada del coronavirus a nuestro país, presentamos un consolidado de los lineamientos, orientaciones y protocolos para enfrentar la COVID-19 en Colombia. 

Consúltalo en: http://bit.ly/ProtocolosCOVIDCo…"
OPS/OMS Colombia,@OPSOMS_Col,2021-03-05T14:22:33.000Z,"#AEstaHora realizamos taller de comunicación del riesgo dirigido a periodista de la radio comunitaria. 

En la pandemia por #COVID19 la comunicación ha sido y seguirá siendo una excelente herramienta para salvar vidas."
Presidencia Colombia,@infopresidencia,2021-03-04T23:31:55.000Z,"En #PrevenciónyAcción el Presidente 
@IvanDuque
 informó que Colombia llega de manera acumulada a lo largo de la pandemia a 11.614.196 pruebas adelantadas, 2.266.211 casos positivos y 2.164.438 recuperados. Hoy se registraron 3.883 recuperados y estamos en el 95.5% de recuperación."
Presidencia Colombia,@infopresidencia,2021-03-04T22:59:12.000Z," #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcción58:40
4,6 mil espectadores
Presidencia Colombia
@infopresidencia
 #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
Alcaldía de Bogotá,@Bogota,2021-03-07T14:30:00.000Z,"Ricardo Hernández es médico y también vivió en carne propia cómo es luchar en un hospital de Bogotá contra el COVID-19. Hoy, luego de estar recuperado, agradece y exalta a sus colegas de la salud por la atención que le brindaron #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-06T20:30:00.000Z,"El padre Antonio Morales pasó Navidad en la UCI del hospital Simón Bolívar, debido a que su estado de salud se complicó por el COVID-19. 

Hoy, en su recuperación, da las gracias al personal que lo atendió por su profesionalismo y entrega #HistoriasQueInspiran #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-06T20:00:01.000Z,"Los datos abiertos han sido una política de la 
@SectorSalud
 que fortalece la transparencia, la democracia y la participación social. En #SaluData los ciudadanos han tenido al alcance de un clic la información oficial sobre el COVID-19 y 213 indicadores más #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-06T14:42:13.000Z,"A todos los profesionales de la salud gracias por su esfuerzo y dedicación, por su incansable labor de cuidar esta gran ciudad de 8 millones de personas, ha sido todo un desafío manejar esta pandemia.

¡Gracias! 
 #UnAñoSalvandoVidas"
Presidencia Colombia,@infopresidencia,2021-03-06T13:04:00.000Z,Diseñamos el Plan Nacional de Vacunación contra el covid-19 con el propósito fundamental de salvar vidas. Lo llevaremos a cabo en 2 fases y 5 etapas priorizando a la población más vulnerable frente al virus. #ColombiaSeVacuna
Supersalud,@Supersalud,2021-03-06T13:00:00.000Z,"A un año de la llegada del #COVID19 a Colombia, la Supersalud hace un balance de las medidas y acciones que se han realizado en 14 hospitales intervenidos, ampliando la capacidad de UCI en cada uno de ellos #JuntosFrenteAlCovid"
Secretaría Distrital de Salud,@SectorSalud,2021-03-05T16:53:23.000Z,"#AEstaHora, el secretario 
@AlejandroGL2014
 continúa visitando distintos puntos de vacunación contra el covid-19. Desde la Clínica de La Mujer, aprovecha para dialogar con el personal de esta institución sobre el proceso de inmunización en Bogotá."
Gobernación de Antioquia,@GobAntioquia,2021-03-05T14:52:29.000Z,"""Muy posiblemente el lunes llegará un lote de 147.300 dosis de Sinovac para continuar avanzando con el proceso de inmunización de adultos mayores de 80 años"": 
@LuisFSuarezV
, Gobernador (e) de Antioquia, en reunión con congresistas antioqueños."
Gobernación de Antioquia,@GobAntioquia,2021-03-05T14:44:22.000Z,"""A la fecha hemos logrado una cobertura del 44.42% en la vacunación a el personal de salud de primera línea"": 
@LuisFSuarezV
, Gobernador (e) de Antioquia, en reunión con congresistas antioqueños."
MinSaludCol,@MinSaludCol,2021-03-05T13:27:04.000Z,"“El Plan Nacional de Vacunación es mucho más que aplicar vacunas. Tiene que ver con la logística, seguridad, planificación y con un desarrollo correcto del mismo” 
@Fruizgomez"
Gobernación de Antioquia,@GobAntioquia,2021-03-05T01:17:28.000Z," Llegamos a 27.888 personas vacunadas contra el COVID-19 en Antioquia. En nuestro proceso de inmunización no perdemos un segundo, sabemos que con cada dosis aplicada estamos salvando VIDAS.

Ponerle fin a la pandemia está en tus manos. Recuerda siempre #CuidarnosYVacunarnos. "
Gobernación de Santander,@GobdeSantander,2021-03-04T22:51:29.000Z,"Según 
@MinSaludCol
 Santander presenta 162 nuevos contagios de COVID-19 y, desafortunadamente, 13 personas fallecidas a causa del virus. En el departamento se registra un total de 91.617 casos."
Nemesio Roys Garzón,@NemesioRoys,2021-03-04T22:37:35.000Z,"¡LLEGARON LAS VACUNAS A LA ALTA GUAJIRA!, 38 dosis del laboratorio SINOVAC volaron en helicóptero hasta el hospital de Nazaret de manera efectiva y siguiendo todos los protocolos."
Secretaría Distrital de Salud,@SectorSalud,2021-03-07T16:22:03.000Z,"Bogotá tiene actualmente 12.211 casos activos de COVID-19. Compartimos el más reciente reporte con los contagios por localidades y más datos de interés 
.

En #SaluData encuentras toda la información oficial y actualizada sobre el coronavirus en la ciudad http://bit.ly/3dtPI5W"
Alcaldía de Bogotá,@Bogota,2021-03-07T15:00:01.000Z,"Durante la pandemia hemos tenido picos de hasta 8.700 llamadas diarias a la Línea 123. Esta cantidad de solicitudes las hemos podido atender, gracias al aumento en el talento humano para la gestión de estas llamadas #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-06T23:35:20.000Z,"Así fue el homenaje solidario de 
@PoliciaBogota
 a quienes nos han dejado a causa del COVID-19. 

#UnAñoSalvandoVidasCitar Tweet
Mayor General Oscar Antonio Gómez Heredia
@PoliciaBogota
 · 19h
#HeroeDelCuadrante |Unidos en este sentido homenaje solidario 
a lo largo y ancho de nuestra hermosa capital  #UnAñoSalvandoVidas 
@Bogota 
@MinSaludCol"
Gobernación de Santander,@GobdeSantander,2021-03-06T23:17:35.000Z,"Según 
@MinSaludCol
 Santander presenta 117 nuevos contagios de COVID-19 y, desafortunadamente, 12 personas fallecidas a causa del virus. En el departamento se registra un total de 91.850 casos."
Alcaldía de Bogotá,@Bogota,2021-03-06T19:30:00.000Z,"¡Óscar Laverde, otro valiente que le ganó la batalla al COVID-19 en el hospital El Tunal! 
Como la suya, son miles las historias de personas que pasaron por una UCI en los hospitales de la red pública y que hoy agradecen de corazón al personal de salud #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-06T17:00:00.000Z,"#BogotáRenace con un autocuidado consciente y con la vacunación. Van más de 55 mil dosis aplicadas en Bogotá, cifra que seguirá creciendo día a día conforme la disponibilidad de biológicos entregados por el Gobierno Nacional. #UnAñoSalvandoVidas"
Gobernación de Antioquia,@GobAntioquia,2021-03-04T23:29:50.000Z," OJO a los síntomas del COVID-19. 
 Consulta a tiempo, no esperes a que se agrave tu condición médica. 
 No pongas en riesgo tu VIDA ni la de los demás.
 LLAMA GRATIS, desde cualquier lugar de Antioquia, al #774 
 o al 
 409 90 00.
 Corta la cadena de contagios "
Gobernación de Cundinamarca,@CundinamarcaGob,2021-03-04T23:07:43.000Z,"#Salud
l El 
@MinSaludCol
 asignó un nuevo lote de 2.754 vacunas contra el COVID-19 para Cundinamarca como parte del proceso de vacunación al personal de la salud del departamento. Conoce todos los detalles en 
http://bit.ly/3c3PCCm"
MinSaludCol,@MinSaludCol,2021-03-04T22:05:08.000Z,"#ReporteCOVID19 4 de marzo:

3.883 recuperados
3.565 nuevos casos
107 fallecidos

Muestras:45.301 
PCR: 26.128
Antígeno: 19.173

Total:

2.164.438 recuperados
2.266.211 casos 
60.189 Fallecidos
11.614.196 muestras procesadas
34.426 casos activos

http://bit.ly/ReporteCovid19"
Secretaría Distrital de Salud,@SectorSalud,2021-03-04T21:36:07.000Z,"Avanza el proceso de vacunación contra el covid-19 en Bogotá, pero el uso adecuado de tapabocas, el lavado de manos, la ventilación de espacios cerrados y evitar reuniones con personas que no convivimos son acciones que debemos seguir teniendo presentes"
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-03-04T20:18:46.000Z,"""La mejor vacuna 
 es la que nos toque,  no importa la marca, lo único que importa es recibir la dosis: todas las vacunas que hay en el mercado son buenas"". Sigifredo Ospina 
@Medicina_UdeA"
Presidencia Colombia,@infopresidencia,2021-03-07T15:34:26.000Z,"En entrevista con 
@ELTIEMPO
, el Presidente 
@IvanDuque
 hizo un balance de las medidas implementadas por el Gobierno Nacional para mitigar el impacto social y económico de la pandemia del covid-19 en el país.‘Este 2021 esperamos una recuperación de la demanda interna’: Duque
El Presidente hizo un balance del impacto de las medidas que se tomaron por la pandemia.
eltiempo.com"
Alcaldía de Bogotá,@Bogota,2021-03-07T15:30:00.000Z,"Los pulmones no me daban, pero la asistencia médico fue fundamental para salir avante', dice Leonardo Osorio, paciente recuperado de COVID-19 en uno de los hospitales de la red pública de Bogotá 

Este es su agradecimiento para el personal de salud #UnAñoSalvandoVidas"
Gobernación de Antioquia,@GobAntioquia,2021-03-07T01:48:56.000Z," Antioquia tiene un porcentaje de ocupación de camas UCI de 70.62%
 Lamentamos el fallecimiento de 16 personas. Así la cifra total de muertes por COVID-19 en Antioquia asciende a 6.616.

Más información
https://cutt.ly/Azo2CRC"
Alcaldía de Bogotá,@Bogota,2021-03-06T23:00:02.000Z,"Juntos somos más fuertes y llegamos más lejos. Por eso, en alianza con las EPS de la ciudad, construimos una sola red articulada para la respuesta al COVID-19 a través de la Atención Médica Domiciliaria, más cerca de los ciudadanos #UnAñoSalvandoVidas"
Secretaría Distrital de Salud,@SectorSalud,2021-03-06T17:30:18.000Z,"#UnAñoSalvandoVidas La alcaldesa 
@ClaudiaLopez
, el secretario 
@AlejandroGL2014
, la directora del 
@JBotanicoBogota
, 
@MLPerdomo
, y familiares de víctimas del covid-19 sembraron plantas en el Jardín de la Esperanza, en 
@SectorSalud
, en honor a quienes nos dejaron a causa del virus"
Secretaría Distrital de Salud,@SectorSalud,2021-03-06T16:00:41.000Z,"Durante la pandemia hemos tenido picos de hasta 8.700 llamadas diarias a la Línea 123. Esta cantidad de solicitudes las hemos podido atender, gracias al aumento en el talento humano para la gestión de estas llamadas #UnAñoSalvandoVidas"
Secretaría Distrital de Salud,@SectorSalud,2021-03-05T13:32:57.000Z,"¡No lo olvides! Cuando usas el tapabocas no solo te proteges tú, también cuidas a todos los que están cerca de ti. Utiliza correctamente  #LaPrendaDeLaVida"
Alcaldía de Bogotá,@Bogota,2021-03-05T12:30:00.000Z,"¿Tienes dudas sobre los nuevos alivios económicos en Bogotá? Conoce más de los cambios en el calendario tributario y los beneficios en el pago de impuestos, pagos a cuotas, más plazos y ayudas a los empresarios que han resultado afectados por la pandemia
http://bit.ly/3qhB47n"
Gobernación de Córdoba,@GobCordoba_,2021-03-04T22:51:04.000Z,"A esta hora estamos en vivo hablando sobre mitos sobre vacunación a través de facebook liveMitos y Leyendas, Vacuna contra el Covid-19
Conversatorio
facebook.com"
Gobernación de Córdoba,@GobCordoba_,2021-03-04T22:12:35.000Z,"Así mismo lamentamos informar sobre 5 muertes con #COVID19 en el Dpto 

- Monteria: 3
- Tierralta: 1
- San Andres: 1

A los familiares y amigos de los fallecidos nuestro más sentido pésame"
Gobernación de Antioquia,@GobAntioquia,2021-03-04T20:06:15.000Z,"“La función del acompañante es muy importante en la vacunación de los adultos mayores”: Carlos Velásquez, Médico epidemiólogo 
@SaludAntioquia
, en COVID-19: Vacunación en adultos mayores, mitos y realidades. #CuidarnosYVacunarnos  
 https://fb.watch/40Y8AZqTQH/"
Gobernación del Meta,@GobMeta,2021-03-04T20:00:01.000Z,"¡La vacunación salva vidas! Todos podemos hacer pedagogía para derrumbar los mitos alrededor de la vacuna contra el #Covid_19. En estos momentos, el riesgo más grande es no aplicarse la vacuna. #YoMeVacuno"
Gobernación de Antioquia,@GobAntioquia,2021-03-04T19:52:20.000Z,"“Las personas asintomáticas no deben vacunarse”: Sigifredo Ospina, Médico microbiólogo, profesor de la 
@UdeA
, en COVID-19: Vacunación en adultos mayores, mitos y realidades. #CuidarnosYVacunarnos 
 https://fb.watch/40Y8AZqTQH/"
Alcaldía de Bogotá,@Bogota,2021-03-07T16:00:00.000Z,"Más de 32.000 pacientes han sido referenciados a camas de unidades de cuidado intensivo a lo largo de la pandemia, esto gracias a la ampliación de la capacidad UCI #UnAñoSalvandoVidas"
Secretaría Distrital de Salud,@SectorSalud,2021-03-07T14:00:00.000Z,"Los datos abiertos han sido una política de 
@SectorSalud
 que fortalece la transparencia, la democracia y la participación social. En #SaluData los ciudadanos han tenido al alcance de un clic la información oficial sobre el COVID-19 y 213 indicadores más. #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-07T02:58:00.000Z,"A un año de la pandemia del COVID-19, Bogotá cuenta con una red nueva de 84 kilómetros de bicicarriles.
Ahora con la Política Pública de la bici podremos fortalecer la calidad de los viajes y aumentar el número de biciusuarios. 
#UnAñoSalvandoVidasEl coronavirus y nuestro reencuentro con la bicicleta
En la pandemia Bogotá asumió el desafío de evolucionar para no estancarse y por ende la bicicleta pasó a ser la protagonista de la movilidad capitalina.
bogota.gov.co"
Alcaldía de Bogotá,@Bogota,2021-03-06T21:30:00.000Z,"#UnAñoSalvandoVidas 
  ¡La vida brilla en medio de las dificultades!

Alcira Garzón, adulta mayor que padeció COVID, hoy tiene otra oportunidad de vivir tras pasar por una UCI de 
@SubRedNorte
. Ella y su hija cuentan la historia y agradecen al personal de salud que la atendió"
Orlando Benítez,@orlandobenitezm,2021-03-06T20:52:02.000Z,"LORICA Ocupación UCI  TOTAL: 28 camas 
Ocupación UCI #COVID19:  18 camas instaladas, Disponibles: 14 Camas
Ocupación UCI NO COVID: 10 camas instaladas. Disponibles: 7
 CERETÉ: Ocupación UCI #COVID19 13 camas instaladas: Disponibles: 4 Camas"
Claudia López,@ClaudiaLopez,2021-03-06T14:26:15.000Z,"#EnVivo 
 | A esta hora con un acto ecuménico conmemoramos a quienes han fallecido por COVID -19 y a nuestro sector salud tras un año desde la detección del primer caso de coronavirus en Bogotá. 

#UnAñoSalvandoVidas

¡Acompáñennos!Alcaldía de Bogotá
@Bogota
#Hoy se cumple un año desde que el COVID-19 llegó al país. Hacemos un homenaje a las mujeres y hombre que nos cuidaron y a quienes nos dejaron en este año tan difícil y de grandes retos en medio de...
pscp.tv"
MinSaludCol,@MinSaludCol,2021-03-04T19:30:00.000Z,El Gobierno Nacional actualizó los protocolos de bioseguridad para el control de la pandemia. Conoce lo que cambió
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-03-04T19:19:44.000Z,"Nos vemos en un momento en #FBLive para que hablemos de mitos y realidades de la vacunación contra #COVID19 en adultos mayores. ¡Conéctense aquí! 
 https://facebook.com/267560063344640/posts/3238524906248126/…"
Bolívar Primero,@GobDeBolivar,2021-03-04T17:38:15.000Z,"Bolivarense, los grupos priorizados para recibir las vacunas contra el Covid-19 fueron seleccionados por el Ministerio de Salud por el alto riesgo que corren sus vidas si son expuestos al virus.

#YoMeVacuno
#Vacunación2021
#PlandeAcciónPorLaVida"
Gobernación de Santander,@GobdeSantander,2021-03-04T16:48:53.000Z,"#AEstaHora| El Secretario de Salud, 
@JavierAlonsoVi9
 en entrevista con 
@Caracolbga
 cuenta los detalles del proceso de distribución, logística y vacunación contra el COVID-19 en Santander. 
http://caracol.com.co/emisora/bucaramanga/…"
Orlando Benítez,@orlandobenitezm,2021-03-06T20:52:35.000Z," SAHAGÚN: Ocupación UCI TOTAL: 24 camas
Ocupación UCI #COVID19 10 camas instaladas Disponibles: 6 Camas
Ocupación UCI NO COVID: Camas instaladas: 14
Disponibles: 4 Camas"
Supersalud,@Supersalud,2021-03-06T18:12:33.000Z,#GrupoÉliteSNS visitó las #EPS Compensar y Aliansalud para verificar cómo se vienen alistando para la jornada de vacunación masiva contra el #Covid_19 I #SeguimientoALasVacunas
Presidencia Colombia,@infopresidencia,2021-03-05T23:26:59.000Z,"""Los casos activos siguen reduciéndose, hoy se ubican en 33.950, y los vacunados que tenemos con corte a las 4 de la tarde son 239.851, es decir, casi 7 veces el número de casos activos son ya los vacunados en nuestro país"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
