,Nombre de usuario,Usuario,Fecha,Texto
3040,MinSaludCol,@MinSaludCol,2021-02-06,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 se refirió a la seguridad y efectividad de las vacunas contra la COVID-19 y explicó los posibles efectos adversos que ocasionalmente podrían presentar algunas personas"
3035,MinSaludCol,@MinSaludCol,2021-02-06,"Evitar que sigan presentándose picos de contagio de COVID-19 en el país depende del compromiso de la ciudadanía, manteniendo las medidas de prevención, diciendo #SíALaVacunación y aplicándose las 2 dosis #SegurasYEfectivas en el turno que les corresponda."
3048,Presidencia Colombia,@infopresidencia,2021-02-05,"En #PrevenciónyAcción el Presidente 
@IvanDuque
 informó que de manera acumulada a lo largo de toda la pandemia, Colombia llega a 10.345.704 pruebas realizadas, el total de casos positivos acumulados es 2.135.412 y hoy Colombia supera los 2 millones de recuperados."
3045,Presidencia Colombia,@infopresidencia,2021-02-05,"""Hoy se registraron 254 fallecidos por #Covid_19, les expresamos a las familias que han perdido a sus seres queridos nuestras condolencias y nuestro sentimiento de compañía en estos momentos; destacar que el 72.5% de los casos de letalidad, están concentrados en 5 municipios"""
3047,Presidencia Colombia,@infopresidencia,2021-02-05,"""Hoy se registraron 12.177 recuperados y nos acercamos al 94% de recuperación, para ser más exactos estamos en el 93.7%. Una vez más siguen reduciéndose los casos activos, hoy son 73.045 versus el día de ayer que teníamos 75.722"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
3046,Presidencia Colombia,@infopresidencia,2021-02-05,"#PrevenciónyAcción | ""Resaltar que del total de personas agredidas por esta enfermedad, el 95.8% ha estado atendido en casa, el 1.04% en algún nivel de hospitalización y el 0.16% ha pasado por Unidad de Cuidado Intensivo"" Presidente 
@IvanDuque"
3049,MinSaludCol,@MinSaludCol,2021-02-05,"Nadie puede ceder su turno de vacunación a otra persona. Deberá respetarse la priorización establecida en las etapas y fases del Plan Nacional de Vacunación. Así lo explicaron el presidente 
@IvanDuque
 y el ministro 
@Fruizgomez
 en #PrevenciónYAcción"
3044,Presidencia Colombia,@infopresidencia,2021-02-05,"En respuesta a 
@Lucelly_PerezLucelly, nuestro reto es darle confianza a la ciudadanía para que se vacune contra el virus 
 Las vacunas que llegarán al país son #SegurasyEfectivas, y no es cierto que produzcan esterilidad, estas son el resultado de un trabajo mancomunado de miles de científicos en el mundo."
3043,Alcaldía de Bogotá,@Bogota,2021-02-05,"Nuestro gran desafío en 2021 es evitar la tercera ola de #COVID19, además mantener la estabilidad que logramos de agosto a noviembre de 2020.

Estemos #DespachAndo desde 
@FenalcoBogotaAlcaldía Mayor de Bogotá on Facebook Watch
Hoy la alcaldesa Claudia López traslada su despacho a Fenalco Bogotá para escuchar y trabajar de la mano con el gremio de los comerciantes en una...
facebook.com"
3041,Presidencia Colombia,@infopresidencia,2021-02-05," #EnVivo | Balance diario de la pandemia del covid-19 y de las medidas implementadas por el Gobierno Nacional para mitigar sus efectos en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Balance diario de la pandemia del covid-19 y de las medidas implementadas por el Gobierno Nacional para mitigar sus efectos en el país. #PrevenciónyAcción
pscp.tv"
3042,MinSaludCol,@MinSaludCol,2021-02-05,"El Plan Nacional de Vacunación requiere de roles específicos de todas las entidades del Estado, especialmente de los territorios que garantizarán el almacenamiento, la custodia y la inmunización con vacunas #SegurasYEfectivas para los colombianos"
437,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-02-04,#boletinCoronavirus . Infórmate sobre los 305 nuevos positivos de #COVID_19 en Córdoba. Hoy  se presentaron 5 deceso  por #COVID19
3052,MinSaludCol,@MinSaludCol,2021-02-04,¿Qué es y cómo funciona el consentimiento informado que deberán firmar los colombianos que reciban las vacunas #SegurasYEfectivas contra la COVID-19? La respuesta 
3051,Presidencia Colombia,@infopresidencia,2021-02-04," #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
3053,Presidencia Colombia,@infopresidencia,2021-02-04,"Evitar que sigan presentándose picos de contagio de COVID-19 en el país depende del compromiso de la ciudadanía, manteniendo las medidas de prevención, diciendo #SíALaVacunación y aplicándose las 2 dosis #SegurasYEfectivas en el turno que les corresponda."
3050,MinSaludCol,@MinSaludCol,2021-02-04,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 detalló los aspectos que territorios, EPS e IPS deberán tener en cuenta para realizar una vacunación exitosa de la población4:57
8,2 mil reproducciones"
3055,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-02-04,"En el marco del Plan Nacional de Vacunación contra #COVID19 queremos que conozcas cómo funcionará el aplicativo Mi Vacuna 
 

Más información en https://youtu.be/OtudL3qTR0w"
3054,MinSaludCol,@MinSaludCol,2021-02-04,"La seguridad de las vacunas #SegurasYEfectivas contra la COVID-19 requerirá del trabajo conjunto entre 
@mindefensa
, la Fuerza Pública y las entidades territoriales
 https://bit.ly/2MsbDCi"
3056,MinSaludCol,@MinSaludCol,2021-02-04,"""La llegada de las vacunas #SegurasYEfectivas contra la COVID-19 es una esperanza para todos. Nos da la oportunidad de retomar nuestra vida"" Lina María González, especialista en psiquiatría, epidemiología clínica y terapia cognitivo-conductual y docente de la 
@UniJaveriana"
3057,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-02-03,"Vacunarse contra la #COVID19, además de ser un acto de responsabilidad propio es también, una forma de cuidar a los demás. Mira por qué 
UNIDOSPrevenimos"
3058,Presidencia Colombia,@infopresidencia,2021-02-03,"""Hay que estar muy alerta a las noticias falsas porque son a veces más peligrosas y más contagiosas que el mismo virus, por eso la información veraz basada en la ciencia es la que prima"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
439,Gobernación del Magdalena,@MagdalenaGober,2021-02-03,"¡Magdalenenses no bajemos la guardia ni un segundo!
 Médicos, enfermeras y personal de la salud, no han dejado de luchar por salvar vidas, siempre están listos en su labor, vamos a cuidarnos nosotros para no exponer las de ellos. 

#CuidemosAQuienesNosCuidan
#COVID19"
438,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-02-03,"#boletinCoronavirus . Infórmate sobre los 202  nuevos positivos de #COVID_19 en Córdoba. Hoy  se presentaron  6 deceso  por #COVID19 
@walter_galeno
."
3059,Presidencia Colombia,@infopresidencia,2021-02-03,"""El día de hoy se adelantaron 61.183 pruebas, se registraron 10.091 casos positivos, una positividad del 16.5%, y el 67.2% de los casos de hoy estuvo concentrado en 5 municipios del país"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
442,Clara Luz Roldán González,@ClaraLuzRoldan,2021-02-02,"No podemos bajar la guardia frente a la amenaza del #Covid19. Nuestras instituciones de salud continúan en alerta roja, con una ocupación de camas UCI del 92%. Por fortuna, hemos podido garantizarle a la comunidad una atención oportuna y con calidad."
3060,MinSaludCol,@MinSaludCol,2021-02-02,"Expedimos los lineamientos técnicos y operativos para la vacunación contra la COVID-19. En #PrevenciónYAcción, el ministro explicó en qué consisten y la importancia de su conocimiento y aplicación para el desarrollo exitoso del Plan Nacional de Vacunación."
3063,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-02-02,¿Por qué el desarrollo de vacunas #SegurasYEfectivas contra la COVID-19 tardó menos de un año? Conoce la respuesta aquí 
3061,Presidencia Colombia,@infopresidencia,2021-02-02," #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
440,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-02-02,"#boletinCoronavirus . Infórmate sobre los 40 nuevos positivos de #COVID_19 en Córdoba. Hoy  se presento 1 deceso  por #COVID19 
@walter_galeno
."
441,Gobernación del Magdalena,@MagdalenaGober,2021-02-02,"#ReporteCOVID19 2021
En el Magdalena y Santa Marta el 01 de Febrero confirmamos 29.885 pacientes #Covid_19: 
 7945 Recuperados
 67 casos positivos en el día
 207 Aislados en casa
 108 hospitalizados
 8 en UCI
 1 fallecidos en el día

#ElMagdalenaSeSigueCuidando"
443,Clara Luz Roldán González,@ClaraLuzRoldan,2021-02-02,"El autocuidado para disminuir la aceleración del #Covid19, debe estar en equilibrio con las actividades productivas. Conscientes de ello, junto a los Alcaldes del Área Metropolitana, dispusimos flexibilizar el Toque de Queda, desde este miércoles, entre las 12 a.m. y 5 a.m."
3065,MinSaludCol,@MinSaludCol,2021-02-02,"Las vacunas contra la COVID-19 son #SegurasYEfectivas. NO incorporan chips de rastreo, NO cambian el ADN y NO son más peligrosas que el mismo virus. #VerdadDeLaVacunaCOVID19"
3068,MinSaludCol,@MinSaludCol,2021-02-02,"Colombia está entre los primeros 18 países que recibirán vacunas #SegurasYEfectivas contra la COVID-19 a través del mecanismo COVAX
 https://bit.ly/3cAalzQ"
3067,MinSaludCol,@MinSaludCol,2021-02-02, La distribución de vacunas #SegurasYEfectivas contra la COVID-19 será equitativa en todo el país: https://bit.ly/3tgGkL8
3069,MinSaludCol,@MinSaludCol,2021-02-02,Las vacunas contra la COVID-19 que llegarán a Colombia SÍ son #SegurasYEfectivas. No creas en cadenas de whatsapp e información falsa que busca desacreditarlas para generar pánico en la población y poner en riesgo la salud de todos. #VerdadDeLaVacunaCOVID19
3070,Presidencia Colombia,@infopresidencia,2021-02-02,"#PrevenciónyAcción | ""Después de la vacunación tenemos que seguir con el tapabocas, el distanciamiento físico, los protocolos de bioseguridad y evitando las aglomeraciones"" Presidente 
@IvanDuque"
3062,Presidencia Colombia,@infopresidencia,2021-02-02,"Colombia cuenta con un Plan Nacional de Vacunación que busca inmunizar en 2021 al menos a 35 millones de colombianos; un reto para el que el compromiso de los ciudadanos es clave, aplicándose oportunamente las 2 dosis de estas vacunas #SegurasYEfectivas, en los tiempos definidos."
3064,MinSaludCol,@MinSaludCol,2021-02-02,"El Plan Nacional de Vacunación contempla 5 etapas y 2 fases, que priorizan a la población que recibirá vacunas #SegurasYEfectivas para evitar muertes por COVID-19, reducir los contagios y superar la pandemia. Conoce en qué orden se hará la inmunización de los colombianos"
3066,Supersalud,@Supersalud,2021-02-02,"Evitar que sigan presentándose picos de contagio de COVID-19 en el país depende del compromiso de la ciudadanía, manteniendo las medidas de prevención, diciendo #SíALaVacunación y aplicándose las 2 dosis #SegurasYEfectivas en el turno que les corresponda."
3079,Presidencia Colombia,@infopresidencia,2021-02-01,"#VerdadDeLaVacunaCOVID19: 
 Aplicársela no es obligatorio.
Previene la #COVID19 en más de un 90%.
Cada persona vacunada ayuda a cortar la cadena de contagios.
#SegurasYEfectivas "
3073,MinSaludCol,@MinSaludCol,2021-02-01,Colombia cuenta con capacidad logística suficiente para recibir las vacunas #SegurasYEfectivas contra la COVID-19: https://bit.ly/2NRm7LD
3071,Supersalud,@Supersalud,2021-02-01,"#VerdadDeLaVacunaCOVID19: 
 Aplicársela no es obligatorio.
Previene la #COVID19 en más de un 90%.
Cada persona vacunada ayuda a cortar la cadena de contagios.
#SegurasYEfectivas"
3072,MinSaludCol,@MinSaludCol,2021-02-01,"Lina María González, especialista en psiquiatría, epidemiología clínica y terapia cognitivo-conductual, líder de salud y bienestar de 
@SaldarriagaConc
, te invita a hablar de COVID-19, vacunas #SegurasYEfectivas y salud mental. 
Conéctate: http://facebook.com/MinSaludCol/li…
 3 de febrero"
3076,MinSaludCol,@MinSaludCol,2021-02-01,"Las vacunas #SegurasYEfectivas contra la COVID-19 que requieran ultracongelación, serán distribuidas en zonas urbanas. Conoce por qué 
https://bit.ly/3te6PRj"
3074,Supersalud,@Supersalud,2021-02-01,"Las vacunas contra la COVID-19 son #SegurasYEfectivas. NO incorporan chips de rastreo, NO cambian el ADN y NO son más peligrosas que el mismo virus. #VerdadDeLaVacunaCOVID19"
3078,MinSaludCol,@MinSaludCol,2021-02-01,"""La meta de vacunar a 35 millones de personas representa un gran reto para el sector salud, por la logística requerida y porque será una acción voluntaria. Es importante que los ciudadanos entiendan que las vacunas son #SegurasYEfectivas"" ministro 
@Fruizgomez"
3080,MinSaludCol,@MinSaludCol,2021-02-01,"""Sabemos que cerca del 40% de la población colombiana manifiesta dudas sobre las vacunas. Esperamos que esta percepción cambie cuando inicie del Plan Nacional de Vacunación, y que los ciudadanos tengan la seguridad de que las vacunas son #SegurasYEfectivas"" 
@Fruizgomez"
3081,Supersalud,@Supersalud,2021-02-01,"Los turnos para la colocación de vacunas #SegurasYEfectivas contra la COVID-19 se podrán conocer a través de la app o de la página web ‘Mi Vacuna’. Recuerda que los adultos mayores, trabajadores de la salud y personas con comorbilidades tendrán prioridad en la primera fase."
3077,Presidencia Colombia,@infopresidencia,2021-02-01,"#SegurasyEfectivas | No te dejes engañar por los #MitosDeLaVacunaCOVID19. Como cualquier medicamento, esta vacuna no está exenta de posibles efectos secundarios o alergias, pero no representan un riesgo para la salud ni a corto ni a largo plazo."
3075,Presidencia Colombia,@infopresidencia,2021-02-01,"Las vacunas contra la COVID-19 son #SegurasyEfectivas. NO incorporan chips de rastreo, NO cambian el ADN y NO son más peligrosas que el mismo virus. #VerdadDeLaVacunaCOVID19"
3082,Presidencia Colombia,@infopresidencia,2021-01-31,"Las vacunas #SegurasyEfectivas contra la COVID-19 son la forma más eficaz de protegernos, de cuidar a los que amamos y es un acto de responsabilidad con la sociedad. #SíALaVacunación De 
MinSaludCol"
3083,MinSaludCol,@MinSaludCol,2021-01-31,"Carlos Álvarez, infectólogo, Coord. de estudios sobre COVID-19 de la 
@OPSOMS_Col
, te cuenta cuáles podrían ser los efectos adversos o síntomas de las vacunas #SegurasYEfectivas contra el coronavirus "
3086,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-30,"#AEstaHora nos reunimos con 
@epssura
 @HPTU
 y 
@MinSaludCol
 para conocer la microplaneación que dará inicio al proceso de vacunación contra la #COVID19"
3084,MinSaludCol,@MinSaludCol,2021-01-30,"¿Por qué debemos seguir practicando las medidas de prevención y el autocuidado mientras se alcanza la inmunidad de rebaño con las vacunas #SegurasYEfectivas contra la COVID-19? El médico, inmunólogo e investigador de la 
@URosario
, 
@JuanMAnayaC
 te cuenta 
 http://bit.ly/3ibOSOe"
3091,Presidencia Colombia,@infopresidencia,2021-01-30,"En #PrevenciónyAcción el Presidente 
@IvanDuque
 informó que Colombia llega, a lo largo de toda la pandemia, a la cifra de 9.972.198 pruebas realizadas, los casos positivos acumulados a lo largo de toda la pandemia son 2.077.633 y el país hoy registra 1.909.791 casos recuperados."
3089,Presidencia Colombia,@infopresidencia,2021-01-30,"El Gobierno Nacional logró finalizar negociaciones con las farmacéuticas Moderna y Sinovac, completando de esta forma las dosis necesarias para vacunar a 35 millones 250 mil colombianos contra el covid-19. #PrevenciónyAcción0:55
3,6 mil reproducciones"
3090,Presidencia Colombia,@infopresidencia,2021-01-30,"""El día de hoy se adelantaron 68.133 pruebas y se registraron 10.055 casos positivos, para un 14.8% de positividad que viene a la baja y que con nuestro autocuidado podemos seguir propiciando esta tendencia"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
3087,Supersalud,@Supersalud,2021-01-30,"Evitar que sigan presentándose picos de contagio de COVID-19 en el país depende del compromiso de la ciudadanía, manteniendo las medidas de prevención, diciendo #SíALaVacunación y aplicándose las 2 dosis #SegurasYEfectivas en el turno que les corresponda."
3085,MinSaludCol,@MinSaludCol,2021-01-30,"""El riesgo de las vacunas contra la COVID-19 es prácticamente nulo. Además, son #SegurasYEfectivas y son la forma más rápida de superar la pandemia"" 
@mwassermannl
, bioquímico y académico colombiano."
3088,MinSaludCol,@MinSaludCol,2021-01-30,"Las vacunas son #SegurasYEfectivas, capaces de enseñar al sistema inmunológico a reconocer la COVID-19 con antelación y destruirlo, si llegamos a infectarnos, antes de que le cause daño. No creas #MitosDeLasVacunasCOVID19, conoce cómo funcionan y di #SíALaVacunación"
3095,MinSaludCol,@MinSaludCol,2021-01-29,"""El 20 de febrero de 2021 comenzará la vacunación contra la COVID-19 en Colombia"" Así lo anunció el presidente 
@IvanDuque
 en #PrevenciónYAcción"
3094,MinSaludCol,@MinSaludCol,2021-01-29,"""Colombia ha adquirido 61,5 millones de vacunas contra la COVID-19 para 35,2 millones de personas. Esta cifra nos permitirá alcanzar la inmunidad de rebaño"" ministro 
@Fruizgomez
 en #PrevenciónYAcción"
3093,MinSaludCol,@MinSaludCol,2021-01-29,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó las características del portafolio de vacunas contra la COVID-19, adquiridas por Colombia, para la inmunización de su población."
3092,MinSaludCol,@MinSaludCol,2021-01-29,"Esta es la disponibilidad proyectada mensual de vacunas contra la COVID-19 que tendrá Colombia, para aplicar a 35 millones de personas durante 2021. #PrevenciónYAcción"
3104,Presidencia Colombia,@infopresidencia,2021-01-28," #EnVivo | Declaración del Presidente 
@IvanDuque
, al término de la visita a la bodega con ultracongeladores del 
@MinSaludCol
, para el almacenamiento de vacunas contra el #COVID19.Presidencia Colombia
@infopresidencia
 #EnVivo | Declaración del Presidente @IvanDuque, al término de la visita a la bodega con ultracongeladores del @MinSaludCol, para el almacenamiento de vacunas contra el #COVID19.
pscp.tv"
444,Gobernación del Magdalena,@MagdalenaGober,2021-01-28,"¡Nos estamos quedando sin personal de la salud! 

En Colombia más de 30 mil miembros de la salud se han contagiado con #COVID19, 152 han sido víctimas mortales y 696 en estado crítico. 

¡Que tú no seas el responsable de una víctima más!

#CuidemosAQuienesNosCuidan"
445,Clara Luz Roldán González,@ClaraLuzRoldan,2021-01-28,"Solicito al presidente 
@IvanDuque
 y a 
@MinSaludCol
 tener en cuenta nuestra propuesta, para que se nos suministren vacunas de dosis única, para garantizar a pobladores de veredas y zonas distantes del departamento, el acceso oportuno a la vacuna contra el #Covid19."
446,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-01-28,"#boletinCoronavirus . Infórmate sobre los 86  nuevos positivos de #COVID_19 en Córdoba. Hoy no se presentaron  deceso  por #COVID19 
@walter_galeno
."
3097,Presidencia Colombia,@infopresidencia,2021-01-28," #EnVivo | Balance diario de la pandemia del covid-19 y de las medidas implementadas por el Gobierno Nacional para mitigar sus efectos en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Balance diario de la pandemia del covid-19 y de las medidas implementadas por el Gobierno Nacional para mitigar sus efectos en el país. #PrevenciónyAcción
pscp.tv"
3107,Presidencia Colombia,@infopresidencia,2021-01-28,"#PrevenciónyAcción | ""El día de hoy se adelantaron 74.125 pruebas, se registraron 13.953 casos positivos y una positividad del 18.8%, viene también en reducción la positividad. El 58.6% de los casos registrados para el día de hoy está concentrado en cinco municipios"""
3098,MinSaludCol,@MinSaludCol,2021-01-28,"¿Qué significa que las vacunas #SegurasYEfectivas contra la COVID-19 tengan un 95% de efectividad?
La respuesta "
3106,Presidencia Colombia,@infopresidencia,2021-01-28,"""Hoy se han registrado 395 fallecidos por cuenta del #Covid_19, el 61.7% de las personas que fallecieron hoy está concentrado en 5 municipios. Les expresamos nuestra solidaridad, nuestra voz de consuelo y nuestras oraciones a las familias que han perdido a sus seres queridos"""
3103,Presidencia Colombia,@infopresidencia,2021-01-28,"En compañía del Ministro de Salud, el Presidente 
@IvanDuque
 visitó esta mañana la bodega del 
@MinSaludCol
, donde se almacenan elementos de protección personal y los ultracongeladores de almacenamiento, de cara al Plan Nacional de Vacunación frente al #COVID19."
3102,MinSaludCol,@MinSaludCol,2021-01-28,"Colombia cuenta con un Plan Nacional de Vacunación que busca inmunizar en 2021 al menos a 35 millones de colombianos; un reto para el que el compromiso de los ciudadanos es clave, aplicándose oportunamente las 2 dosis de estas vacunas #SegurasYEfectivas, en los tiempos definidos."
3101,MinSaludCol,@MinSaludCol,2021-01-28,Las vacunas contra la COVID-19 que llegarán a Colombia SÍ son #SegurasYEfectivas. No creas en cadenas de whatsapp e información falsa que busca desacreditarlas para generar pánico en la población y poner en riesgo la salud de todos. #VerdadDeLaVacunaCOVID19
3100,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-28,"#AEstaHora con el acompañamiento de 
@MinSaludCol
  recibimos asesoría técnica para avanzar en la construcción y ejecución del Plan de Vacunación contra la #COVID19 

#UNIDOSPrevenimos "
3099,MinSaludCol,@MinSaludCol,2021-01-28,"Las vacunas contra la COVID-19 adquiridas por Colombia son #SegurasYEfectivas y serán priorizadas a la población con más riesgo de enfermar gravemente y morir, así como al talento humano que enfrenta la epidemia en primera línea."
3096,MinSaludCol,@MinSaludCol,2021-01-28,"El ministro 
@Fruizgomez
 explicó en #PrevenciónYAcción cuál es la capacidad de almacenamiento de vacunas que tiene Colombia y de ultracongeladores para la conservación de biológicos como los del laboratorio Pfizer."
3105,Presidencia Colombia,@infopresidencia,2021-01-28,"#PrevenciónyAcción | ""Como medida preventiva, y por un período de 30 días mientras se hacen todas las observaciones, se restringen los vuelos de transporte de pasajeros de Colombia hacia Brasil y de Brasil hacia Colombia"" Presidente 
@IvanDuque"
3118,MinSaludCol,@MinSaludCol,2021-01-27,"¿Pacientes con enfermedades autoinmunes se podrán vacunar? En #PrevenciónYAcción, el ministro 
@Fruizgomez
 resolvió esta inquietud"
3110,Presidencia Colombia,@infopresidencia,2021-01-27,"En respuesta a 
@Liliana53960099
 @TonySamper1
 y 
@IvanDuqueLiliana, las vacunas que llegarán al país son #SegurasyEfectivas, son el resultado del trabajo mancomunado de miles de científicos en el mundo con la biotecnología más avanzada, además, han sido exitosamente testeadas y cuentan con la aprobación de las agencias reguladoras "
3115,MinSaludCol,@MinSaludCol,2021-01-27,"¿Cómo actúan las vacunas #SegurasYEfectivas contra la COVID-19 en el cuerpo humano? El nfectólogo, Coord. de estudios sobre COVID-19 de la 
@OPSOMS_Col
, Carlos Álvarez, te lo explica0:57
5,9 mil reproducciones"
3114,Gobernación del Meta,@GobMeta,2021-01-27,"#EsIrresponsable no usar tapabocas o no usarlo bien. 

Recuerda que el uso adecuado te cuida y cuida a los demás. Es un gran aliado para romper cadenas de contagio de #Covid_19."
3116,MinSaludCol,@MinSaludCol,2021-01-27,"#EnVivo | ¿Tienes dudas sobre los posibles efectos que podrían causar las vacunas #SegurasYEfectivas contra la COVID-19? Carlos Álvarez, infectólogo, Coord. de estudios sobre COVID-19 de la 
@OPSOMS_Col
, las resuelve en nuestro #FBLive: https://facebook.com/MinSaludCol/live…"
3117,MinSaludCol,@MinSaludCol,2021-01-27,"#FBLive | Carlos Álvarez, infectólogo, Coord. de estudios sobre COVID-19 de la 
@OPSOMS_Col
, te cuenta cuáles son los efectos que pueden causar las vacunas #SegurasYEfectivas contra la COVID-19. Conéctate en: http://facebook.com/MinSaludCol/li… 
 Hoy 
 10 a.m."
3119,MinSaludCol,@MinSaludCol,2021-01-27,"El ministro 
@Fruizgomez
 explicó en #PrevenciónYAcción por qué los colombianos no podrán escoger la vacuna con la cual serán inmunizados."
3121,Gobernación de Antioquia,@GobAntioquia,2021-01-27,"""Estamos trabajando con 
@MinSaludCol
 y alcaldías en la priorización de la población, identificando a los adultos mayores y al personal de salud de primera línea"": 
@lunabusa_lina
, Secretaria de 
@SaludAntioquia
 en #PrevenciónyAcción. 
 https://twitter.com/infopresidencia/status/1354202254589353985?s=21…Citar Tweet
Presidencia Colombia
@infopresidencia
 · 26 ene.
 #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcción https://pscp.tv/w/ct9EvzFyYVFaWm5XTmFRekx8MXluS09CZG9vRVh4UjFB4zLq9TYbA-J2S4jOH7587BUqCYmjoNgKQX4rXRrG…"
3112,MinSaludCol,@MinSaludCol,2021-01-27,"“Debemos seguir respetando el lavado de manos, el uso del tapabocas y la distancia física. Aunque nos inmunicemos con vacunas #SegurasYEfectivas contra la COVID-19, su efecto no será inmediato y la inmunidad de rebaño requerirá tiempo"" Carlos Álvarez, 
@OPSOMS_Col"
3111,Alcaldía de Bogotá,@Bogota,2021-01-27," Estamos listos para empezar la vacunación en #Bogotá.

Revive el primer simulacro de vacunación contra #COVID19 que se llevó a cabo el 25 de enero. Bogotá adelantó con éxito el primer simulacro de vacunación contra el COVID-19
Se evaluaron tiempos y logística, distribución y cadena de frío, atención integral a los usuarios y la ruta de atención ante reacciones alérgicas.
bogota.gov.co"
3113,MinSaludCol,@MinSaludCol,2021-01-27,"""Los ensayos clínicos realizados para la aprobación de las vacunas #SegurasYEfectivas contra la COVID-19 no incluyeron a mujeres embarazadas ni a personas menores de 16 años, por lo que la indicación es no vacunarlos"" Carlos Álvarez, 
@OPSOMS_Col
  http://bit.ly/3pnezhK"
3109,Supersalud,@Supersalud,2021-01-27,"Evitar que sigan presentándose picos de contagio de COVID-19 en el país depende del compromiso de la ciudadanía, manteniendo las medidas de prevención, diciendo #SíALaVacunación y aplicándose las 2 dosis #SegurasYEfectivas en el turno que les corresponda."
3108,MinSaludCol,@MinSaludCol,2021-01-27,"Teniendo en cuenta que este año tendremos la inmunización contra la COVID-19, decidimos anticipar el inicio de las jornadas de vacunación de niños y niñas en el país. Así lo anunció el ministro 
@Fruizgomez
 en #PrevenciónYAcción"
3120,MinSaludCol,@MinSaludCol,2021-01-27,"Esta semana iniciará la validación del proceso de alistamiento de departamentos y distritos en el país. En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó que aspectos serán evaluados"
3134,MinSaludCol,@MinSaludCol,2021-01-26,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó el proceso de adquisición de vacunas #SegurasYEfectivas contra la COVID-19, por parte del Gobierno colombiano."
3126,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-26,"Junto a los 125 municipios avanzamos en el alistamiento para plan de vacunación Covid-19 en Antioquia. No podemos bajar la guardia y debemos continuar reforzando todos protocolos de bioseguridad en los diferentes territorios. #PrevenciónyAcción 
@IvanDuque
 @MinSaludCol"
3125,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-26,"""Es muy importante que las personas actualicen sus datos personales en su EPS para  dar cumplimiento al proceso de vacunación"" 
@lunabusa_lina
 en #PrevencionyAccion"
3124,Gobernación de Antioquia,@GobAntioquia,2021-01-26,"""En la estructuración del Plan de Vacunacion Departamental trabajamos con la coordinación del 
@MinSaludCol
, las EPS, aseguradoras, alcaldes y direcciones locales de salud"": 
@lunabusa_lina
, Secretaria de 
@SaludAntioquia
 en #PrevenciónyAcción. 
 https://twitter.com/infopresidencia/status/1354202254589353985?s=21…Citar Tweet
Presidencia Colombia
@infopresidencia
 · 26 ene.
 #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcción https://pscp.tv/w/ct9EvzFyYVFaWm5XTmFRekx8MXluS09CZG9vRVh4UjFB4zLq9TYbA-J2S4jOH7587BUqCYmjoNgKQX4rXRrG…"
3123,Gobernación de Antioquia,@GobAntioquia,2021-01-26,"""Tenemos un plan muy estructurado, para la primera etapa definimos 357 puntos de vacunación"": 
@lunabusa_lina
, Secretaria de 
@SaludAntioquia
 en #PrevenciónyAcción. Citar Tweet
Presidencia Colombia
@infopresidencia
 · 26 ene.
 #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcción https://pscp.tv/w/ct9EvzFyYVFaWm5XTmFRekx8MXluS09CZG9vRVh4UjFB4zLq9TYbA-J2S4jOH7587BUqCYmjoNgKQX4rXRrG…"
