,Nombre de usuario,Usuario,Fecha,Texto,sentiment_value
1880,Alekzander El Querí.,@Lord_Survivor,2021-02-01T01:20:32.000Z,la vacuna que necesita colombia es para la ignorancia,0
1881,Diego Andrés,@DiegoA3110,2021-02-01T01:03:53.000Z,sabían que sri lanka ha aplicado 37825 dosis de la vacuna contra el covid19 en su territorio y colombia 0 graciaspresidenteduque,0
1882,Masterpuppeteer,@HerleyAleyerG,2021-02-01T00:40:20.000Z,aquí en colombia la única vacuna es la que nos ponen los grupos al margen de la ley,0
1883,Dios de pactos,@AlfonsoTulio,2021-02-01T00:24:52.000Z,me imagino la primer persona que se le ponga la vacuna en colombia será el mayor despliegue de prensa ivanduque y claudialopez estarán presentes sacando pecho por el logro obtenido ya lo verán ,0
1884,Eliobeth Pérez Pérez,@EliobethP,2021-02-01T00:23:44.000Z,es lamentable que los medios de comunicación se presten para difundir un falso positivo como es el de la vacunación en colombia dónde aún no se ha podido entrar en la lista de los países que solicitaron la vacuna,0
1885,Bertha Rodriguez,@Camiberth,2021-01-31T22:16:27.000Z,la semana que termina ha enlutado duramente a leticia amazonas se necesita que sea prioridad la vacuna en las fronteras de colombia ivanduque minsaludcol vacunasparaelamazonas,0
1886,Mario Madrid-Malo,@marioenelblog,2021-01-31T20:54:31.000Z,no vengan con el cuento patriótico de que militares y polcías deben ser los primeros en recibir la vacuna contra el covid19 si es que alguna vez llegan a colombia,0
1887,Angelazul,@gelitoazul,2021-01-31T20:51:37.000Z,sí la educación presencial es muy importante vital para algunos procesos de socialización y demás pero en un país como colombia dónde aún se tiene dudas de si compraron o no la vacuna de verdad creen que es solo abrir los colegios y ya la p pública se educación ,0
1888,U L D A R I C O,@UldaricoChilito,2021-01-31T20:08:11.000Z,la oms reconoce a colombia como un referente mundial en vacunación revisa semana ah jajajajaja debe ser que la oms no sabe que a colombia no ha llegado ni la primera vacuna mucho menos que no le pagan a los médicos y hay sobre costos en las vacunas van a morir engañados,0
1889,Carol•,@CarolStephaniaN,2021-01-31T20:00:08.000Z,teniendo en cuenta los requerimientos y especificaciones logísticas de la vacuna pfizer no estoy segura de que esta sea una opción buena para colombia ojalá si la llegan a adquirir respeten adecuadamente la temperatura y el tiempo en su proceso de distribución mantenimiento,0
1890,Alfonso196507 Cta No. 2,@elfunesto2021,2021-01-31T18:29:42.000Z,en china están vacunando por el culeteque si en colombia pa cuando ya están los mamertos pidiendo la vacuna por el culo,0
1891,Daniel Figueroa,@tocarymirar,2021-01-31T18:29:41.000Z,duque hará creer que la primera vacuna que se aplique en colombia será más importante que la llegada del hombre a la luna,0
1892,Tony Garcés,@Anthonygato16,2021-01-31T17:30:51.000Z,joda ya piratearon la vacuna del covid en colombia ,0
1893,Mr. Curry,@Jakkobeto,2021-01-31T17:24:15.000Z,parece que el mejor fiscal de la historia de colombia quiere que le pongan la vacuna de forma prioritaria será que viajar por todo el país de vacaciones lo pone por encima del personal de la salud que le ha puesto el pecho a esta pandemia,0
1894,Víctor Julio García Rodriguez,@VctorJulioGarc2,2021-01-31T17:15:43.000Z,el uribismo es el peor virus que está atacando a colombia su medio de propagación es a través de la ignorancia la vacuna contra este mal es leer e investigar y no tragar entero,0
1895,Marie Potter,@Mapaz_Rodriguez,2021-01-31T16:40:52.000Z,en colombia nos vamos a contagiar haciendo la fila para la vacuna,0
1896,Rodri,@ad_mrl,2021-01-31T15:52:49.000Z,mis compañeros de la maestría que son chinos ya han recibido la segunda dosis de la vacuna siendo gente de 20 y en colombia bueno no supe qué responder,0
1897,Maybel Sofia,@maybel65,2021-01-31T15:03:03.000Z,venezuela no entro en la iniciativa covax ya colombia y otros paises recibiran las primeras dosis de las vacunas nosotros recibiremos la vacuna rusa ya que ni maduro ni guaido han podido resolver el peloteo entre ellos,0
1898,Douglas Velasquez J,@douglasvelasqu,2021-01-31T14:43:22.000Z,así quedaron los turnos para recibir la vacuna contra el coronavirus en colombialas personas en lista de espera para un trasplante empleados de funerarias y hasta la guardia indígena quedaron en las primeras etapas del programa,0
1899,Alejandro Olave,@Alejo_Olave,2021-01-31T14:38:09.000Z,muy chévere el cronograma de vacunación covid en colombia y todo pero ya sabemos el costo de la vacuna de su transporte y distribución en el país o simplemente hizo humo y siguió derecho,1
1900,NiñaPau,@PaulinaSofiaTO,2021-01-31T14:27:59.000Z,el calendario de vacunación covid19 en colombia se iniciará el próximo 20 de febrero esta programación dependerá de varios factores por un lado la capacidad de producción y el cumplimiento en las entregas de la vacuna por parte de las empresas respectivas,0
1901,GaliusMaximus,@GaliusMaximus,2021-01-31T14:23:59.000Z,los encubridores de los terroristas del eln cubaminrex le dieron la orden a timocomunes de conseguir negocios con colombia con su supuesta vacuna milagrosa,0
1902,Darwin Flórez,@DarwinFlrez,2021-01-31T14:04:35.000Z,patarroyo demuestra una vez más el camino de la desinformación en que vive colombia un hombre que maltrata primates del amazonas probando por décadas una vacuna que la opsoms considera inactiva,0
1903,Máximo Anacrónico,@juanmatachin89,2021-01-31T14:02:19.000Z,colombia es el país con el plan de vacunacion mejor estructurado falaciasno han comprado ni una sola dosis de ninguna vacuna realidadgraciaspresidenteduque narcoparauribismo gobierna con falacias aplaudimos a los que nos matan con su ineptitud e indiferencia,0
1904,30 MILLONES DE URIBISTAS,@PezRecargado,2021-01-31T13:47:10.000Z,en argentina venezuela cuba y méxico eligieron comunistas para probar la vacuna rusa por que son más baratos que los monosen colombia están buscando petristaspesimoslosalcaldeszurdos,0
1905,Miller Cerón,@millercego,2021-01-31T13:29:31.000Z,si en colombia se vacuna a 1 millón de personas en el primer trimestre entonces a ese ritmo necesitaremos que se vacunen un poco más de 8 millones cada tres meses para alcanzar los 35 millones de lo contrario se necesitarán más de 8 años,0
1906,Srta Milena.,@Digame_M,2021-01-31T13:12:14.000Z,los colombianos preocupados por la vacuna por quienes se la quieren o no poner pero no han notado que en colombia se inflan cifras se maquillan informes y se compran elecciones así que dudoso todo el asunto de la vacuna acá,0
1907,Juan Pfizerveza,@UnaCervezaPues,2021-01-31T12:57:08.000Z,como todo en colombia la vacuna será privilegio de unos pocos,0
1908,Rolando Lozano,@RolandoLozano3,2021-01-31T12:53:11.000Z,faltando 21 días para llegada vacuna contra colombia totaliza 54000 muertes por causa covid19 menos contagios pero letalidad alta luego son tres semanas de esperanza y otras de espera para contener por lo menos el número de decesos,0
1909,Santiago Mora Restrepo,@SantiagoMoraRe1,2021-01-31T12:21:34.000Z,presidente iván duque ud debe ser el primer colombiano en vacunarse oficialmente1 lo necesitamos en buenas condiciones de salud para seguir gobernando colombia2 es un muestra de confiabilidad en la seguridad y efectividad de la vacunaadelante presidenteivanduque,0
1910,Alessandro Marchetti,@alemarchetti91,2021-01-31T07:03:51.000Z,colombia compró vacunas de básicamente todos los precios compró varios millones de dosis de la vacuna pfizer que ronda los 19 compró millones de dosis de la moderna que es la más cara y ronda los 2530 dólares compró millones de la astrazeneca que cuesta solo 3 aprox,0
1911,Emily,@EmilyDiceQue,2021-01-31T05:14:12.000Z,oigan y acá en colombia la vacuna pa cuando covid19,0
1912,FuckSistem.,@Brayanstar4,2021-01-31T03:31:48.000Z,olviden la vacuna la única salida al cov19 en colombia se llama inmunidad colectiva lastimosamente déjate miles y miles de muertosgracias gob,0
1913,Su Majestad,@ReptilSu,2021-01-31T02:39:36.000Z,en la colombia humana ya habría vacuna procesada con energías limpias de páneles solares en extracto de flores de marihuana por un indígena transexual de la minga con la supervisión ambiental del niño francisco y testeado en todes los líderes sociales especialistas en vacunas,0
1914,Miguel Rangel,@MiguelRangelso,2021-01-31T02:36:39.000Z,la estrategia covaxestudia la posibilidadde producir la vacuna para la corrupción de colombia se requiere aprobación de el congreso,0
1915,CovidiA,@elizaperezcar,2021-01-31T01:50:32.000Z,para cuándo una vacuna hecha en latinoamérica que pasó con méxico argentina colombia y otros sino nos unimos no sobrevivimos,0
1916,ChristianMoxkera,@cmoxkera,2021-01-31T01:36:34.000Z,todos atentos gustavobolivar no debería recibir la vacuna en colombia que se la entierre en cuba el eln,0
1917,Iván Darío Montoya O,@idmontoy,2021-01-31T00:31:01.000Z,sepa p1 de covid 19 está en colombia y llego a leticia amazonas desde brasil es más letal e infecciosa que la que nos afecta mientras tanto seguimos esperando que la vacuna nos la entreguen hasta el 20 de febrero cuantos colombianos más fallecidos,0
1918,Father Louis William Suga Adams the Third,@missborojo,2021-01-31T00:30:35.000Z,no ha llegado la vacuna a colombia pero a mi abuela ya le empezaron a llegar vídeos diciendo que en colombia han muerto personas que que se han vacunado,0
1919,MaríaCarolina,@MaCRodriG4,2021-01-31T00:23:21.000Z,alguien ya ha podido entrar a la aplicación mivacuna me puede contar por donde no encuentro la app ni el link en la página gracias minsaludcol colombia ivanduque fruizgomez juanlozanor vacuna plannacionaldevacunación,0
1920,Sammy Gómez,@Sammy_Gomita,2021-01-31T00:14:41.000Z,a colombia llegaría la vacuna de una sola dosis es decir del 66 de efectividad hasta para vacunarnos somos mediocres colombia está bien representada con ese presidente y lo peor es que aquí estamos haciendo nada esperando el 20 de febrero como todos unos atenidos,0
1921,Daniel Velez M,@cadavra_amor,2021-01-30T23:54:53.000Z,a este paso el profe guima no alcanza vacuna en colombia laligaxwin,0
1922,Paisahonesto,@Paisahonesto1,2021-01-30T23:38:08.000Z,ya salió la comisión de bluradioco zuletalleras nestormoralesc y los de wradiocolombia jsanchezcristo viajandopara acompañar el recurrido de la vacuna habrá transmisión en directo con entrevistas por cada país que pasen mientras en colombia habrá pancartas y concursos en,0
1923,Alfonso Rosales,@alfonso76657962,2021-01-30T22:45:44.000Z,cuatro países seleccionados de las américas seleccionados por el mecanismo covax para recibir la vacuna pfizer para trabajadores de salud de primera línea peru bolivia colombia y el salvador,0
1924,B I B I,@biflodiz123,2021-01-30T22:42:32.000Z,periodistas políticos toda la colombia humana tratando de que salga mal el tema de vacunación en el país egoísta son el covid en el país solo dan asco no me extraña ver muertos según a causa de la vacuna con ellos todo es posible para desacreditar al gobierno ojo,0
1925,Sacarronchas,@Sacarronchas1,2021-01-30T22:13:20.000Z,la mejor vacuna para acabar con elvirusdeluribismo es un voto consciente e informado no más de un esa clase política que cree que colombia es una finca retrovirus,0
1926,oscar eduardo romero alvarez,@oscared33202950,2021-01-30T22:06:28.000Z,la izquierda como petro claudia lópez y los babosos congresistas de las farcen vez de criticar x la vacuna me imagino q son los primeros en pedir q los vacunen x ellos es q este país no ha podido progresar colombia un país sin memoria,0
1927,La Casti,@lacasti772,2021-01-30T21:59:42.000Z,colombia sumida en la pobreza la desesperanza la incertidumbre sobre la vacuna del covid19 la muerte diaria de lideres sociales el desempleo dando su realce y todavía dice que juntos saldremos de esto que desgraciadepresidente,0
1928,DonMiaw,@Apuntesdelgato,2021-01-30T21:56:15.000Z,colombia es como la señora que vive en barrio rico pero esta quebrada por un lado hacemos parte de la ocde grupo de países ricos por otro lado recibimos la vacuna con ayuda de covax quien garantiza las vacunas a los países más pobres del mundo somos la patricia fernández,0
1929,David.,@DonIzquierdo_,2021-01-30T21:51:44.000Z,la vacuna contra elvirusdeluribismo somos ud y yola vacuna contra la pandemia que destruyó colombia la podemos detener en 2022 será que lo lograremosy usted ya se vacunó contra el uribismo,0
1930,BluRadio Colombia,@BluRadioCo,2021-01-30T21:24:24.000Z,hilo hoy es un día especial para los colombianos hoy podemos decir que adquirimos la totalidad de vacunas para lograr el plan nacional de vacunación de 72 países que aplicaron para tener vacuna de covax solamente 18 fueron aceptados y entre esos está colombia minsaludcol,0
1931,Gus,@guxtg,2021-01-30T19:54:39.000Z,si en colombia la narcopaz de santos sacó del clóset a los mamert0s la vacuna de los gi0baiistas está sacando a los progresistas,0
1932,Luolbe,@Luolbe2,2021-01-30T19:49:13.000Z,no creo en la fecha de la llegada de la vacuna a colombia duque es un ruin mentiroso,0
1933,Elberto peñaranda di,@ElbertoDi,2021-01-30T19:47:04.000Z,en colombia las muertes se distribuyen asícovid19policía y ejercitootros organismos estatalesparamilitaresalcaldíasgobernacionesy bien lejos se ubican guerrillas y delincuencia comuncomo va a influir en la tasa de mortalidad la vacunanos mataran o mataremos por ella,0
1934,𝓜- ➶︎ BTS PAVED THE WAY,@CocoSunset_,2021-01-30T19:31:19.000Z,si el 20 de febrero empiezan a vacunar en colombia creo que para el 2047ya puedo tener mi vacuna ,0
1935,mauricio mora,@supershadai,2021-01-30T19:22:05.000Z,como se le explica al honorable senador recien aterrizado en la colombia humanaque el periodo de inmunidad es bien diferente a la fecha de vencimiento de unmedicamentovacunabilogicoremediocomo hacemos ya no tengo mas plastilinaayudemole al epidemiologo,0
1936,𝙋𝙖𝙣 𝙑𝙡𝙖𝙣𝙙𝙙𝙞𝙩𝙤 + 𝙄𝙑𝘼,@PanVlanddito,2021-01-30T19:21:58.000Z,en eeuu en maryland 1500000 personas clasifican a la vacuna el gobierno federal solo entrega 10000 dosisdía en argentina al personal de salud le están embolatando la 2a dosis a colombia no han llegado siquiera esto es un mierdero en todas partes,0
1937,Arnulfo Betancur,@ArnulfoBetancur,2021-01-30T19:10:59.000Z,vacuna para inmunizar a colombia contra coronavirus a lo mejor llega en febrero vacuna para inmunizar contra uribismo ya empezó en bogotá medellín quintero cali santa marta y en otras ciudades aplicar otra dosis en el 2022 porque ese virus es de largo aliento y resistente,0
1938,Juan Carlos Pastrana,@jcpastrana,2021-01-30T18:46:25.000Z,de las 9 millones de personas inoculadas en colombia con vacuna janssen 66 eficacia 3 millones quedarán expuestas al virus minsaludcol,0
1939,Hector Fabio Nieto Carmona,@HectorF37994597,2021-01-30T18:10:26.000Z,ahora que llegó la vacuna esperamos que la gente de izquierda esperen hasta el 2026 y eso para ser vacunados necesitamos liberar a colombia de tanto mamerto,0
1940,Doña Cuqui,@laKuquiraspada,2021-01-30T17:57:18.000Z,no han aplicado la primera vacuna en colombia y que show tan hpta el de los noticieros entrevistando gente a la que ya está en lista de espera faltan 20 días,0
1941,Caneca®,@CanecaHumor,2021-01-30T17:53:46.000Z,la vacuna de pfizer es tan fría que en vez de inyectarla la deberían dar micheladavacunas colombia ultracongeladores pfizer pfizer,0
1942,yenny betancourt,@maranatha0816,2021-01-30T17:46:59.000Z,increible lavada d cerebro q borregos se dejan hacer d medios sistema iluminatti globalista en colombia millones de secta petrobolsa farcsantos y secta uribestias 2 caras de la misma moneda felices por vacuna se les olvida bestias q todos nos vamos a morir hoy dizq solo de covid,0
1943,ᴮᴱ𝒑𝒊𝒕𝒖⁷,@malafiro,2021-01-30T17:46:38.000Z,cómo que compraron vacunas de 50 de efectividad aparte de otras con distintos porcentajes encima no saber qué vacuna le ponen a uno significa que probablemente estas se las pongan a la población de más escasos recursos sáquenme de colombia ya,0
1944,yoligrilla,@yoligrilla,2021-01-30T17:44:36.000Z,por qué colombia no busca una alianza con cuba para poder producirla vacuna en el país,0
1945,Santiago Osorio M.,@osoriosantiago,2021-01-30T16:46:14.000Z,que desastre para colombia las discusiones tuiteras un montón de líderes analistas políticos y periodistas deseando que la vacunación salga mal qué mezquindad con un país que necesita rápido la vacuna necesitamos combatir la pandemia y a la par el odio,0
1946,Julie Reina,@julie_reina,2021-01-30T16:35:53.000Z,que no se nos quede sin revisar la situación de colombia en términos de cobertura de salud la pésima atención de las eps y la esperanza de la vacuna nos haga olvidar que este es un sistema negligente ,0
1947,John Robkes,@JohnRobkes,2021-01-30T16:33:13.000Z,vicky dávila s una mermelera vocerara de uribe y a revista a semana quie vn robar o van a tentar si no tienen i ua pncje vacuna entren ala pagina de nternet de fizer colombia no está en la ista de despacho de ,0
1948,Herbalista,@alexbernalradio,2021-01-30T16:29:49.000Z,cuba tendrá vacunada a toda su población a finales de marzo con una vacuna propia de la que está produciendo 100 millones de dosisen colombia le dan las gracias al presidente por empezar en marzocon una vacuna imaginaria,0
1949,Juan Carlos Serrano,@juankser1,2021-01-30T16:19:02.000Z,me alegra la llegada de la vacuna a colombia pero me preocupa que volvamos a bajar la guardia como en diciembre y pensemos que todo está bien con pocos vacunados,0
1950,Mauricio Suarez,@Mauridontcare,2021-01-30T16:16:00.000Z,que chiste que en colombia hay fecha de vacuna y aqui en australia que no hay casos estan probando cual es la mejor para la poblacion no hay ni fecha establecida que gonorrea puede ser que ese suenio tan lucido se cumpla parce,0
1951,Mayahuel,@iizquierdo_,2021-01-30T15:40:03.000Z,y saber que colombia no tiene la primera todavía y ya debe estar armado el cartel de la vacuna,0
1952,CreativosColombia,@CreativosColom2,2021-01-30T15:34:44.000Z,hay fecha para la vacuna que todo salga bien para colombia,0
1953,Omar Rangel,@omarmatansero,2021-01-30T15:23:12.000Z,en colombia la dictadura de duque ha sido la más sangrienta 105 masacres en los últimos 14 meses 717 líderes sociales asesinados más de 50 mil fallecidos por covid19 y el país sin una sola vacuna 140 mil empresas quebradas y aumentó 17 la pobrezaelpuebloes sabio y espra,0
1954,Elkin Cross,@elkincross,2021-01-30T14:50:58.000Z,la vacuna contra la covid 19 tenia que estar en la mente de cada ser humano ahora la vacunación masiva en colombia generará duda por cómo se manejan las cosas en este bello país,0
1955,"Eimer Villegas
Generación Z",@EimerVillegas,2021-01-30T14:47:42.000Z,porque le agradecen a duque por una vacuna que aún ni en colombia está la verdad que yo opino que hay que dejar de ser tan lambones ola nos están es dando en la cabeza y nosotros venimos y le agradecemos por algo que aún no es un echo opino hay que tenerce amor propio,0
1956,EL COLOMBIANO,@helioramor,2021-01-30T14:26:24.000Z,yovotoporpetro por que colombia necesita verdaderos cambios en el sector agricola educativo ambiental económico seguridad social y acabar la corrupción política necesitamos urgentemente la vacuna contra el covic que el titere no ha sido capas de conseguir petro presidente,0
1957,Sum Civis,@sum_civis,2021-01-30T14:25:09.000Z,entonces benedetti leyó la fecha de vencimiento y dedujo que esa era el tiempo de eficacia de la vacunacómo putas llegaron al congreso por dios tipo tan bruto esos zurditos compiten por el título al mas bruto o quebuensabado colombia,0
1958,Peter,@German_9725,2021-01-30T14:23:02.000Z,alguien tiene información de cómo ser parte del ensayo de la nueva vacuna que están probando en colombia gracias,0
1959,Alex2021,@alexts2010,2021-01-30T14:18:28.000Z,la vacuna más efectiva es la rusa además solo requiere una dosis y poca refrigeración pero por ideologías pendejas colombia no negocio con los rusos la ideología mata cuando el que gobierna es un ignorante,0
1960,Casandro Martell,@CasandroMartell,2021-01-30T13:52:34.000Z,si en colombia se desarrollara la vacuna seguramente el contrato se le adjudicaría a conconcreto o a la firma construcciones planificadas de sarmiento así ninguno tenga antecedentes sobre el tema lo que importaría serían sus antecedentes de aportantes para campañas uribistas,0
1961,JuanFelipeRodriguezR,@JFrodriramos,2021-01-30T13:28:07.000Z,y decían que este año no veíamos una vacuna en colombia ,0
1962,Frankie®,@frank528,2021-01-30T13:23:01.000Z,delavacunaespero que sea cierto que llegue a colombia en febrero 20 que no llegue esa fecha sin tener la vacuna y el gobierno duque sacando más excusaswradiocolombia johafuentes rosariogomez catalinamaya,0
1963,federico fulleda,@fefulle,2021-01-30T13:22:28.000Z,timochenco y piedad piden la vacuna cubana contra el covid 19 en colombia pero es un procedimiento científico no autorizado x la oms despistados los comunistas criollos,0
1964,Sara Moreno,@smorenoruiz,2021-01-30T13:09:01.000Z,ahora que ya tenemos la fecha de la llegada de la vacuna a colombia y con el corazón en la mano cuál creen que haya sido la razón del retraso en la llegada de la vacuna a colombia gabocifuentes carlosfgalan gracias,0
1965,Centro Memecratico,@CMemecratico,2021-01-30T13:08:30.000Z,hoy queremos decir graciaspresidenteduque por ser un presidente ejemplar para todos los poco pensantes de colombia por desvalorizar la moneda colombiana por los homicidios colectivos por meternos más impuestos y bajar los salarios x no tener ni una vacuna y ganarle a maduro,0
1966,Diego Alejandro Arango Hernandez,@DiegoArangoHz,2021-01-30T12:55:50.000Z,delavacunaespero se necesita aplicar a más del 70 de la población y en colombia ni vota ese porcentaje si no creen en los gobiernos en la democracia o en el voto ahora sí los toca creer en la vacuna,0
1967,LIBERALES DE BASE / Nelson Pereira salinas,@liberalesbase,2021-01-30T12:55:31.000Z,serán diezmilmuertos10000 10000muertos más aprox en colombia antes del 20 de febrero 2021 supuestodía en que llegará la vacuna a colombia e inaudito que periodistas áulicos del gobierno de turno salgan a felicitar otros países avanzan en aplicar vacuna,0
1968,LIBERALES DE BASE / Nelson Pereira salinas,@liberalesbase,2021-01-30T12:49:23.000Z,serán diezmilmuertos10000 10000muertos más aprox en colombia antes del 20 de febrero 2021 supuesto día en que llegará la vacuna a colombia e inaudito que periodistas áulicos del gobierno de turno salgan a felicitar otros países avanzan en aplicar vacuna,0
1969,AZUCENA LIEVANO,@azulievano,2021-01-30T12:36:39.000Z,gran bendición la llegada de la vacuna una gran esperanza para proteger la vida de nuestros sees queridos los adultos mayores en primera fila vacunafebrero20 vacunacion colombia glanay123,0
1970,Francisco Gómez,@sutosindi,2021-01-30T12:34:58.000Z,colombia da positivo para covid19 antes de la vacuna morirán unas 10mil personas más coronavirus vacunafebrero20,0
1971,LIBERALES DE BASE / Nelson Pereira salinas,@liberalesbase,2021-01-30T12:26:07.000Z,serán diezmilmuertos10000 10000muertos más aprox en colombia antes del 20 de febrero 2021 supuesto día en que llegará la vacuna a colombia e inaudito que periodistas áulicos del gobierno de turno salgan a felicitar otros países avanzan en aplicar vacuna,0
1972,Dr. Sergio Alvarado,@seralowen,2021-01-30T12:17:58.000Z,la vacuna en colombia es piscis contradictoria pero imaginativa vacunascovid19,0
1973,LIBERALES DE BASE / Nelson Pereira salinas,@liberalesbase,2021-01-30T11:51:01.000Z,serán diezmilmuertos10000 10000muertos más aprox en colombia antes del 20 de febrero 2020 supuesto día en que llegará la vacuna a colombia e inaudito que periodistas áulicos del gobierno de turno salgan a felicitar otros países avanzan en aplicar vacuna,0
1974,Sargento Chuntiva,@LuisMor22352631,2021-01-30T11:28:58.000Z,vacuna sólo cuentoenero nadafebrero la muestrade pronto marzocolombia solo televisión y engaño al puebloduque inepto,0
1975,Yo Monro,@Monropolio,2021-01-30T06:22:35.000Z,porqué se quejan tanto en colombia la vacuna que trajo el presidente duque es jhonson jhonson no más lágrimas monrelevancias,0
1976,RVV,@RutVargasVivas,2021-01-30T04:36:49.000Z,me pueden llamar mamerta como me gusta esa palabra pero si petro fuera el presidente y no hubiera vacuna en colombia como es el caso todo el cd estaría pidiendo su cabeza pero como es el titere de uribe el que está en el poder pues que lo dejen jugado con su cuadrimotor,0
1977,Rolando Lozano,@RolandoLozano3,2021-01-30T04:25:21.000Z,22 días para primera vacuna en colombia contra covid19 es esperanzador pero resultan ser muchos en una carrera contrarreloj frente a la muerte y un peligroso contagio,0
1978,Eri Mar P.,@erikaMarino28,2021-01-30T03:38:43.000Z,unos de los compuestos que tienen en común la vacuna de pfizer jansen moderna sinovac y astrazeneca es que no han llegado a colombia,0
1979,Ramiro Velásquez,@ramirociencia,2021-01-30T03:30:33.000Z,todavía creen que en 6 meses se vacuna toda colombia no la covid19 va de largo este año y no solo acá,0
1980,.,@Arriba_Rating,2021-01-30T02:58:50.000Z,estoy esperando la pieza de johnson johnson para cuando llegue la vacuna a colombia con el tag de campaña no más lágrimas,0
1981,Esteban García Lanza,@eaglanza,2021-01-30T02:55:08.000Z,colombia país donde la gente quiere tener la vacuna contra el covid 19 antes que cualquier otro país incluso antes que los países productores de la vacuna que les garanticen 100 de eficacia que sea gratuita y que les garanticen mínimo 50 millones de dosis al tiempo,0
1982,Marylin León,@MarylinLeon,2021-01-30T02:50:44.000Z,va a llegar primero la vacuna a enfermeras la novela que a colombia,0
1983,apaalimitada@hotmail.com,apaalimitada@hotmail.com,2021-01-30T02:42:53.000Z,si en colombia se hacen grandes colas para ingresar al banco a un juzgado o a cualquier oficina pública imaginen ustedes el caós total en las colas para la vacuna con el agravante que se acabaran las vacunas y que si no se vacunan se van a morir apocalipsis now,0
1984,Taparcuá,@hugogam,2021-01-30T02:28:44.000Z,tarde cuando otros países de al ya llevan más de un mes vacunando parece que por fin va a llegar a colombia el 20 de febrero comienza ojalávacuna,0
1985,Ricardo Sarmiento,@Ricardo76200987,2021-01-30T02:20:48.000Z,leí sobre la vacuna de sinovac que llegará a colombia y veo que contiene una versión debilitada del virus y no unas líneas celulares de fetos abortados me da esperanzas de poder utilizar una opción éticamente responsable para conservar mi salud y la de los demás,0
1986,JUAN F. ARBOLEDA,@JFARBOLEDA,2021-01-30T02:17:30.000Z,un gobiernodeizquierda1 habría dicho que en colombia al día de hoy habría un solo caso de covid19 y que sólamente se hubiera muerto la mitad 2 por supuesto no hubiera tenido que negociar ninguna vacuna en ningún idiomacarlosp00947688,0
1987,Felipe Marquez R.,@FelipeMarquezRo,2021-01-30T02:15:38.000Z,ya que tanto mamerto cuestionó la estrategia de vacunación covid en colombia considero que deben tener la prioridad al lote de la vacuna china lo importante es que sean congruentes yo puedo esperar,0
1988,Miles H. Mora,@MilesHMora2,2021-01-30T02:10:48.000Z,le darán la vacuna a 1 millón de colombianos en tres meses o sea q también colombia será el último país en vacunar a su población contra el covid por allá en en el 2030,0
1989,Twitteando ando,@MiOpinionYQue,2021-01-30T02:07:10.000Z,yo querítu queríel querínosotros querívosotros queríellos querípolombia querícolombia no querívacuna no querí,0
1990,José Alfredo García,@jano8288,2021-01-30T01:16:50.000Z,mejor que la deje para el 29 de febrero así no tiene por qué sentirse mal por mentir tanto además con todos los actores de este circo insisto que con ese millón de dosis vacunen al gobierno y a los uribistias si se salvan la vacuna sirve si no colombia se salva,0
1991,lulito bonito,@carameluis,2021-01-30T01:13:22.000Z,peren peren peren como así que la vacuna que van a usar acá en colombia es la de johnson johnson,0
1992,Evaristo Cano Ramírez,@EvaristoCanoR2,2021-01-30T01:12:53.000Z,20 de febrero de 2021 será el día d o mejor el día v de inicio de aplicación de vacuna contra la covid19 en colombia según el señor iván duque amanecerá y veremos rogando a dios que sea verdad,0
1993,الدكتور جميل. ب.,@jahammed,2021-01-30T01:12:00.000Z,conclusión estrategica colombia tiene acuerdos adquisitivo d la vacuna covid19 con pfizer astrazeneca janssen sinovac y moderna si esto se llega a perfeccionar el inglés sería lo menos rrelevante y la estrategia d vacunacion estaría x encima d los otros países d la región,0
1994,Luis Eduardo Hamón,@lehamn1204,2021-01-30T01:10:28.000Z,con ese abataneo y acaparamiento entre usa vs unión europea por las vacunas queda claro que colombia no aparece ni en las listas de espera tanto así que hasta a méxico le arrebataron el pedido ya hecho y hoy se quedó sin una sola vacuna ni pfizer ni de astrazeneca,0
1995,JULIO Aguiar,@JULIOAg05398190,2021-01-30T01:06:20.000Z,sra patricialos informativos informaron que las vacuna sinovac fueron negociados con el gobierno de china tanto uruguay y colombia el butantan no toca ni pito ni flautas estas confundida y vas a quedar mal,0
1996,clara Molina,@claritamol,2021-01-30T01:04:40.000Z,vean el lado bueno cuando la vacuna llegue a colombia ya tendrá todos los estudios efectos secundarios pruebas y más calmados la demora es buena hay que cuidarse mascarilla manos y no andar de casquisuelts ,0
1997,JORGE ERNESTO HINCAPIE RESTREPO,@ErnestoHincapie,2021-01-30T01:03:50.000Z,muy curioso hace casi dos horas q el presidente d colombia anuncio la fecha d inicio para la vacuna sin embargo todos los detractores están en silencio roy los gustavos robledo galán y compañía se les acabó la campaña y creo q les arde,0
1998,SUSA,@S_ASTORQUIZA,2021-01-30T01:02:07.000Z,loquefaltaba colombia comprando vacuna china ivanduque,0
1999,oscar meza salas,@oscareme,2021-01-30T01:01:42.000Z,es necesario q el gobierno de duque diga cul es la vacuna q van a aplicar en febrero con la q se experiment en colombia fue la de johnson y johnson y es es la q menos tiene efectividadsolo del 62,0
2000,edgardoguzmanp,@edgardoguzmanp1,2021-01-30T01:01:21.000Z,otra mentira que se le cae a la bodega de petro y difundida por caracol afirmar que se había dañado elnegocio con pfizer de la vacuna covid 19 porque los representantes del gobierno no hablaban inglés siempre apostando por la desgracia de colombia,0
