username,location,text
municoncon,Concón,"🔴 VACUNACIÓN COVID-19 🔴

Esta semana partimos con la vacunación para los trabajadores de educación de 36 a menores de 23 años y personas de 64 a 60 años.
Si eres parte de este grupo revisa que día te toca y agenda tu hora previamente.
#YoMeVacuno https://t.co/rJuX9CHoFJ"
karyfar85,,"Paso a comentarles que no tuve por el momento ningún efecto adverso de la vacuna, lo único estaba más cansada de lo normal y con más sueño! Pero después todo normal! #YoMeVacuno @salocinuy te etiqueto a vos porque mucha gente te sigue y tiene que estar informada!"
pulso_periodico,Hospital San Vicente Fundación,#Generales | ¿Qué consecuencias puede traer no exigir la vacuna contra el Covid-19? Resuelve esta y otras dudas en el artículo 'Panorama de la salud Post-Pandemia: Cuál es el panorama que le espera a Colombia si no se hace vacunación obligatoria' ➡️ https://t.co/IIRd0eAbm0 https://t.co/FslsM1OZFl
holaterra,Chile,"🔴 Diputada Girardi @diputadagirardi ofició al Minsal @ministeriosalud  por discriminación en vacunación de profesores 
@ColegioProfes #YoMeVacuno 
https://t.co/OgDQZoYDVJ"
Gob_Cachapoal,Rancagua,#YoMeVacuno Gobernador @FuribeEstela junto a Ministro @JCJobet @seremisaludohi  @seremimineriaVI  y @CodelcoChile recorren estadio El Teniente; centro de vacunación habilitado para 1.500 dosis diarias + apoyo sicológico para personal de salud y nuestros vecinos de #Cachapoal https://t.co/GMEUnmfnz1
Gob_Punilla,,"💠 Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMeVacuno https://t.co/TqdXMhTgdO"
servsaludconce,"Concepción, Chile","📍Avanza proceso de segunda vacuna  💉 para funcionarios de Hospital Guillermo Grant Benavente 🏥

El proceso de vacunación se extenderá hasta el 12 de marzo, fecha en que se espera inocular a más de 5 mil funcionarios. 
#YoMeVacuno #VacunaCOVID19 https://t.co/qz6xdap5vU"
GermnTigre,,"la otra es el Plan de vacunación-Aráuz ya tierne una pág. web dónde pongo mi No. de cédula y sé cuando me toca la vacuna, igual para Juan Piguave, Edmundo Morocho, etc. En cambio Lasso le manda a Borrero a turistear en Chile y Colombia!"
hblt_rsocial,"José Miguel Carrera 3204, San","#YoMeVacuno✌️| Continúa el proceso de vacunación con la administración de la segunda dosis, los funcionarios se protegen del #COVID_19, para poder cuidar a la población.

Cuando sea tu turno, no dejes pasar la posibilidad y #Vacúnate.
#LasVacunasSonSeguras https://t.co/E8YR6ZmW8z"
JuntosporlaVida,Chile,"#chile las personas con #tuberculosis o sobrevivientes de #tb tienen derecho a la vacuna covid-19 desde el 8 de marzo. Infórmate en tu CESFAM u hospital #YoMeVacuno #findelaTB

Repost @panxo_xavier https://t.co/iWnKAANIoC https://t.co/t3uPlC9kMc"
guty2370,,Llega nuevo lote con 100.000 dosis de la vacuna Pfizer. https://t.co/IcRMHE1Q4w
trigorosa,Chile,"#chile las personas con #tuberculosis o sobrevivientes de #tb tienen derecho a la vacuna covid-19 desde el 8 de marzo. Infórmate en tu CESFAM u hospital #YoMeVacuno #findelaTB

Repost @panxo_xavier https://t.co/r1GzvAixDs https://t.co/Sim8a9tWb7"
conservitaleche,,"@Nebiros96 @COLElige Hoy me enteré que muchos del sector salud ( no en Colombia) que se han aplicado la vacuna de Astra Zeneca han tenido calentura, temblor, náuseas y malestar. Unos más que otros. Es imprescindible guardar reposo con cualquiera que sea la vacuna."
SeremiCoquimboE,,"Hace un año el Coronavirus llegó a Chile...
Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!😉👍
Lo que parecía un sueño, se ha convertido en un proceso histórico de vacunación que nos llena de esperanza. #YoMevacuno ✌ https://t.co/tuMGCMQoSh"
MMEG_Biobio,"Biobío, Chile","A un año de la detección del primer caso de Covid-19 en Chile, queremos destacar lo exitoso de nuestro Proceso de Vacunación Masiva 🙌🏻💉 Seguiremos desplegándonos por todo el territorio nacional; ¡JUNTOS vamos a superar la pandemia! #YoMeVacuno @PatricioKuhn @barro_q https://t.co/VFPHzIqvnG"
JuanGatB,"Lo Barnechea, Chile","@CristobalLira bien alcalde, autoridades como usted y como lo ha demostrado este gobierno haciendo las cosas bien en cuanto a la inoculación de las personas, sin privilegios y siendo un ejemplo al mundo. Basta mirar a nuestros países vecinos y la vergüenza que han dado #YoMeVacuno #LoBarnechea"
AtacamaEconomia,,"💠 Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno https://t.co/9Z3oDYt3xS"
Gob_Curico,"Carmen #560,  Curicó","Hoy, miércoles 3 de marzo, le corresponde recibir la vacuna contra el COVID-19 al personal de educación entre 28 y 31 años, personas con o sin comorbilidad de 62 años, entre otros. Revisa el Calendario de Vacunación Masiva 🗓 en https://t.co/8agTlbbyjl

#YoMeVacuno https://t.co/CRRgT70LKl"
PanzaVidela,Bogota - Colombia,En Colombia la vacuna que más se necesita es la vacuna contra la corrupción😔🇨🇴 https://t.co/pNIU3dCqip
mundtgmo,"Santiago, Chile","@josemdelpino Necesario que  @ministeriosalud comience a vacunar a los enfermos crónicos, de 18 a 59 años. Podrían hacerlo priorizando por edad.

#YoMeVacuno https://t.co/I1HzkAv6ET"
GoberRanco,"La Unión, Chile","[VIDEO📹] Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!

👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza

#YoMevacuno https://t.co/UvgtdoPfOb"
gorecoquimbo,Región de Coquimbo,"A un año de la llegada del #Coronavirus al país, #Chile ha recibido cerca de 8 millones de vacunas, asegurando su aplicación a toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/vb85tkCXjD"
HSanta_Isabel,"Lebu, Chile","🏥 La señora Brígida Rodriguez de 104 años, es la primera usuaria de la comuna de Lebu en recibir la segunda dosis de la vacuna contra el covid-19.
#YoMeVacuno https://t.co/CAKOZ7b1Um"
chrisal,Doing the locomotion,"Supercontenta por mis compañeros profes que se están vacunando, pero cabe mencionar que al profesorado de academias (actividad esencial con una rotación diaria de alumnos muy basta) 👏NO 👏NOS👏VAN👏A👏VACUNAR👏.

@sanidadgob @SaludPublicaEs @saludand
#Covid
#Vacuna
#YoMeVacuno"
gobarica,San Marcos #157,"💠 A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/4CmLzxIOGb"
nomecreonadatv,un lugar llamado mundo,@guchypuchi @jlandreu2014 @SEReumatologia @Felupus @aesjogren @AEEsclerodermia @ammi_miopatias @ConArtritis @CEADE_ @accionpsoriasis @SORCOM1 @Sociedad_SEMI Qué estupidez de contestación teniendo en cuenta que hablamos de salvar vidas. Yo ya tengo mi vacuna y cero dudas. #YoMeVacuno #EMTC
pellizcate,Colombía,"Aparte tendrán que seguir usando bozal y distanciamiento y no servir para nada
https://t.co/TLnU9Q9nXd"
SSBiobio,"Los Ángeles, Chile","📍#SANTABARBARA Hoy, funcionarios del Hospital de la comuna de Santa Bárbara reciben la 2da. dosis de la vacuna contra el #COVID19 🏥 👨🏻‍⚕️👩🏼‍⚕️💉💪🏼 #YoMeVacuno https://t.co/ULnQ0y78oh"
VoceriaCoquimbo,La Serena,"⚠️ Hoy, miércoles 3 de marzo, le corresponde recibir la vacuna contra el COVID-19 al personal de educación entre 28 y 31 años, personas con o sin comorbilidad de 62 años, entre otros. Revisa el Calendario de Vacunación Masiva 🗓 en https://t.co/8YCMxUHP7N

#YoMeVacuno https://t.co/QbIuXn9RRx"
ANDRO1711,Ulan Bator,Colombia.- Enfermera que recibió vacuna contra COVID-19 siguió convulsionando; fue llevada a Montería https://t.co/yBfmsz7Xu4 a través de @Pulzo
SaludOccidente,,"📍#Talagante

#YoMeVacuno en la Red de @SaludOccidente ✌🏻

✅A partir de las 08:30 horas, funcionarios del @HTalagante comenzaron a recibir la segunda dosis de la vacuna contra el Covid-19 💉

📌Alicia Muñoz, matrona del establecimiento narra cómo se ha sentido en este proceso 👇🏻 https://t.co/txAzVzo94k"
MetroBBNN,"Santiago, Chile",[#YoMeVacuno] ¡Continua la lucha contra el #COVID19! 💉 Hoy comienza a suministrarse la 2da dosis de vacunas en adultos mayores de 90 años 👴👵 Seremi @MagalyRomeroE visita centros de vacunación en #conchalí en la #Rmdetodos https://t.co/RsIBvP6Cw3
MTTLosRios,Arauco #842 - Valdivia,"🗓 En Liceo Santa María La Blanca de #ValdiviaCL, continúa proceso de vacunación masiva contra Covid-19. Seremi @VillenasMarcela entrega información a adultos mayores que  acuden para recibir segunda dosis.
#YoMeVacuno✌️
https://t.co/UVdtexDqyb https://t.co/xFLIu4jzat"
culturas_maule,Región del Maule,"A un año de la detección del #Covid_19 en nuestro país, hemos recibido cerca de 8 millones de vacunas, asegurando dosis para toda la población crítica durante el primer trimestre del 2021.
¡Seguiremos trabajando con más fuerza! 💪🏼💉 

#YoMeVacuno

@SeremiSaludM @IntendenciaVII https://t.co/FR14lxlG6a"
ImOnlyHassle,mis muertoj ké caló,"Literalmente soy la persona mas feliz del mundo ahora mismito aunq smp salga con la carita seria en las afotito😭😭😭😭 
Muchísimas gracias a todos los q hacen q esto sea posible ❤️ 💉🦠 #YoMeVacuno https://t.co/ghIGvj91VG https://t.co/uOuVDVHnmH"
mmabiobio,"Concepción, Región del Biobío","A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/bnhJ9MI9dJ"
MeVacuno,Ministerio de Salud,"Autoridades de Salud hacen el llamado a pacientes con cáncer y enfermedades autoinmunes mayores de 16 años a vacunarse #YoMeVacuno ✌

(vía @ministeriosalud)
https://t.co/vsatu3UghD"
JuanGatB,"Lo Barnechea, Chile",Regreso a clases. Qué dice la ciencia? #YoMeVacuno #COVID19 #RegresoAClases  https://t.co/TWB3TvFaT3
jmjarry,"Las Condes, Chile","Mi papá: No me voy a vacunar porque es una estrategia del nuevo orden mundial y el 5G

Mi mamá: *Lo agarra del ala y lo lleva a vacunarse porque hoy le toca y es tercera edad*

Con la conspiranoia no se dialoga, se le combate (?)

#YoMeVacuno"
MinjudhLosRios,"Valdivia, Chile","El @GobValdivia (s) de la Provincia de #Valdiviacl, @rodrigo_o_b, visita el CIP-CRC de la ciudad ubicado en el sector de Las Gaviotas, donde comienza a realizarse el proceso de vacunación con la segunda dosis. #YoMeVacuno

#LosRíosSeVacuna https://t.co/AfWJRj7Bc6"
MTTChile,"Amunátegui 139, Santiago","Hace un año llegó la pandemia a Chile🇨🇱 y aunque el Plan de Vacunación va bien, no debemos bajar los brazos:

😷Usa en todo momento mascarilla, tapando nariz y boca.

🧴Usa alcohol gel.

🤲Lávate las manos constantemente. 

❤️Y sobre todo, #CuidémonosEntreTodos 

#YoMeVacuno ✌️ https://t.co/d3gw4Rg9Ry"
AlexPatinoS1,"Funza, Colombia.","@IvanDuque Que cosa tan berraca por no decir otra cosa..JODEN POR TODO, por si llegan o no, ahora joden por que llegaron, y si no hubiesen llegado JODIAN PEOR.. Eso mejor comancen un zapato...o si no vayan y fabriquen la vacuna solo para Colombia..ah y lo peor es que joden y no se vacunan"
MeVacuno,Ministerio de Salud,"3.592.523 personas se han vacunado contra el COVID-19 #YoMeVacuno ✌

(vía @ministeriosalud)
https://t.co/bGc3YdQKAV"
Moris_06,,@Dr_Julio_Medina @Infectologia_uy @hcmquintela Y alcanzamos ese nivel en solo 2 días de vacunación 💉 👏👏👏🇺🇾🇺🇾🇺🇾 VAMOS 🇺🇾 a poner el 💪 #YoMeVacuno
ministeriosalud,Chile,"[ #YoMeVacuno ✌️ ]

Así fue la llegada de un nuevo cargamento de vacunas Pfizer al país. Se trata de 229.125 dosis para la campaña de vacunación masiva contra #COVID_19.

¡Mira el video! https://t.co/8VXTZilDVI"
SomosMGL,"Punta Arenas, Magallanes",@GobiernodeChile #YoNoMeVacuno porque #Magallanes no será laboratorio de experimentos humanos de la OMS.
MOPBiobio,Región del Biobío,"[TOMÉ] Hace un año el Coronavirus llegó a 🇨🇱 y ya se han vacunado a 3.5 millones de chilen@s.
Un histórico proceso de vacunación, que nos llena de esperanza, tal como reflejan las fotografías desde el Gimnasio Municipal, donde nuevamente nos encontramos desplegados.
#YoMeVacuno https://t.co/8OIZiS2V8W"
MindepMaule,"Talca, Chile","Mindep-IND #CuidémonosEntreTodos 💠A un año de la detección del primer caso de Covid-19 en Chile, queremos destacar lo exitoso de nuestro Proceso de Vacunación Masiva 🙌💉Seguiremos desplegándonos por todo el territorio nacional; ¡JUNTOS vamos a superar la pandemia! #YoMeVacuno https://t.co/6Dqj8V7Wmt"
Gob_Colchagua,,"💠  A un año de la detección del primer caso de Covid-19 en Chile, queremos destacar lo exitoso de nuestro Proceso de Vacunación Masiva 🙌🏻💉 Seguiremos desplegándonos por todo el territorio nacional; ¡JUNTOS vamos a superar la pandemia! #YoMeVacuno https://t.co/VIe5u5ew8F"
gemvep_usach,,"Ya está actualizado nuestro visualizador de evolución del nivel de ocupación de camas UCI usadas por pacientes #Covid_19 por región del país.Acceso disponible aquí:

https://t.co/LWKnHLjw2U

#FelizMiercoles #PermisodeVacaciones #YoMeVacuno #Sinovac #Pfizer https://t.co/QZCJrqjTL5 https://t.co/qkqUmzLXof"
ELMontemariano,"Montería, Colombia",#COLOMBIA | Llegó a Colombia nuevo cargamento de 100 mil dosis de la vacuna de Pfizer https://t.co/LoEMiGj7aq
socialworkercl,⚽️,Segunda dosis de la vacuna lista 💉 Literalmente me “apuñalaron” el brazo 🥴😪 #YoMeVacuno
EUIndisa,Chile,"#Noticias_EUindisa: Investigan caso de enfermera que convulsionó después de recibir vacuna contra el covid-19 https://t.co/KBZ4twxCgz
@EUIndisa 
Sindicato de Enfermería Clínica Indisa"
PabloHermanH,Región de Coquimbo,"Hace un año comenzamos a luchar contra el #COVID_19. El pdte. @sebastianpinera ha liderado un trabajo intenso y colaborativo para potenciar la red asistencial, tomar todas las medidas sanitarias necesarias y reactivar a #Chile de forma segura para todas y todos. #YoMeVacuno https://t.co/yLBkD1kEhQ"
GobiernodeChile,Chile,"Hoy, miércoles 3 de marzo, le corresponde recibir la vacuna contra el COVID-19 al personal de educación entre 28 y 31 años, personas con o sin comorbilidad de 62 años, entre otros. Revisa el Calendario de Vacunación Masiva 🗓 en https://t.co/9Y9cPiLGlj

#YoMeVacuno https://t.co/gXynRUt9FC"
VoceriaOHiggins,"Rancagua, Chile","💠  A un año de la detección del primer caso de Covid-19 en Chile, queremos destacar lo exitoso de nuestro Proceso de Vacunación Masiva 🙌🏻💉 Seguiremos desplegándonos por todo el territorio nacional; ¡JUNTOS vamos a superar la pandemia! #YoMeVacuno https://t.co/3zQIwch7zy"
srta_matu,"Bogotá, D.C., Colombia","Lo bueno: no se robaron ninguna vacuna 

Lo malo: estamos en Colombia y volverá a ocurrir. 

Ahora, ¿qué más pruebas necesitan para que la alcaldía de Bogotá admita que la inseguridad está incontrolable? 

https://t.co/hS6DwfV8NC"
GoberdeConce,,"A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas y en  la Provincia de #Concepción seguimos trabajando para asegurar la vacunación de toda la población crítica! 💪🏼💉#YoMeVacuno #CuidemonosEntreTodos https://t.co/1cjSNLI6Dn"
HSJ_Oficial,"Santiago, Metropolitana de San","El Calendario de Vacunación sigue en funcionamiento. Este miércoles 3 de marzo, corresponde a trabajadores de educación escolar y preescolar entre 28 y 31 años. Al igual que a personas de 61 con y sin movilidad. Los porfesionales del @HSJ_Oficial los esperan!!! #YoMeVacuno https://t.co/cLxpRHOktV"
ABarrios98,,"Informó @IvanDuque que a las 5:34 a.m. llegó, al Aeropuerto El Dorado, lote de 100 mil dosis que adquirió en el proceso bilateral con Pfizer y que será distribuida en todo el país. #YoMeVacuno  GRACIAS...🙏🙏🙏"
ryogak5,,"Vean que bonito va evolucionando el #COVID19 #YoMeVacuno #YoNoMeVacuno #vacunada @LillyTellez  creo que solo la deriva geética lo puede parar...

El mundo aún no ha visto “el alcance total de la evolución del coronavirus” https://t.co/ENSvOUS5GH"
saludarica,"Arica, Chile.",Hoy miércoles 3 de marzo escucha Salud y Vida Sana en @RadioUTarapaca 95.9 FM a las 11.30 horas. Haremos un resumen informativo de la campaña #YoMeVacuno y del #PlanCoronavirus Puede acceder al podcast del programa en: https://t.co/0HV3WIR6cZ https://t.co/jeBHGWf2jd
PerseguidoraV,"Barcelona, España","@rosadiezglez Traquila , yo cedo la mia a quien la desee. #YoNoMeVacuno , no soy una cobaya ."
Int_Atacama,"Atacama, Chile","💠  A un año de la detección del primer caso de Covid-19 en Chile, queremos destacar lo exitoso de nuestro Proceso de Vacunación Masiva 🙌🏻💉 Seguiremos desplegándonos por todo el territorio nacional; ¡JUNTOS vamos a superar la pandemia! #YoMeVacuno https://t.co/lcI0M2V6gn"
SSMNorte,,"#TuSaludNuestroNorte. En esta nueva jornada de vacunación contra el #COVID19 seguimos con más ímpetu!

Hoy se inicia la administración de la 2ª dosis 💉. 

✨Ya son 142.397✨ personas protegidas e inoculadas.

#YoMeVacuno ✌️ https://t.co/5rsoY2qKjI https://t.co/8Uw65RbuFW"
SeremiMineria4,La Serena,"💠 Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMeVacuno https://t.co/O6CXL9ItaY"
Oscarbateronep,,"@anama_az @appreciate21 @Citytv Bueno seria que suspendan la vacunación con esa vacuna de sinovac, pero hablar de una masacre ya esta en el límite de lo esquizofrénico. De hecho, al día de ayer no iban 130 mil van más de 160 mil dosis aplicadas en Colombia."
ElNuevoSiglo,Bogotá - Colombia,"#IMPORTANTE Llega nuevo lote con 100.000 dosis de la vacuna Pfizer a Colombia. 
https://t.co/cFB5MsOZ1o https://t.co/RuWicdHPY3"
LavinJoaquin,Chile,"Ahora visitando el centro de vacunación Juan Pablo II, recuerden que hoy son los mayores de 62 años y las segundas dosis de acuerdo al calendario #YoMeVacuno https://t.co/apOvEmlJI0"
GOREAntofagasta,"Antofagasta, Chile","🔴Informamos el balance de personas vacunadas en la región hasta ayer martes 2 de marzo, de acuerdo a informe Deis.
Reporte incluye dosis #Sinovac.

#YoMeVacuno ✌️
#SalvemosVidas https://t.co/fnxXVQaSsj"
CRSHPC,"Puente Alto, Chile","Como equipo de salud y preocupados por la salud de nuestra población, #YoMeVacuno. Acude al centro de salud más cercano a tu domicilio. https://t.co/97Q4F8PFgh"
ryogak5,,"Dos de cada tres rusos piensan que el COVID fue creado por humanos como un arma biológica https://t.co/WBLC5FcB1F

Ni los Rusos se la quieren poner #YoMeVacuno #YoNoMeVacuno #vacunada @LillyTellez @HLGatell"
bertosabino,,"Buenos días #MUNDO!!!
Buenos días queridísim@s 
Amig@s de Twitter 🤗
Que tengan un maravilloso
día Miércoles lleno de amor,
alegría y salud! ❤️❤️❤️
#Quedateencasa 🏠 🍀
#CuidarteEsCuidarnos 🏠
#YoMeVacuno 🇷🇺💉🇦🇷 ☀️☀️☀️ https://t.co/N009oGfPJg"
SeremiSaludM,2 Oriente Nº 1260 Talca-Chile,"Hace un año el Coronavirus llegó al Maule, siendo el primer caso en Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!, un proceso de vacunación que nos llena de esperanza. #YoMevacuno https://t.co/KtKOPat1oV"
SOLVALENZUELAB,,@delosquesobran @rod_herrera Me parece una falta de consideración brutal que en el Twitter del gobierno celebren el año de Coronavirus aplaudiendo su campaña #yomevacuno y ni una sola palabra por las 27 mil víctimas.
HTalagante,"Balmaceda 1458, talagante. Teléfono: 25744252.","Desde temprano nuestros funcionarios recibiendo la 2da dosis de la vacuna #Sinovac contra el #coronavirus 
#YoMeVacuno 
@ministeriosalud @SaludOccidente https://t.co/W0D2zTAN0x"
meryfervilla,,Mi padre ya está vacunado con la primera dosis!!! ya queda menos para darle un beso👏👏#VacunaCovid #YoMeVacuno
Int_Nuble,,"💠 A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/gYzBt9xglq"
Creuat_Tabarnia,Tabarnia (Espanya),"El covidiano indignadísimo porque los medios oficialistas dicen que se han vacunado las infantas y por lo visto según la edad todavía no les tocaba...
Y ellos pidiendo la vacuna a berridos ! !
Cada día más surrealista todo...
JAJAJAJAJAJAJAJAJA
#YoNoMeVacuno"
Minjudhnuble,"Chillán, Chile","📺 A esta hora y desde #Ñiquen Seremi @Jacque_Guinez conversa en espacio #CoffeBreak de @Canal_21tv #Chillán, sobre el proceso de inoculación contra el #Covid_19 en Ñuble.
 
#YoMeVacuno https://t.co/0xE5G77jaA"
alvan_faber,"La Libertad, Peru","@xaimei @lilianadz23 @ricardocalmet @julianaoxenford Tienes razón, no son Bolivia, Ecuador y Colombia sino Chile, Argentina y Brasil; los 03 primeros que mencioné llevan muchos menos vacunados que aquí aunque usan una vacuna más reconocida."
CentralQuindio,"Armenia, Colombia","Nos encontramos en la Fase 1 Etapa 1 del Plan Nacional de Vacunación contra el COVID-19.

En la Clínica Central del Quindío nos estamos vacunando por el bien de nuestros colaboradores y nuestros usuarios.

#YoMeVacuno #ClinicaCentralDelQuindio #armenia #salud #vacunas #mivacuna https://t.co/DGx12ea6EA"
CWalmapu,Cunco,"El satánico dr fauci.....Directo de la boca del caballo:

 ""No tengo síntomas, no hay motivo para hacerme una prueba"".
#GenocidioMundial 
#DesobedienciaCivilMundial #Plandemia  #PcrFalsosPositivos #YoNoMeVacuno  #DictaduraSanitariaMundial https://t.co/A1XRKoXbqY"
PaulaGo1989,,"@rcnradio @YolandaRuizCe Que alguien por favor me explique, por qué es un éxito la vacuna de Johnson &amp; Johnson, con la que  Colombia ya comprometió 9 millones de dosis, cuando solo es efectiva en un 62%, según la Universidad del Norte."
lasamericasauna,"Medellín, Colombia","En las Américas Auna, nos vacunamos por ti, por mí y por todos  #YoMeVacuno #LasAméricasAuna #Salud #SomosAuna https://t.co/UITr260xYe"
drspacca,Colegiales,"El gobierno de @alferdez @CFKArgentina negocia a toda velocidad la provisión de tres millones de dosis de la vacuna de Sinopharm y acordó un flujo semanal de la vacuna Sputnik V de, como mínimo, 600 mil dosis. #ArgentinaVacuna #YoMeVacuno"
MinagriCoquimbo,"IV Región, Chile","💠 A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/kbdH2BrWfm"
Dark97__,,"@Lanoviacadaver_ Yo en cuanto me llamen, #YoMeVacuno pero sin pensarlo
😘😘🤗🤗"
gob_margamarga,PROVINCIA DE MARGA MARGA,"✔️A un año de la detección del primer caso de Covid-19 en Chile, queremos destacar el exitoso  proceso de vacunación 🙌🏻💉 Seguiremos desplegándonos por todo el territorio nacional; ¡JUNTOS vamos a superar la pandemia! #YoMeVacuno https://t.co/BX9qkczFUD"
liliana_lell,Argentina,#BuenMiércoles para todos y todas‼️Llegó el día ‼️ #YoMeVacuno ✌️ https://t.co/iTu2MteMKS
MDSNuble,"Chillán, Chile","Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno https://t.co/2bM8JsnbdF"
Gore_Tarapaca,"Iquique, Chile","Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽

✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno ✌ #Tarapacá #Iquique https://t.co/dPMpi21ink"
VoceriaArica,"arica, chile","🗓 Hace un año el Coronavirus llegó a Chile 🦠😷. Hoy, 3 de marzo, hemos recibido cerca de 8 millones de vacunas ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏✨ ¡Seguiremos trabajando con más fuerza, para JUNTOS superar la Pandemia!💪 #YoMeVacuno 💉 https://t.co/LEYJCVXHfE"
SeremiCienciaC,,"A un año de la detección del primer caso de Covid-19 en Chile, queremos destacar lo exitoso de nuestro Proceso de Vacunación Masiva 🙌🏻💉 Seguiremos desplegándonos por todo el territorio nacional para superar  la pandemia ⁦@majose_escobar⁩ @min_ciencia⁩ #YoMeVacuno https://t.co/rjAFt8nPTb"
licsilviaguerra,"Montevideo, Uruguay","Hoy voy a pedir un deseo 🤞🤞🤞🤞
""Que la gráfica de vacunados contra #SARS_COV_2 en Uruguay, sea exponencial...""
#YoMeVacuno #vacuna #COVID19 #coronavirus #coronavirusenuruguay #VacunaCOVID19"
Pancho_Ancho,"Santiago, Chile",ℹ️ Datos de Gobierno: Chile hasta la fecha ha recibido 7.865.470 millones de vacunas Sinovac y 734.175 Pfizer #YoMeVacuno https://t.co/MaFYufQMbJ
vocerialosrios,Carlos Anwandter 440B,"Hace 1 año el Covid-19 llegó a 🇨🇱. Hoy, 3 de marzo, podemos decir que ¡Ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso que nos llena de esperanza. #YoMevacuno @PedroLamasG #Valdiviacl #LosRíosSeVacuna https://t.co/ouRtRudUnq"
Informa_100,"La Araucanía, Chile🇨🇱","@natho47 Buenos días estimado, positiva jornada, cariñosos saludos desde Temuco y atenta a las informaciones. 
#LuzdeEsperanza
#YoMeVacuno
#Covid_19"
falavi2005,"Cali, Colombia","Palabras que nos deja la Pamdemia (2): 
- Cuarentena (De 8 y 15 dias), Biolóhicos (O sea...por.no decir  vacuna), Pfizer (Niño en Malambo), Cremacion (Más de 52.000 en Colombia), Prisentador (TVpresidente) ...y no olvidar que somos polombianos...."
RedSSMS,"Santa Rosa 3453, San Miguel",Hoy algunos obtendrán su segunda dosis de #vacunación  contra #COVID19  si eres de San Joaquín te invitamos que sigas la información que te compartimos para conocer los puntos habilitados para este proceso. #CuidemonosEntreTodos #YoMeVacuno https://t.co/iVh1MObTc8
CentralQuindio,"Armenia, Colombia","Nuestro Equipo Administrativo celebra el inicio de Vacunación contra el COVID-19 al interior de la Clínica Central del Quindio para nuestro personal de salud de primera línea. 

#ClinicaCentralDelQuindio #armenia #portubien #salud #vacunacioncovid  #mivacuna #YoMeVacuno https://t.co/f2VPSZRFvN"
Gob_Curico,"Carmen #560,  Curicó","Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #yomevacuno✌🏼 https://t.co/mZl9pjhb9m"
