,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
926,926,926,RONY,@pajarongutierre,2021-02-19,si estar saltar fila vacunacion asumir proximo paso ser carnet falso,1
927,927,927,Rafael Bustamante,@rafaelbus19,2021-02-19,gente decir primero deber poner él vacuna pinera senador diputado ahora criticar senador diputado saltir fila entonces vacuna buen ley manado mientras mas gente hacer mas gente querer hacerlo,1
928,928,928,Carmen Curiel,@CarmenCuriel04,2021-02-19,buen dia gente querido hoy viernes viernes diferente acostumbrado viernes traer esperanza ilusion entusiasmo bajar guardia seguir cuidandonar vacunar yo,1
929,929,929,Cony Stipicic Hartley,@conystipicic,2021-02-19,buen atencion primario cobertura acceso malo alcalde actuar discrecionalmente tema nacional vacuna alcalde,1
930,930,930,Paola B.S.,@Paolabbs,2021-02-19,hacer cosa bien tener echar perder pa poroto camino,1
931,931,931,ℙ𝔸𝔹𝕃o,@PabloEm78691416,2021-02-19,chile pais importar mas iniciar clase salvar vida cronico prioridad gobierno ser salvar vida cosa,1
932,932,932,Mamadoc,@Mamidoc43,2021-02-19,vacuna contraindicar ser alergico cierto farmaco pasto alimento etcétera si contraindicar paciente hecho shock anafilactico,1
933,933,933,marcelamomberg,@marcelamomberg,2021-02-19,aprender leccion adulto mayor cuidar vacunar fecha llegar gratitud esperanza ser mas riesgo tener respetar turno,1
934,934,934,"Iván
#LibertadALosPP",@icerdam,2021-02-19,hacer él bien si poder hacer él mal attar gobiernodechile,1
935,935,935,Marta,@martimar__,2021-02-19,ayer dia mas importante siempre recordar vida historico orgulloso hacer él feliz llegar dia hacer ano cambio vida fin llegar esperado,1
936,936,936,carvill,@abrelosojoscv,2021-02-19,mas 7 mil profesional salud primero linea atencion vacunado bogoto noticia alentador apenas comenzar ir,1
937,937,937,Sebastián en nueva normalidad,@SLondono00,2021-02-19,encantar ver foto persona vacunado seguir mostrar,1
938,938,938,famadeamerica,@famadeamerica_,2021-02-19,quedar bien claro 60 ano enfermo cronico profesor panadero camionero instructor zumba nomina politico funcionario ir vacunar 2025,1
939,939,939,lobitachilena,@lobitachilena,2021-02-19,vergenzar cantidad gente alumbrar carne pertenecer grupo objetivo especialmente grave tema tincar altura tanto colado recibir 2 dosis,1
940,940,940,Jesús Enrique #AprueboCC 357 días en,@Jesus_Enrique88,2021-02-19,manana dar vaticinio eventual vencedorae convencional constituyente d14 maipo melipillo talagante melipilla 1742,1
941,941,941,Din Dan,@78k_dan,2021-02-19,winners culiao esperar turno vacuna si saber cronico prioridad estar grupo edad vacuna solo egoista culiao saltar fila,1
942,942,942,Pamelita bo #Apruebo,@Pamib1,2021-02-19,culpa d aparte gobierno todo gente hinchar red hhacer ver q terminar asi hacer falso expectativasahor joven sano vacunado q q si necesitar,1
943,943,943,Lina Ma Ramirez L,@linamariarl,2021-02-19,manana empezar vacunacion bello choth,1
944,944,944,famadeamerica,@famadeamerica_,2021-02-19,esperable neoliberalismo cagar cualquiera esperanza igualdad social poder tener pais,1
945,945,945,mesiguensuspendiendo,@no_tan_obvia,2021-02-19,tanto pudor gentuza asegurado winner cosa buscar instagram hashtag pa indignar él,1
946,946,946,Rodrigo Loyola,@rorroloyolaj,2021-02-19,hoy vacunar padre antofagasta si hacer bien proceso vacunacion mas temprano lograr retomar actividad suspendido pandemia ahora cuidar yo,1
947,947,947,Paola Silva Orozco #MeQuedoEnCasa,@dipasior,2021-02-19,mientras llegar hora vacunar yo cronico deber seguir cuidandonar salir vacaciones ir mall mejor vacuna seguir casa,1
948,948,948,Alexandra Díaz Vásquez,@Alexandra_Diaz,2021-02-19,feliz ver foto persona ser vacunar emocion,1
949,949,949,#TeAposteYTePerdi,@Lostie21,2021-02-19,justificar enfermo cronico patologia solo apelar buen voluntad chileno,1
950,950,950,Jose L Acevedo,@JoseLAcevedo,2021-02-19,circo vacuna ahora unico faltar orden presidencial tatuar yo placa conmemorativo gracias ivan duque,1
951,951,951,Seba Yevenes,@SebaYevenes,2021-02-19,ajajajajaajaj desastre proceso vacunar cualquiera pelmazo menos deber vacunar verdad ir nefasto proceso chile extrano,1
952,952,952,Álvaro,@Alvaroeamz,2021-02-19,filo ir inventar cualquiera wea excusa vacunir total andar weon encajar ninguno grupo prioridad vacunado culpa sentir proceso chacreo convertir circo,1
953,953,953,Axel Troncoso,@Axel_Troncoso,2021-02-19,saltar él fila corresponder responsable po,1
954,954,954,Felipe Abalos #YoVoteRechazo,@abalosfelipe,2021-02-19,miserable alcalde estar usar vacuna fin electoral incumplir calendario ministerio salud mal total rechazo repudio tipo actitud renido moral ley,1
955,955,955,Pazz,@pazz_abarca,2021-02-19,mama vacunado tranquilidad,1
956,956,956,Sabrina Demirdjian,@sabridemir_3527,2021-02-19,completamente vacunado,1
957,957,957,Cristian Rodríguez,@CDavid_RC,2021-02-18,saber mas bonito ver foto personal medico chicanear mejor forma estar vacunar enserio si merecer amo ver publicación rostro alegria merecer chicaneo,1
958,958,958,#TeAposteYTePerdi,@Lostie21,2021-02-18,gobierno sebastianpinero junto lego drenriqueparis estar dar él prioridad vacuna influencer monitor zumbo dejar enfermo cronico ultimo prioridad nivel llegado,1
959,959,959,R. Rodríguez Oróstica,@_ObreroCs,2021-02-18,finalmente epica inicial dar paso clasico intuible saltar él fila etho criollo vez ruedo,1
960,960,960,Marce Ruiz,@mruiza,2021-02-18,variar alcalde dar jugo corresponder,1
961,961,961,LUCHO AK7,@LuchoAK7,2021-02-18,conocer 3 p ir vacunar vacuna,1
962,962,962,Claudia M. Rojas,@claumarcerr,2021-02-18,primero dosis botox vacuna covix aun llegar,1
963,963,963,Fabian Mendoza,@Fabianmendoza,2021-02-18,7854 vacunado colombia hoy corte 500 pm ir afinar ritmo,1
964,964,964,SEBASTIAN SEGURA,@spitfire3006,2021-02-18,gratificante ver amigo primero linea vacunar él asi ir ver luz final tunel poder lejos aun final seguro,1
965,965,965,Daniela Mendiz,@dmendiz,2021-02-18,final chacreo vacunasla viveza chileno finalmente aparecer desmedro grupo real riesgo,1
966,966,966,H,@hernan_sr,2021-02-18,chile igual escandalo peru diferenciar aca mas weón publicar foto carnet instagram hashtag,1
967,967,967,Alfonsina Yaikinova,@LaAlfonsina71,2021-02-18,estar vacunar mas vivo literal,1
968,968,968,Cariru,@Kariikarii,2021-02-18,vacunir enfermo cronico,1
969,969,969,Ana Sofia Sierra,@LaSierra3,2021-02-18,llegar sacar foto superar,1
970,970,970,Adry Tamayo,@AdryTamayoE,2021-02-18,ahora foto vacuneerar,1
971,971,971,ivo,@ivo_40ok,2021-02-18,gustar tener pensamiento estario bastante mas tranquilo ansiedad condenar saltar fila vacunar querer puta dar rabia aplicar sumario sanitario alcalde corrupto,1
972,972,972,#EscañosReservados,@monosdelatele,2021-02-18,alguien explicar peferencia vacunar paco vez enfermo cronico evelynmatthei deprovidencia prestar injusticia dar orden drenriqueparis ministeriosalud mininterior,1
973,973,973,Alejandra Cabrera,@AlejaCabreraP,2021-02-18,vacunar venir claudialopez si alto cobertura vacunacion alcanzar fotografia espectaculo alcanzar dosis vacuna aplicado gran trabajo equipo sectorsalud,1
974,974,974,constanza saavedra ن,@ConiscSaavedra,2021-02-18,profesor persona enfermedad cronico ambos grupo prioritario educacer derecho bien si profesor contagiar sufrir alumno si enfermo critico contagiar morir derecho vivir siempre deber ir primero,1
975,975,975,karo kardona,@karokardona7,2021-02-18,manana vacunar covid19 negar q propio culillo,1
976,976,976,El de los nombres raros,@FairlaneGhelboe,2021-02-18,acabar despertar llamado importante manana cita vacunacion covid19,1
977,977,977,Dani,@pgdl11,2021-02-18,iniciar vacunacion colombio barranquillo miredips cumplir programa vacunacion,1
978,978,978,Paula Alejandra,@AlejandraSanCo,2021-02-18,,1
979,979,979,Alejandro García,@Alejvgarcia,2021-02-18,si empezar hacer lista fila vacunar yo 1 alejandro garcia,1
980,980,980,Ivan Vasquez,@vasquezivanpty,2021-02-18,felicidad medico personal salud estar subir red foto recibir vacuna covid19 importante campana antivacuno hacer dano salud mundo exhorto subir foto hashtag,1
981,981,981,Claudio A. Vargas,@claudioskys,2021-02-18,impresionar gente joven vacunado subir carnet vacuna si trabajar empresa reparticin estatal dar prioridad calidad esencial frente persona 1860 123 enfermedad cronico dar verguenza subir foto,1
982,982,982,Gloria Ximena,@GloriaV20366345,2021-02-18,hablar si solo,1
983,983,983,C,@gold_rush28,2021-02-18,fatiga dejar vacuna desmayar pegar,1
984,984,984,MAURICIO TORRES P,@MAURICIOTPARDO,2021-02-18,gracias dio medico persona ayudar llegar pais politico gente querer ganar él ave maria ajeno recordar senor servidor publico pagar trabajo,1
985,985,985,ana beatriz pizarro,@anabeatrizpizar,2021-02-18,emocion ver vacunado,1
986,986,986,SoyPeter,@PeterStayWay,2021-02-18,preguntar claudialopez celador senor aseo tambien estar colocar vacuna,1
987,987,987,veranista,@lamentabl3ment3,2021-02-18,vacunado fin gracias minsal pesimo calendario,1
988,988,988,Cactus Del Desierto,@CactusDesierto,2021-02-18,vacunado profesor persona enfermedad cronico petiso sequito aweonao tirar bien cara rajo,1
989,989,989,Luis Valdés,@__Valdes,2021-02-18,adulto enfermedad cronico teletrabajo salir casa 3 hora semana final ultimo,1
990,990,990,Cecilia Suárez I.,@cecilia_suarez,2021-02-18,estimad tomar anticoagulante poder comentar despues vacunar él pasar compresa frio colocar lugar puncion hemorragia moreton cordialmente,1
991,991,991,Wendy Rivas,@Wyrivas,2021-02-18,si poco vacuna ciertamente vuelto acto politico demer si ver luz esperanza felicidad llegar vacuna,1
992,992,992,Dani García,@XenxuDany,2021-02-18,2 dosis puesto,1
993,993,993,UnNoEscritor,@UnNoEscritor,2021-02-18,si alcanzar personal,1
994,994,994,Diego A. Torres G.,@DiegoTorres_Fis,2021-02-18,nadie famoso asistir vacunacion pasar llorare verdad inyeccion triunfo ciencia avance tecnologico humanidad,1
995,995,995,Wilson Cediel,@cedielmarin,2021-02-18,deber acudir cita corresponder espera ser largo esperanza superar ano pandemio gobierno nacional local esperar seriedad deber ser show cada dosis,1
996,996,996,Susana Zúñiga,@Susana_ZZ,2021-02-18,feliz papas mayor 65 hoy recibir primero dosis sinovac fin estar mas protegido solo falta hermana profe ojala cambio calendario ministeriosalud poder pasar gobierno,1
997,997,997,Paulina Astroza,@PaulinaAstrozaS,2021-02-18,mama papa abuela suegra primero dosis vacuna toque edad feliz esperar volver ver él pronto,1
998,998,998,Ninita,@apsumalc,2021-02-18,gobierno llamar respetar si hacer primero serio fantastico hacer 2 dia tener fecha hoy segun nuevo calendario drenriqueparis,1
999,999,999,Manu Palominos Malbrán,@manupalominos,2021-02-18,tú si corresponder poner brazo vacunar él asi simple aunque decir gente pasar esperar sancion llamado autoridad probidad honestidad parte casa,1
1000,1000,1000,Aleidys Coll M.,@lacollphoto,2021-02-18,ver foto vacunado felicidad vacunemono esperanza,1
1001,1001,1001,Solo Es Mi Opinion,@SoloEsMiOpinio6,2021-02-18,priorizar salud vida persona procedimiento ridiculo atreverse decir farandulero hacer gobierno colombiano,1
1002,1002,1002,AModoMio,@Marfredhi,2021-02-18,enfermo cronico chile comenzar recibir vacuna covid19 segundo semana marzo apenas saber fechaparto altir vacunar yo,1
1003,1003,1003,Lipe (Apruebo + CC),@lipe_tweets,2021-02-18,escencial ministerio relación exterior si hacer mail telefono,1
1004,1004,1004,rmc,@el_mir_cas,2021-02-18,empezar piuto influencia vacunar él primero,1
1005,1005,1005,WOrMo,@uvitaortiz,2021-02-18,colombiaunico pais mundo presidente jugar publicista vida ajeno indolencia,1
1006,1006,1006,SitaToc,@SitaToc,2021-02-18,139 fallecido 139 familia llorar ser querer,1
1007,1007,1007,𝕁ota,@Jpjordan16,2021-02-18,diablo tener desordenar calendario vacunacion funcionar tanto bien,1
1008,1008,1008,Brandy,@brandy87899345,2021-02-18,mami cronica i she qe vacunar entender melda,1
1009,1009,1009,•,@R_97GL,2021-02-18,asco politiqueria cochino retrasar jornada vacunacion cali solamente honorable ministro salir hijueputo foto,1
1010,1010,1010,Don Rena,@donrenatos,2021-02-18,esperar equivocado aunque temer gobiernodechile perder humildad quiebra exito dar vuelta quedar cargado sentir experiencia,1
1011,1011,1011,sofia valdivia,@sofiapazval,2021-02-18,noticia pais latino america ir puntero vacunacion aca unico hacer boicotear todo medida orgulloso llevado pandemia gobiernodechile drenriqueparis jmanalich,1
1012,1012,1012,Isabel83,@Isabel8316,2021-02-18,tv decir q querer incentivar vacunacion bien dificil si cambiar fecha revisar calendario faltar grupo etareo trabajador educacion solo 60 mayoria profesor menor,1
1013,1013,1013,Gemita,@gedelosamuca,2021-02-18,si tú salto fila vacunacion favor presumar rrss quedar él silencio hacer bien pais tipo actitud,1
1014,1014,1014,PE,@pelguetab,2021-02-18,oír vacuna hito adema hecho relativamente orden profe suponer orden edad ahora querer colar,1
1015,1015,1015,Claudia Olmedo,@piscosommelier,2021-02-18,paciente cronica 51 ano hoy entero cambio calendario vacunacion poder evitar él llorar desconsoladamente ascua querer retomar vida mejor dicho nuevo vida,1
1016,1016,1016,César Polanía,@cjotapolania,2021-02-18,saber virus peor covid adema eterno politiqueria cochino retrasar jornada vacunacion cali senor ministro salir hijueputa foto asco,1
1017,1017,1017,Camifemininja,@camilaolazo,2021-02-18,expert explicar millon vez fach avión capacitado transporte vacuna aun persona decir lis ivionis fach serio costar entender,1
1018,1018,1018,Peter Loch Concejal de Providencia,@PeterLochT,2021-02-18,obsesion gobiernodechile vuelta clase dejar fecha vacunacion enfermo cronico cuyo patologia alto riesgo ministeriosalud,1
1019,1019,1019,Semáforo Regresivo,@semaforegresivo,2021-02-18,entonces petrogustar hacer solicitud gobierno espano donar vacuna usar gobierno molestar mismo gobierno solo traer 25000 vacuna nadie molestar si parecer sobrante usado gran nacion jaaja,1
1020,1020,1020,José B Martínez,@ElBlacho,2021-02-18,virus extremo derecho tambien extremo estupidez,1
1021,1021,1021,Catalina IP,@Catalineko,2021-02-18,esperar examen medico decir disculpar ir demorar llamar medico vacunacion importar demora alegria fiiin poder trabajar mas tranquilidad,1
1022,1022,1022,Señor Kampos (Rodrigo),@Racch2001,2021-02-18,mama fin poder vacunar hoy si mas feliz decir doler,1
1023,1023,1023,Nicolás Torres Bolívar,@Nicolas_TorresB,2021-02-18,inundir red vacunado feliz dejar odio mezquindad gracias medico enfermero personal asistencial batalla menos queja mas agradecimiento,1
1024,1024,1024,Ed Castiblanco,@IngECastiblanco,2021-02-18,poblacion colombiano 48258494 vacuna territorio 50000 vacunar 01036 solo primero dosis vacunado 18 persona 00000373 dato dar él ir bien,1
1025,1025,1025,𝒜𝓃𝒹𝓇é𝓈 ℛ𝓊𝒾𝓏 𝒢𝓊𝓉𝒾é𝓇𝓇ℯ𝓏,@kevinruizgut,2021-02-18,vacuna proximo elección reemplazar tamal bolsa cemento definitivo clase politica colombiano masa purulento,1
1026,1026,1026,"Cris
11 RAZONES (+
)",@Generacionot171,2021-02-18,recibido segundo dosis vacuno ir ultimo esfuerzo,1
1027,1027,1027,Claudio M. Velazco,@ClaudioMVelazco,2021-02-18,alegrar hoy poder empezar aplicar cada persona vacunado esperanza lucha virus toque turno,1
1028,1028,1028,nαtαliα,@pistachus_,2021-02-18,2 dosis puesto,1
1029,1029,1029,WLADIMIR GALLARDO,@Wlad_Gallar,2021-02-18,injusto criterio vacunacion persona 40 ano diabetes 50 ano cancer pulmonar tabaco 30 ano problema cardiaco obesidad estar asi auto destruir privilegiario sano,1
1030,1030,1030,David,@doleiva,2021-02-18,papas primero dosis lista proximamente suegro feliz,1
1031,1031,1031,Víctor Urbano,@vicurbano,2021-02-18,importante vacunar covid19 dejar creer decir red social vacuna seguro eficaz,1
1032,1032,1032,"Rodrigo
#CloversForAssange he/him",@RodrigoSeo,2021-02-18,saber marzo 2021 retomar dejar pendiente 2019 lucho jara mapuche toma bravo lebu arauco corte supremo panguipulli,1
1033,1033,1033,Francisco Vázquez,@Fran_Vazquez_,2021-02-18,acabar llamar decir yo madre 85 ano poner primero dosis vacuno lunes,1
1034,1034,1034,José Ignacio Solano,@pepesolano,2021-02-18,felicitar municipalidad san miguel corporacion municipal hermoso util espacio salud sar inaugurado recientemente ojala cuidir cesfam recreo munisanmiguel,1
1035,1035,1035,Adr¥ GmZ,@adrypagomez,2021-02-18,dio gracias nuevo dia gracias turno anoche,1
1036,1036,1036,Arturito 6402,@ArturitoCol,2021-02-18,ver turno aplicar vacuna adelante,1
1037,1037,1037,ROBERTO RHENALS,@ROJHY,2021-02-18,jajaja show vacuna ahora vicky davila compar circo segun paz aceptar critica jajaja,1
1038,1038,1038,GabrielPerezLira,@GabrielPerezL,2021-02-18,pfizer moderno anunciar variante sudafricano reducir eficacia vacuna coronaviru,1
1039,1039,1039,Johnny A.Angel Núñez,@jangel_87,2021-02-18,alguien poder decir funcion primordial mluciaramiraz llegada vacuna primero aplicación bogotasincelejobogota aparte posar foto hacer politiqueria ver hacer mas,1
1040,1040,1040,Cristian NR,@ChristianF_92,2021-02-18,criticar q vacuna anunciado rueda prensa foto seguimiento avion etcétera alegria tanto hpto q generar hecho q salvar vida hecho rumba nacional alborado carnaval maicenado declarar festivo,1
1041,1041,1041,PEDRO NEL OSPINA MOR,@pedronelospina0,2021-02-18,siempre resaltar personal salud politiquero mas importante vacuna foto,1
1042,1042,1042,Ernesto Yañez Selamé,@eryase,2021-02-18,hoy mision pais deber unirno hacer llamado extenso amplio necesario convocar todo apoyar difundir informar unirno bajo mismo vision bajo mismo norte vacuna salvar vida,1
1043,1043,1043,PEDRO NEL OSPINA MOR,@pedronelospina0,2021-02-18,esperanza personal salud recibir 3 dosis 2 vacuna pfizero 1 pago inmediato salario prestación social especial adeudar varios mes ano infopresidencia minsaludcol pgncol cgrcolombia,1
1044,1044,1044,Sergio garibello,@Sergiogaribello,2021-02-18,claudialopez mandar decir vacunar hermano menos char el mas trabajo,1
1045,1045,1045,LZurita Informada,@ZuritaInformada,2021-02-18,lugar vacunacion evelynmatthei pdazar mevacuno,1
1046,1046,1046,Andrea,@ndrearc,2021-02-18,si hacer ano decir q mayor alegria ir ser ponertar vacuname echar reír seguramentehoy embargo invadir emoción q explicacionsimplemente dudear poner el trata negocio tratar vida,1
1047,1047,1047,LALA OLAYA,@lalitaolaya,2021-02-18,llegar gran dia hoy 1410 vacuno,1
1048,1048,1048,Claudia Olmedo,@piscosommelier,2021-02-18,mueh buen dia,1
1049,1049,1049,carlos e perez,@cperezd,2021-02-18,vacuna deber ser popular vacunacion deber ser acto populista pedagogia comunitario seguridad utilidad vacuna deber ser cercano didactica innovador interactivo solo foto cartel retorico,1
1050,1050,1050,Álvaro M.,@AlvaroApaMor,2021-02-18,tiempo recibir mensaje abuelo puesto primero dosis vacuna bendita alegria,1
1051,1051,1051,Ricardo Cárdenas Cor,@RicardocCard,2021-02-18,hoy sentir mas feliz puesto segundo dosis covid esperar reacción,1
1052,1052,1052,Cris que pasó,@crisotero1,2021-02-18,ayer vacunir segundo dosis covid19 experiencia nefasto parecer dado molida palo cuerpofiebre vomito esperar asi ir ver si dormir,1
1053,1053,1053,MÓNICA MADROÑERO,@ANDREAA0223,2021-02-18,tardar debian sueldo masacre duque quedar grande obvio cierto mas alivio vacuna llegado alabar duque definitivamente ciencia definitivamente si,1
1054,1054,1054,Stephanny,@stephannylopezc,2021-02-18,querer utilizar hashtag llegado 50 mil vacuna mas 35 millón habitante serio humillacion,1
1055,1055,1055,Jair Rodríguez,@jair3337,2021-02-18,razon duque pedir 50mil vacuna poner 18 18 ir durar ano felicidad desgraciado minsaludcol,1
1056,1056,1056,Zulma Cucunubá,@ZulmaCucunuba,2021-02-18,prioridad vacunar mayor cantidad persona posible mayor numero hora dia posible deber dar espera evento funcionario protocolo estrictamente tecnico,1
1057,1057,1057,Silvana Zapata Bedoya EPI-SIG-DS,@solsilvanazb,2021-02-18,buen hoy dia protocolo bien cerrar capitulo serio mas foto persona vacunado menos acto protocolario,1
1058,1058,1058,WOrMo,@uvitaortiz,2021-02-18,poder asegurar sra tú tambien fondo saber si uberrimo quedar amazona olvidado tú sra vivir,1
1059,1059,1059,WOrMo,@uvitaortiz,2021-02-18,lamento bajar el nube vez mas gratis q dar él gracias vacuna dinero vacuna salir bolsillo tú mismo decircon impuesto pagar x vacuna dejar meter dedo culete,1
1060,1060,1060,Mario Aguilera,@marioaguilera4,2021-02-18,ahora ir bien vacuna varios lugar comenzar preocupacion deberir haber llegar noticia ojalo llegar luego,1
1061,1061,1061,WOrMo,@uvitaortiz,2021-02-18,dentro planeacion estrategico vacunacion nacional gobierno colombiano olvido amazona pasar dia santo inocente pa hoy,1
1062,1062,1062,WOrMo,@uvitaortiz,2021-02-18,departamento amazona,1
1063,1063,1063,Melissa Roca Moreno,@MelyRocaM,2021-02-18,hoy despue mes sentir esperanza felicidad revisar prensa noticia contar dia mama papa todo familia poder vacunar gloria dios hacer posible,1
1064,1064,1064,Fabi.,@Mayer__,2021-02-18,parecer tuit leer repetir polola contagio covid enfermer vacunado vacuna servir vacunense,1
1065,1065,1065,Hayra Francisco,@Hayrafrancisco,2021-02-18,querer vacunar él beber cleren fumar hookah andar motor casco,1
1066,1066,1066,andrey quiroz,@andreyquiroz,2021-02-18,gran trabajo sacrificio hacer presidente ivanduque ministro fruizgomez deberir primero linea vacuna merecer,1
1067,1067,1067,izzie,@LizMejiaP,2021-02-18,unico miedo vacuna sarscov2 chuzon,1
1068,1068,1068,Manuela Dugand A.,@la_mamue,2021-02-18,si senorar manana vacunar clinicasomer pequeno victoria pesar despelote,1
1069,1069,1069,René Chávez V.,@AeroRana88,2021-02-18,funcionario publico parecer descriterio focalize pp cronico hermano cronico incluso oxigeno producto virus tener vacuna extrano pcr,1
1070,1070,1070,Brayan Vargas,@Bravarman1,2021-02-18,izquierda parecer patetico denuncia perdido dosis min despejo duda dejar marchar plan vacunacion paz caer fake news desespero cualquiera burrada denunciar compartir,1
1071,1071,1071,Pilar,@Pilar12761820,2021-02-18,calendario vacunacion confuso ministeriosalud ir cambiar semana semana priorizar rezagar grupo confundir poblaciontener problema comunicacional grave drenriqueparis senamagob seremisalud8,1
1072,1072,1072,ᴊᴜᴀɴꜱᴇ,@itrai2009,2021-02-18,esperanza fe ir salir noche oscuro,1
1073,1073,1073,Forkyn Piña Castillo,@forkyn_pina,2021-02-18,gracias dio inicio proceso vacunacion covid19 rd gran oportunidad brindar autoridad volver normaludad,1
1074,1074,1074,Gonzalo Velásquez,@Gonzalovelas,2021-02-18,poquito tarde empezar alla mas teso maduro mas rapido chile mucho foto show apenas 08 conformar pocoay twitterlandia impoluto ostentar vida proyecto perfecto saludar,1
1075,1075,1075,the marwazord,@marwazord,2021-02-17,poder vacunar él mama alergico penicilina,1
1076,1076,1076,Informativo,@Informa03058490,2021-02-17,volver tendencia mes elegir vida,1
1077,1077,1077,Gisela Gutiérez,@Ginagutierrezg,2021-02-17,pais mas sano productivo familia suen querer seguir cumplir,1
1078,1078,1078,Claudio A. Méndez,@claudiomendez,2021-02-17,laslo colocolinaso vacunado creer vacuna venir 5g pagar mandar brazo,1
1079,1079,1079,María del Rosario Guerra,@charoguerra,2021-02-17,gran noticia presidente ivanduque confirmar proximo 24 febrero llegar segundo lote 50 mil vacuna pfizero,1
1080,1080,1080,"AG (RE) POLICÍA NACIONAL
Jesús Nova González",@NOVAYPUNTO,2021-02-17,tomar él foto primero vacunado soberano estupidez sr ivanduque mas aun si vacunado deber 8 mes salario,1
1081,1081,1081,Danny M.®,@DannyConta,2021-02-17,ganar domicilio suficiencia levantar cabeza 1 3 marcador final,1
1082,1082,1082,Marco Antonio,@ReisboyPhD,2021-02-17,aun actualizado calendario pagina gobiernodechile esperar saber si informar,1
1083,1083,1083,Sugus de Piña,@sugus_azul,2021-02-17,foto ir tal velocidad foto fota justo necesitar mas ponerno lio menos postureo,1
1084,1084,1084,Pato,@patodiax,2021-02-17,cagaz hoy seguir provocar desplazar enfermo cronico fecha vacunacion,1
1085,1085,1085,𝑱𝒂𝒇𝒓𝒆𝒖𝒓𝒚 𝑫𝑵,@JafreuryD,2021-02-17,presidente vacunir vacuno paso todo poner aun si saber venir vacuna ver presidente ponerselo,1
1086,1086,1086,Vem vacina,@bacbc_bz,2021-02-17,etapa 5 fase 2 lista vacuna esperar turno,1
1087,1087,1087,Juan DZ,@JuanDZ01,2021-02-17,acabar llamar decir yo manana vacunar precipitar tras tocar agenda trabajo vacuna,1
1088,1088,1088,Paola RuizdeViñaspre,@pruizdev,2021-02-17,colmo seguir postergar vacunacion enfermo cronico presión politico economico siempre,1
1089,1089,1089,c. Karen Guillén,@kguillenp03,2021-02-17,mientras,1
1090,1090,1090,Yefri Duvergé,@YefriDuverge,2021-02-17,si presidente ser primero recibir vacuna aunque tocar pueblo tener miedo vacunar él,1
1091,1091,1091,Joe Hurtado Plata,@JoeHurtadoP,2021-02-17,tono unido b vacunacion bobolombio vivir bobo mayor ivanduque,1
1092,1092,1092,Paula Andrea,@grpaulaandrea,2021-02-17,vacunir profesional salud,1
1093,1093,1093,Laura M Camargo G,@LauraCamargo_,2021-02-17,esperar hoy ir salir ir 3 vacunado colombio foto hoy,1
1094,1094,1094,Pamela Gonzalez,@Pame_Pastelito,2021-02-17,esperar equivocar yo pasar vacunacion respetar calendario vacunar reflejar chile salvar mas pillar q esperar vacunacion edad ser correcto vacunar dic drenriqueparis,1
1095,1095,1095,Paty Isa,@Paty_Isa,2021-02-17,poder creer enfermo cronico desplazado vacunacion ser segundo grupo mayor riesgo ministeriosalud drenriqueparis pdazan sebasugar tú sebastianpinerar,1
1096,1096,1096,DIEGO LUIS GARCÍA,@diegoluisgarci,2021-02-17,entender descontento x razon respecto vacuna pasar decir dpto sucre escogido experimento ser primero recibir vacuna acto grande ignorancia irresponsabilidad,1
1097,1097,1097,odnanref ojetnom,@fmontejo,2021-02-17,dia dar permiso plan vacuna tocar alla despue julio 2022,1
1098,1098,1098,ximena aguilera,@ximenaguilera,2021-02-17,mas ordenado logica sanitario ir bajar edad incluir cronico bajo control calendario progresivo vacunacion covid19 incorporar grupo trabajador prioritario prestar presión desconfianzo,1
1099,1099,1099,Euge Díaz #yomevacuno,@eugediazb,2021-02-17,tal destacer minuto adulto mayor mostrar respeto estatura moral ir caer drasticamente medida bajo edad vacunar él,1
1100,1100,1100,Cristián delCampo SJ,@delcamposj,2021-02-17,recibido vacuna impecable proceso bien informado rapido amable gracias todoso hecho posible,1
1101,1101,1101,PorUnMundoMejor,@lilydoco,2021-02-17,visto esperanza olvidar busca bajo cielo hombre octavio paz,1
1102,1102,1102,Manuela Valencia,@didirutados90,2021-02-17,si feliz inicio vacunacer,1
1103,1103,1103,Juan Manuel,@Puerrres,2021-02-17,mandar decir lafaurie cabal usar gustar mas,1
1104,1104,1104,Alᷝfᷫrͬeͤdͩoⷪ O. Frͬaⷶnᷡcⷭoⷪ,@fran_alfredo,2021-02-17,gastar papel sino vacuna,1
1105,1105,1105,MadammeFortysss,@macorepe,2021-02-17,decir fecha epsfamisanar ultimo grupo retorno activo ser cosa ser musictrendscol,1
1106,1106,1106,Alejandra Lasso T,@aleltbd,2021-02-17,100 pm llegar cali vacuna,1
1107,1107,1107,Andrea,@Juridicoandreb1,2021-02-17,cuerpo medico colombio abuelo padre,1
1108,1108,1108,Albeiro Bejarano M,@albeirobejarano,2021-02-17,dar covid19 comorbilidad asi ultimo igual,1
1109,1109,1109,Angela Sánchez Leal,@AngelaSanchezL,2021-02-17,vacunacion corrupcion atento denunciar cualquiera acto corrupcion poder presentar proceso vacunacion,1
1110,1110,1110,Maca M.,@maca_m91,2021-02-17,vacunado cisterna rapido atencion gimnasio municipal manuel rodriguez solo deber esperar 30 min despue precaucion munilacisterno,1
