,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
1500,1500,1500,Germán L Parra C.,@GermanLParraC,2021-02-15,monto caballo caballo vacaciones demoran,1
1501,1501,1501,diana herrera duque,@dhdarquitecta,2021-02-15,celebrar deberia ser ultimo vacunarse asegurando lleguen hacen falta,1
1502,1502,1502,Joe Hurtado Plata,@JoeHurtadoP,2021-02-15,verdad celebrando llegaron vacunas mientras lleva vacunado mas millon medio personas pais ignorantes van hacer pa politicos corruptos duden,1
1503,1503,1503,simon meza,@SimonMeza99,2021-02-15,si vacunas tan malas dicen prefiero asumir asi tener tambien pequena esperanza despues malo pasado,1
1504,1504,1504,a,@alejojimenez83,2021-02-15,vote centro democratico osea nunca,1
1505,1505,1505,AlfredoPeña (E),@AlfredoPena27,2021-02-15,miercoles enfermera instituto nacional cancerologia sera primera vacunada pais,1
1506,1506,1506,David Mateus,@David__Mateus,2021-02-15,creo comunicaciones presidencia equivocaron hashtag creo hashtag debio ser ocupa mas caracteres comunica mejor anticipa ataques,1
1507,1507,1507,Arturo Arismendi,@r2d2arismendi,2021-02-15,llegaron jajaja dejando bobada bueno llegaron,1
1508,1508,1508,Dario Coral,@jdcoralc,2021-02-15,extrano papayera jorge alfredo haciendo minuto minuto,1
1509,1509,1509,Juan Pablo Bonilla,@spyficwriter,2021-02-15,vacuna pfizer estan vainas van meter vacuna guatemalteca rabia canina ojo,1
1510,1510,1510,Johan S .Valencia D,@JohanvDuarte,2021-02-15,si si si llegue momento hare feliz,1
1511,1511,1511,Bolivia Oñate,@boliviao,2021-02-15,todas cosas imposibles mientras parecen,1
1512,1512,1512,Dario Coral,@jdcoralc,2021-02-15,mil dosis25 mil colombianosni personal medico hagame hptafavor,1
1513,1513,1513,Tatiana Moreno Vasco,@TatianaVasco_,2021-02-15,asi vacuno vacuno,1
1514,1514,1514,William Mantilla Rueda,@williamhhhh,2021-02-15,v vacuna v victoria presidente ivan duque hoy comienza principio fin covid19 colombia victoria ciencia humanidad esperanzador arribo mil vacunas pfizer colombia,1
1515,1515,1515,Juan Guillermo Romero,@romerojuangs,2021-02-15,llegada vacunas colombia excelente noticia empezar programa vacunacion vacunas hacer politica quieren hacer sectores politicos,1
1516,1516,1516,Julián David Rincón,@JulianDRinconS,2021-02-15,llegada vacunas luz final tunel pasado situacion compleja pais vacuna reactivacion economica desarrollo sociocultural normalidad creo hoy empezamos proceso importante,1
1517,1517,1517,rosanna pinedo,@RosannaPinedo,2021-02-15,hoy pierdo prevencion accion,1
1518,1518,1518,SYLVIA E,@Sylvia_ERL,2021-02-15,ojos cerrados veo hora llegue turno mas felicidad da primero vacunen esposo dos hijos medicos juegan vida pacientes,1
1519,1519,1519,Héctor Romero,@Hectoriante,2021-02-15,marta lucia ramirez vacunen glifosato,1
1520,1520,1520,Juan L,@JuanTdot,2021-02-15,momento demagogia populismo dice duque mientras hecha flores mil vacunas llegan mil personas despues casi mil fallecidos caradura,1
1521,1521,1521,Jose Villegas,@JoseVillegasGir,2021-02-15,,1
1522,1522,1522,DIANA GARCIA GUERRA,@DianitaPGg,2021-02-15,aunque paises llevan ventaja llegada dosis paso esperanza esperare turno mientras ruego camino embolaten abuela mama,1
1523,1523,1523,Javier Herrera,@Javierhum37,2021-02-15,cantidad vacunas llegan alcanzo,1
1524,1524,1524,Pafflina,@pafflina,2021-02-15,si capaz votar santos preservar acuerdo paz petro demostrarle duque tenia tooodas capaz desearle presidente plan vacunacion salga debe ser,1
1525,1525,1525,JhonAnder,@Jhonloto1986,2021-02-15,si vacunas,1
1526,1526,1526,Hernando Baquero,@hmbaquero,2021-02-15,noticia llegada pais primer lote vacunas debe llenar ilusion reto apenas inicia,1
1527,1527,1527,J.Mariño,@jmarino43,2021-02-15,senor presidente,1
1528,1528,1528,Crocs con Brazalete,@felixmvz,2021-02-15,vacuna mas iva reforma tributaria segura,1
1529,1529,1529,Calorina,@CarolaDetal,2021-02-15,si hecha lagrimas saber empezo recta final pandemia mierda,1
1530,1530,1530,Hernan Darío,@yo_elperiodista,2021-02-15,creo ciencia creo aqui renace esperanza quiero ver mas gente morirse esperare turno,1
1531,1531,1531,Nubia Parra,@nubia__parra,2021-02-15,bno gracias dios,1
1532,1532,1532,Hernán MEJÍA,@HernanMejiaJara,2021-02-15,confio vacunas confio ciencia,1
1533,1533,1533,MadammeFortysss,@macorepe,2021-02-15,van terminar vacunando hermana pinchazo pondran color rosa,1
1534,1534,1534,Ahmed,@AhmedJr,2021-02-15,si veo vaso medio lleno medio vacio izmierda pais felicitaciones,1
1535,1535,1535,Margarita Arango,@margaritarangob,2021-02-15,si celebro lleguen aplaudo esfuerzos gobierno choca criticadera da esperanza saber pronto empezara cuenta regresiva acabar pesadilla virus,1
1536,1536,1536,Jorge Buitrago,@JorgeBuitragoT,2021-02-15,covid van vacunar ojala algun momento permitan privados comercialicen vacuna asi podamos acceder correr riesgo pasar nuevo pesadilla entiendo niegan vacunarse,1
1537,1537,1537,Juan Antonio Gómez,@jagomezp99,2021-02-15,dejen amargar fanaticos incapaces reconocer aciertos oposicionhoy fin llegaron primeras vacunasy empezara proceso vacunacion previsto dia historico primer gran paso superar crisis,1
1538,1538,1538,EsferaDe4Estrellas,@EsferaE,2021-02-15,animo colombia,1
1539,1539,1539,Gloria Díaz Martínez,@GloriaDiazM,2021-02-15,sigo aportando cuidado lavado manos distanciamiento fisico uso permanente tapabocas dicho escenario pandemia,1
1540,1540,1540,Tatiana Ximena,@TatianaSol26,2021-02-15,pena incredulos piensan pocas dosis si pocas aquellos solo opiniones negativas emociona ver llegan primeras dosis vacuna,1
1541,1541,1541,Josué Henao,@HenaoJosue,2021-02-15,vamos iniciar vacunacion,1
1542,1542,1542,JC,@juank8112,2021-02-15,quisiera decir solo vacunas,1
1543,1543,1543,Silvia Arévalo,@Silvia_arevalop,2021-02-15,tarde llegaron feliz medicos aquellos recibiran primeras dosis,1
1544,1544,1544,Paulo Mendoça Jiménez,@bogotano_1538,2021-02-15,si petro presidente nunca va ser estaria recibiendo terminal terrestre transporte goticas milagrosas san gregorio llegadas venezuela cuba,1
1545,1545,1545,Paula Gonzalez,@PaulaJGonzalez,2021-02-15,unica forma ver vicepresidenta representa trabajarla llegada vacunas interrumpieron vacaciones bienvenida nuevo labores,1
1546,1546,1546,Mi Patria,@VISIONCBIA,2021-02-15,increible lloraton mamerta triunfo gobierno vacunas,1
1547,1547,1547,Alberto Jimenez,@calberto1960,2021-02-15,vacuno nadie garantiza segunda dosis salio recibir caja payasos gobierno,1
1548,1548,1548,Ciudadano.,@Alejoportilla,2021-02-15,felicitaciones senor presidente ministro salud llego cargamento primer lote vacunas pfizerahora esperar cronograma vacunacion hoy 00 pm,1
1549,1549,1549,Sebastián Sierra A.,@sebasierra93104,2021-02-15,disque promueve gobierno llega pais lote alcanzaria vacunar si quiera personal salud pais semejante show tan,1
1550,1550,1550,jose vicente romero,@tobiro193,2021-02-15,claro,1
1551,1551,1551,Darwin,@Darwin35291515,2021-02-15,hijos rachel emmanuel flia ciudad pais hoy dia felices llenarnos esperanza menos colombianos van tener oportunidad vacunarse,1
1552,1552,1552,alejandro,@alexin_76,2021-02-15,armaron plan retorno clases pensando todas familias chile nana,1
1553,1553,1553,Pía,@piazol,2021-02-15,primera dosis lista mas feliz lombriz,1
1554,1554,1554,Ruth Muñoz,@rmovando,2021-02-15,maipu vacunan profesores solvo mas anos niegan vacunas cesfam luis ferrada,1
1555,1555,1555,Paola Parra Avello,@Coralsol,2021-02-15,papas estan vacunadosestoy feliz,1
1556,1556,1556,Rosario Olivares Saavedra,@RosarioOlivares,2021-02-15,alguien sabe si personas cuidadoras enfermos derecho vacunarnos,1
1557,1557,1557,Ronald,@ciufile,2021-02-15,ambos papas vacunados tranquilidad indescriptible,1
1558,1558,1558,Carol,@SurAzulCarol,2021-02-15,visto fotos videos gente vacunandose mansa aguja pinchan,1
1559,1559,1559,SebAsTiAN,@SebasSalcedoC,2021-02-15,paris hace falta xilofono transiciones saludos,1
1560,1560,1560,Rorro Maldonado J,@RorroMaldonadoJ,2021-02-15,ministro empieza hablando ninos cancer pensandoesperando pacientes oncologicos prioridad vacuna asi ffaa todavia,1
1561,1561,1561,Claudio A. Vargas,@claudioskys,2021-02-15,ministro paris da avisos parroquiales principio jajajaj ademas nota detesta subsecretario xd,1
1562,1562,1562,Conshelalora,@Sopaipa,2021-02-15,lista primera dosis desinovacen nunoa republica siria ordenado expedito proceso manana solo vacunan adultos mayores profesor toda edad acreditandose certificado pide clave unica cedula,1
1563,1563,1563,Moya #iMision ®,@padremoya,2021-02-15,casi millones vacunados vamos puede,1
1564,1564,1564,Sergio Romero Verdugo,@Chico_Romero,2021-02-15,clases colegios deberian comenzar despues cada profesoras profesores vacunen segunda dosis,1
1565,1565,1565,Fran,@franubio,2021-02-15,pretenden profesores vuelvan trabajar marzo si solo vacunando mayores anos sirve vacunar profes si aun hacen estudiantado estan condiciones volver clases presenciales,1
1566,1566,1566,karlaamigo,@karlaamigo1,2021-02-15,segun simulacion avance inmunizacion poblacion estaria vacunada dias mas junio,1
1567,1567,1567,alexandra,@alchildso9121,2021-02-15,acto responsabilidad,1
1568,1568,1568,Cami,@CamiArmy95,2021-02-15,ojala mundo suba foto vacuno todes quieran vacunarse aun foto despues chata pandemia,1
1569,1569,1569,𝓛𝓪 𝓜𝓲𝓼𝓼,@I_stay_home,2021-02-15,leo colegas profes faltarse respeto grupos facebook debido tema vacunaya parecer varios entienden leen ademas creen ser prioridad claro ire corresponda grupo etario,1
1570,1570,1570,Cinnaw,@MelodiaPerdida,2021-02-15,supone vacunacion profesores mayores sabido casos educadores tantos vacunan solo ser hijos alguien personal salud,1
1571,1571,1571,"C
SMiCO",@Antrigle,2021-02-15,hola mama va vacunar cree vacuna peligrosa cree vacunado enfermado muerto tv dice habra algun documental revista electronica algun medio ensenarle vacuna segura,1
1572,1572,1572,LUCHO AK7,@LuchoAK7,2021-02-15,entonces familiares vecinos mayores enfermedades podran vacunar vacuna,1
1573,1573,1573,LaMorito,@Morit0,2021-02-15,mama hizo pinchasion,1
1574,1574,1574,Mariana Thamar,@MarianaThamar,2021-02-15,viejuja hizo hoy dia mas efecto vacunas dejar pelin resentida zona ver si ganamos maldito covid,1
1575,1575,1575,Pepito Nacho,@pepitonaxo,2021-02-15,vacunado,1
1576,1576,1576,Javiera Araya,@Javiarayasalas,2021-02-15,acaban vacunar papas meses esperando aguante lxs profesores,1
1577,1577,1577,Daniela Calle,@Santa_Dany,2021-02-15,primera vacuna humana usada mas anos investigacion desarrollo vacunasninguna vacuna partio cero todas usaron estudios previos adaptandolos nuevo virus,1
1578,1578,1578,#NelsonClub,@NelsonClub30,2021-02-15,encuentro insolito locales vacunacion pongan horarios tarde vacunacion numeros vacunas limitados centro bibliotecario pte alto acabaron am aprox mala informacion red salud,1
1579,1579,1579,Tatán!!!!,@cristian_rb28,2021-02-15,listo vacuna,1
1580,1580,1580,Mario Godoy Arredond,@XD_Mario_UC,2021-02-15,acompane progenitora vacunarse creo tener personas mas anos haciendo fila pie grados bastante irresponsable proceso puede hacer mejor,1
1581,1581,1581,La_magiadelsur,@La_rafaella_,2021-02-15,plancha jugo estan dando colegas profesores dejeron claro hoy dia vacunacion mayores,1
1582,1582,1582,Caro,@carolina_frias,2021-02-15,esperando foto colegas vacunados,1
1583,1583,1583,Alejandra Astaburuaga,@ale_isadora31,2021-02-15,arranque ratito acompane mama vacunarseya estan listos tata mama contentisima,1
1584,1584,1584,Isabel,@isita,2021-02-15,estan siendo dejados lado privilegiar exigencias gremios economicos total colegio asmaticos sindicatos pacientes oncologicos,1
1585,1585,1585,PARKER,@javiparker2,2021-02-15,obvio si encuentro irresponsable gente antivacuna alguna sancion quieran vacunar ojala si,1
1586,1586,1586,Carola_La_Hackeada,@Carola_GM,2021-02-15,asi plan si estan vacunando gente empresas bancos cajas compensacion poblacion normal,1
1587,1587,1587,La ChiCat Rocío®,@LaChikRocio,2021-02-15,toda info leido grupos fb profes llego siguiente conclusion queda criterio vacunatorio,1
1588,1588,1588,0100110001011000011,@633bombero,2021-02-15,parece genial vacunen profesores solo adelantar ingreso clases aun inmunidad solo negocio educacion parece totalmente irresponsable,1
1589,1589,1589,Diego,@diegogaluc,2021-02-15,profe puedo vacunar esperar aun supone partian arriba info demas edades,1
1590,1590,1590,Ale,@Alepolig,2021-02-15,mama vacunada comienza mejorar,1
1591,1591,1591,José Alfredo Rizek,@RizekJa,2021-02-15,tan pronto esten disponibles,1
1592,1592,1592,alvaro hernan piedra,@HernanPiedra,2021-02-15,vacunarse acto responsabilidad proteccion demas,1
1593,1593,1593,EstebanKrauseAlcalde,@KrauseAlcalde,2021-02-15,apoyare regreso presencial clases alumnos profesores asist educacion mientras esten inoculados segunda dosis vacuna seguro retorno estan condiciones,1
1594,1594,1594,fuego lento,@fuegolento9,2021-02-15,creo q enfermos cronicos comorbilidad deberian ser prioridad,1
1595,1595,1595,Alice Ψ,@AlicMalag26,2021-02-15,bueeeenos dias hoy inicia oficialmente cartel vacunas,1
1596,1596,1596,ℒ𝒶ℳ𝒶𝓁𝒹𝒾𝒾𝒾𝓉𝒶𝒰𝓁𝓁𝓈,@Insoopoortablee,2021-02-15,fila enorme lugar abuela debe vacunarse da vuelta establecimiento educacional destinado vacunacion ademas vacunas aun llegan impresentable,1
1597,1597,1597,Erika Vélez,@nenitavelez,2021-02-15,empiezan llegar vacunasuna luz camino,1
1598,1598,1598,Audrey Hepburn,@Crazyfbitch,2021-02-15,lista vacuna,1
1599,1599,1599,Calidad aire Osorno,@AireOsorno,2021-02-15,si va vacunarse favor olvide usar filtro solar ropa comoda sombrero traer agua algun tentempie liviano caso espera mas larga esperado ej fruta barra cereal,1
1600,1600,1600,Sack Vega,@SackVega,2021-02-15,hoy llegan primera mil vacunas podra vacunar poblacion grande,1
1601,1601,1601,Alejandro Rodríguez-Gijón,@Gijon_sc,2021-02-15,nunca tarde decir,1
1602,1602,1602,Asier Guerra,@asierg84,2021-02-15,segunda dosis puesta,1
1603,1603,1603,@Alex,@Alex,2021-02-15,alguien podria ayudarmanana vacunan profesores solicita certificado mineduc indique estan contratados trabajandoque pasa profesores titulados estan cesantes trabajen colegios,1
1604,1604,1604,Cesar Bascuñán,@Cesarbascunan,2021-02-15,entonces profesores vacunamos manana rango etareo comunas llaman vacunarse manana importar edad,1
1605,1605,1605,Luis P,@lpenna3377,2021-02-15,papa pudo vacunarse veraneantes ocuparon todas dosispor crestaque falta concienciay despues salen pueblo ayuda pueblo,1
1606,1606,1606,MalaCiencia,@ciencia_mala,2021-02-15,acepto voluntariamente administre compuesto aprobado emergencia considero beneficio recibirlo supera riesgo eventuales reacciones adversas,1
1607,1607,1607,Rafael Vignoli,@VigRafa,2021-02-15,primero marzo cumplo anos docente departamento bacteriologia virologia facultad medicina universidad republica toque,1
1608,1608,1608,Margarita Sakuragi,@Dezenfokada,2021-02-14,podemos vacunar cero aporte sociedad pregunta seria,1
1609,1609,1609,Yafui,@yafuianonima,2021-02-14,vacunaron mosquitos vos,1
1610,1610,1610,Cristina Gomez Menor,@CgomezMenor,2021-02-14,segunda dosis puestaespero breve vacunados,1
1611,1611,1611,Francesca Gianoni,@francescasu,2021-02-14,funciona sistema vacuna profesores documentos necesitan partir cualquier lugar vacunacion,1
1612,1612,1612,Matías Castañeda,@SoyDePeronYEva,2021-02-14,tenian adentro ahora cada dia mas golosos gorilas,1
1613,1613,1613,Matías Castañeda,@SoyDePeronYEva,2021-02-14,macri fueros jueces mejor,1
1614,1614,1614,R D,@rdiazsilva,2021-02-14,trabajadores supermercados especial cajeros vendedores entran categoria personal funciones escenciales atencion directa ciudadaniaagradeceria respuesta aclaratoria,1
1615,1615,1615,Enfermero Sierra,@0mnisciente,2021-02-14,segunda dosis puesta,1
1616,1616,1616,Kachkaniraqmi,@Kachkaniraqmi94,2021-02-14,vizcarra vacuno usando cargo politico mintio pais consecuentes indignacion apoyemos vacunemos,1
1617,1617,1617,Submúndico®,@submundico,2021-02-14,buenos dias madarfackarsno trata si aun creemos amor sino si amor aun cree nosotrosfeliz dia san valentin mundo,1
1618,1618,1618,Daniel,@danyrengo,2021-02-14,lunes centro vacunacion buenos dias profe vengo vacunarme consta usted profesilencio breve pienso decir mientras esten sentados silencio ahora si descubra brazo,1
1619,1619,1619,Rudy Rivera,@RudyRiveraB,2021-02-14,primer milloncon llegada dosis vacuna sinopharm aseguro medio millon peruanos reciban dos dosisningun congreso mediocre ninguna mafia podra sabotear esperanza pueblo,1
1620,1620,1620,Aly_12_208,@Aly_12_208,2021-02-14,gente profe trabaja profe educacion superior derecho vacuna,1
1621,1621,1621,Diego Henriquez,@DiegoHesaez,2021-02-14,manera acreditaran auxiliar informatico ademas psicologos asistentes sociales,1
1622,1622,1622,Rosario Quillatupa,@chariito_2607,2021-02-14,llegaron mil mas millon osea mil vidas inmunizadas fuerza hermanos salimos juntos resistamos mas olviden votar golpistas,1
1623,1623,1623,Rosa Maria Montero,@rochimonterom,2021-02-14,llego do lote vacunas,1
1624,1624,1624,Gonzalo Lumbreras,@llumbreras99,2021-02-14,llegado jorge chavez mil dosis completan primer millon vacunas sinopharm mil personas primera linea batalla seran vacunadxs vamos peru,1
1625,1625,1625,Jean Fernandez Tapia,@Jeanpierreft,2021-02-14,llego segundo lote mil vacunas sinopharm peru esperanza sigue iluminando camino derrotar covid19,1
1626,1626,1626,Itupetpe,@ituperpe,2021-02-13,cavalencia leningrado sputnik5 habanateheran soberana02peror qiencuandodondecomo creo qe grupo viejo74pobresolo mufacefuncionario sano leido,1
1627,1627,1627,georgedelaselva,@george197409,2021-02-13,contado aca vacunara piense hagalo usted hagalo,1
1628,1628,1628,Claudia Olmedo,@piscosommelier,2021-02-13,volvieron calambres brazos piernas manden fuaaa recomendaciones netflix cama dicho,1
1629,1629,1629,Dani AP,@dani_awilo,2021-02-13,tenia razon vacuna gente habiamos pasado puta locura menuda dia cama febricula malestar,1
1630,1630,1630,Néstor Centra,@nestorcentra,2021-02-13,campana anti vacunas contrarresto pedian politicos vacunaran primero ahora dicen dan primero mama ahora reclaman vacunarse parte sociedad hipocrita espasmodica,1
1631,1631,1631,xime araujo,@XimeAraujo,2021-02-13,alguien sabe si personas problemas renales pueden vacunar,1
1632,1632,1632,Luis Placencia,@lplacencia,2021-02-13,alguien sabe si enfermos cronicos vacunan partir calendario ahora salen seria bueno aclarase punto,1
1633,1633,1633,#YoMeVacuno,@rumboalhospital,2021-02-13,congreso jodido,1
1634,1634,1634,Meda!,@Meda18,2021-02-13,asusta vacunacion yendo tan rapido bien onda chile saliendo bien,1
1635,1635,1635,ricardo celis #Apruebo,@ricardocelis,2021-02-13,exitoso plan personas febrero habla bien sistema publico salud adecuado estrategia buen punto favor gobierno,1
1636,1636,1636,Fernanda,@Fercilidad,2021-02-13,colegas profesores consultorio dijeron sirve cualquier medio comprobacion titulo credencial carnet liquidacion etc,1
1637,1637,1637,Lorena V,@Lorenavasrojas,2021-02-13,da sensacion prefieren encontrarle ir vacunarse intentenlo documento mano,1
1638,1638,1638,Ángel Ramírez,@nirvanAngel29,2021-02-13,vacunar l profes paso vuelta clases presenciales todavia veo nadie elaborando plan retorno aquellos colegios mas nin x sala manteniendo distanciamiento apenas caben profes hacer turnos,1
1639,1639,1639,Patricia Hernández Gatica,@_patriciaH,2021-02-13,facil descargar documento acreditar trabajamos educacion solo necesita clave unica,1
1640,1640,1640,Felipe Abalos #YoVoteRechazo,@abalosfelipe,2021-02-13,parece alcaldes esten saltandose calendario vacunacion ojo hacen claramente tema netamente electoral interesen cajeros supermercados dependientes retail,1
1641,1641,1641,Ariel Lin,@ElArielin,2021-02-13,profesoresasasistentes educacion parvularios van acreditar q trabajan institucion educacion cualquiera podria decir trabajan alguno,1
1642,1642,1642,Coke Pinto,@Coke92,2021-02-13,termine pandemia ministro paris deberia dar informe epidemiologico corbata cabeza,1
1643,1643,1643,Lulú de Carton,@_Lulu_d_carton_,2021-02-13,rabia tan pesado periodista hizo pregunta obvia credencial profesora gente inescrupulosa siempre diran profesores culpa quizas pueda vacunar,1
1644,1644,1644,Esteban Cid,@19deAbrilde1925,2021-02-13,parece excelente l profesores vacunados si ninos jovenes sido vacunados considero mala decision insistir vuelvan clases colegios,1
1645,1645,1645,Deborah A. Passache,@DeborahPassache,2021-02-13,relajese ministro hizo mal vacuna,1
1646,1646,1646,니콜 Nicole⁷ MINMARCH,@DaughterotMoon_,2021-02-13,acredito profesora si parte colegio profesores inscrita profesion carnet profes pasa mismo igual edad toca vacunarme junio,1
1647,1647,1647,Catalina Mondaca,@MondacaCatalina,2021-02-13,destemplado soberbio ministro hoy si quiere recibir preguntas debe suprimir instancia pena toda diplomacia desvanezca simple valida pregunta,1
1648,1648,1648,Juan Javier Cárdenas,@JuanJavierCrde1,2021-02-13,enojo paris,1
1649,1649,1649,Daniel Diaz N.,@ddiazn,2021-02-13,ministro paris comio leon desayuno reacciones creo contraindicaciones vacuna,1
1650,1650,1650,Don DICHO,@dicho_don,2021-02-13,enojo chico qlcorto estatura corto genio,1
1651,1651,1651,Marcepue,@marcepue,2021-02-13,ministro profes pertenecemos colegio profesores carnet dice profesores queda claro debemos llevar poder vacunarnos,1
1652,1652,1652,camilo (pecco) jara,@CamiloPecco,2021-02-13,profesor intente vacunarse punto by ministro paris,1
1653,1653,1653,loreval,@lvalbaeza,2021-02-13,periodista pelea rueda prensa hoy,1
1654,1654,1654,EFEAPE,@efeape,2021-02-13,caso vacunacion funcionarios educacion profesores educadoras parvulos etc carnet identidad aparece profesion deberian presentarlo vacunacion,1
1655,1655,1655,Bahamónd,@JorgeBahamndez1,2021-02-13,necesitamos credencial docenterecuerde di,1
1656,1656,1656,Daniel Cid,@DannCIF,2021-02-13,show vergenza mientras superamos muertes casi muertes diarias x genocida estrategia inmunidadderebano lamentablemente sigue represion planes educativos vergenza,1
1657,1657,1657,Ulises V.,@UlisesValdsC2,2021-02-13,ahora,1
1658,1658,1658,Alonso Mant,@alonsoMant1,2021-02-13,ahora informes minsal programa tipo teletonen cualquier momento sale algun interprete cantando himno,1
1659,1659,1659,jpdiazm66,@jpdiazm66,2021-02-13,igual destacable casos bajen esperar vacunacion masiva aun mas si usted responsable hagalo,1
1660,1660,1660,Ulises125,@valdescas,2021-02-13,logico,1
1661,1661,1661,René Catalán Hidalgo,@realcatalan,2021-02-13,alguien sabe si vacunacion profesores incluye dan clases universidad,1
1662,1662,1662,Jaime Guerra,@JaimeGu3rra,2021-02-13,ministro poseido charly badulaque radio patrulla unica pega fuerte,1
1663,1663,1663,Maria toha veloso,@TohaVeloso,2021-02-13,colegio profesores dando hora diferencia personal salud trabajar incluso problemas quedaran hijosno pide vuelvan marzo si abran conversar,1
1664,1664,1664,Aldote Kiddo,@Aldoteh,2021-02-13,wea paris uso frase queen cacheeeeee wtf,1
1665,1665,1665,Gary Kenneth,@GaryKens,2021-02-13,crees oscar ugarte hara mejor gestion ministerio salud no0 2 votosresultados finales,1
1666,1666,1666,Elyta,@elyta_1106,2021-02-13,hoy toco acompanante vacunando papitos,1
1667,1667,1667,"I'm the one on my zone
#불놀이야",@Jesu_land,2021-02-13,crea plan inmunizacion grupos prioritarios optimizar vacunacionnadie absolutamente nadie propio calendario asi llamenos saber toca yoentista asmatica cronica,1
1668,1668,1668,Mauricio Silva Navia,@yoghilazo,2021-02-13,consulta si vacuno luego puedo hacer pcr,1
1669,1669,1669,Carol,@coralinesaez,2021-02-13,gobierno adelanta plan vacunacion profesores forzar vuelta clases presencial protege alumnos apoderados familias contagio,1
1670,1670,1670,Pilar ☯︎,@Pilysays,2021-02-13,sabado esperanza hoy llega mil vacunas permitamos miserables congreso saboteen vacunacion,1
1671,1671,1671,Susana Araya Trigo,@SHENEETA,2021-02-13,bien primera dosis jaqueca terror,1
1672,1672,1672,Jaime H Ortega,@jortegacl,2021-02-13,esperando vacuna excelente organizacion felicitaciones,1
1673,1673,1673,Ariel Bravo Soto,@ArielBravoSoto2,2021-02-13,sera proceso vacunacion profesores anunciado presidente,1
1674,1674,1674,Manuel Acuña Peñaloza,@ManuAcuna,2021-02-13,vacunado mas millones personas mas mil adultos mayores mas mil funcionarios salud partir proximo lunes comenzara vacunacion adultos mayores 60 anos profesores lujo proceso,1
1675,1675,1675,Teletrese,@Teletreze1,2021-02-13,sano olvidarse miedo volver normalidad evidencia cientifica detras estudios inmunidad grupal motive cada,1
1676,1676,1676,Daniel E Pleguezuelo,@danipleguezuelo,2021-02-13,fortuna vacunarme conocer respuesta inmune tras primera dosis pfizer frente gracias grupo dra estela pazartal generado altos titulos anticuerpos celulas t frente proteina s,1
1677,1677,1677,Marta H. Giner #MASCARILLA,@MartaMhg,2021-02-13,pues segunda dosis puesta ver si sigo mutar,1
1678,1678,1678,Gordo Gorrion,@GordoGorrion,2021-02-13,si fallecidos mismo municipio actualizado 022021my tiktoktiktokcom,1
1679,1679,1679,Alain Mizrahi,@alainmizrahi,2021-02-13,si pfizer vacuno si china tenes antitetanica vigente si claro carne salud sabes fabrica idea biological limited hyderabad india mira vos,1
1680,1680,1680,Rossy Paloma,@PalomitaRossy,2021-02-13,pobre ministro ponerle pecho mas slogan,1
1681,1681,1681,Carlos Durán,@cdmigliardi,2021-02-13,hoy acompane madre vacunarse esperando turno vacuna gratuita funcionari salud dandolo amabilidad orgullosos escuela publica restos republica debemos recuperar,1
1682,1682,1682,Mila,@ViggianoMila,2021-02-13,quisiera ponerle hombro difamada querida sputnik v seguro q va tocar traida nado chirimpundinwawa ok anmat venga bienvenida,1
1683,1683,1683,Dani Bó,@elhobinad,2021-02-13,puedo vacunar cualquier comuna solamente desempeno funciones docentes,1
1684,1684,1684,Nico,@NicoMakers,2021-02-13,vacunas trabajadores supermercados chile avispate,1
1685,1685,1685,SeremiTT Región de Valparaíso,@MTTValparaiso,2021-02-12,reporte vacunas vina marjueves febrero 30 hrs hora corte vina mar estadio sausalito personas consultorios extramuros personas total dia personas total acumulado personas,1
1686,1686,1686,Ariel Lin,@ElArielin,2021-02-12,vayan vacunarse vayan polera camisa manga corta,1
1687,1687,1687,MaryPaty,@MariaPatry,2021-02-12,primera etapa vacunacion alla voy,1
1688,1688,1688,Valeria Giovanoni,@valeriagiovanon,2021-02-12,tres fallecimientos covid19 casos nuevos salto casos activos casos activos mas ayercuidemonos cuidar poca movilidad burbujita regresen deben tener dias aislamientose puede,1
1689,1689,1689,Vanessa Yáñez Leiva,@vaneyanezleiva,2021-02-12,habia dimensionado ayer recibi vacuna covid19 manteniendo cuidados senalados autoridades sanitarias logre ser vacunada haberme infectado gracias dios,1
1690,1690,1690,Esteban #EscazuAhora,@estebanarasi,2021-02-12,papas estan vacunados ahora esperar toque,1
1691,1691,1691,Oh-Daesu,@Lambs_Assassin,2021-02-12,paises elton john michael caine etc vacunandose aqui raphael bose cia alentando negacionismo irresponsabilidad seguimos mil anos luz,1
1692,1692,1692,agilmay,@agilmay1,2021-02-12,si colegios riesgo contagio vacuna profesores personas riesgo enfermos graves cronicos respiratorios,1
1693,1693,1693,Ignacia López,@ignacia_lo,2021-02-12,hoy bendicion ser vacunada mamita mujer sobrevivio cancer infarto pensionada invalidez hecho cuide quiera seguir viviendo mejor pueda ejemplo,1
1694,1694,1694,Francisco_Cortes_Villar,@Francisco_10060,2021-02-12,hoy ayer dos abuelos vacunados anos anos siento orgulloso feliz ambos dispuestos confiados resguardar salud,1
1695,1695,1695,Ricardo,@ricardomunz,2021-02-12,recuerde vacuna entrega proteccion menor posibilidad presentar sintomas graves inmunidad,1
1696,1696,1696,Mundy,@mundy,2021-02-12,cierto vacuna funciona si publicas carne vacunacion,1
