Nombre de usuario,Usuario,Fecha,Texto
Mercedes Jiménez,@mechitajimenez,2021-03-05T11:54:12.000Z,"Cuba inicia la última fase de prueba de su vacuna contra el Covid-19. El ente regulador aprobó la autorización para iniciar el último ensayo clínico, para el cuál serán vacunadas 44.000 personas de entre 19 y 80 años de edad. #pandemia #coronavirus"
flori,@florapondia,2021-03-05T11:54:10.000Z,"Que horrible que no puedas contar alegremente que te vacunaste, que te salen a escrachar. Tu trabajo puede consistir en lavar tanques de covid que igual van a considerar que la vacuna que te dieron la merece alguien más. Rotísimos."
Marina Abiuso,@mabiuso,2021-03-05T11:36:11.000Z,Acabo de darme una vacuna pero no es contra el covid. Nunca me sentí tan hipster.
KELO TIRÓ,@OTRO_MIEMBRO,2021-03-05T11:36:09.000Z,EL COVID PASA... EL AZUL QUEDA!  Tengo vacuna! Uruguay nomá!
Arelis Reynoso,@arelismreynoso,2021-03-05T11:34:33.000Z,"Soberana, es el nombre de la vacuna contra el Covid desarrollada en Cuba, entra en la fase de prueba. Imagino a Nicolás Maduro frotando sus manos, porque Venezuela de seguro no tendrá que pagar ni un Bolivar para adquirirla"
El Conde Chico,@El_Conde_Chico,2021-03-05T11:30:46.000Z,"Yo me perdí en unos almacenes Woolworth, debería ir remangándome para la vacuna del covid."
Alejandra López,@AlejLopez27,2021-03-05T11:28:48.000Z,"Me levanté con una duda razonable:

Si aún después de vacunarse se debe continuar con las restricciones para evitar y prevenir el covid, para que sirve entonces la vacuna?"
Mauro Colombo,@mecolombo,2021-03-05T11:26:33.000Z,"Aquellos que se aplicaron la vacuna para el covid, tuvieron malestar físico las horas siguientes?Si
No
39 votos
·
14 horas restantes"
Pablo Ordóñez,@PabloOrdonez50,2021-03-05T11:19:13.000Z,"Ya agendé día y hora para la vacuna contra el Covid-19.
El próximo lunes 8 recibiré la primera dosis y el 5 de abril la segunda en el Hospital Británico. Lo hago por mi, mi familia, mis amigos y por todos! #YoMeVacuno"
ℬ,@Beittta_,2021-03-05T11:17:22.000Z,"Vacuna Covid 
 #yomevacuno"
Rani QC,@raniqc,2021-03-05T11:17:13.000Z,"Mientras los médicos caen como moscas por el COVID, Nación vacuna por acomodo. Siempre pueden ir más allá estos hijos de puta. No conocen los límites."
El diario de Pinter.,@PazPinter,2021-03-05T11:14:30.000Z,"En mi barrio,muchos viejitos han muerto de Covid, el Tino que vendía ropa usada en la feria,Francisco el de la bicicleta,Carlitos el jardinero,el que vendía pilas,,etc,ellos murieron porque no recibieron la vacuna a tiempo...y sin embargo,Checho Hirane y Melnick hicieron trampa."
Manuel Jiménez,@jesusmldo34,2021-03-05T11:11:43.000Z,"Lo cierto es que los testimonios de quienes se han aplicado la vacuna contra el COVID-19 invitan a seguir sus pasos, salvo quejas por horas de espera, nadie ha reportado reacciones que generen alarma, así es que lo más correcto es inocularse reduciendo riesgos mortales"
Júlia Vergara-Alert,@vergaralert,2021-03-05T11:08:51.000Z,"El grupo de investigación de #coronavirus de 
@irtacat
 @CReSA_r
 hemos estado reivindicando que se nos vacune, al igual que pensamos que >65 son prioridad. Pues bien, ya tenemos hora para recibir la vacuna frente la #Covid_19 #VaccinesWork las buenas notícias también se comparten"
Mar Rigaud,@Rigaudmar,2021-03-05T11:04:14.000Z,"Podria haber llegado antes la vacuna, fuck covid"
salvaa,@salvasalvito,2021-03-05T10:55:26.000Z,eu díganme argumentos a favor de la vacuna de covid pls ahdbwjfj voy a hacer perder al grupo sino #vacunascovid ahr
Esperanza Rico Laverde,@EsperanzaRicoL,2021-03-05T10:52:02.000Z,"Mañana se cumple un año del primer caso de covid en Colombia.

Minsalud busca finalizar el domingo la aplicación de la primera dosis de la vacuna al personal de salud.

Colombia recibirá este fin de semana un millón y medio de vacunas chinas de la compañía Sinovac."
Omar García. Migrante del campo a la ciudad.,@omarga17arroba,2021-03-05T10:26:42.000Z,"Vacuna cubana anti covid Soberana 2 entró en Fase 3, la última antes de su aprobación; es la única vacuna latinoamericana."
Tomateitor,@burundango1970,2021-03-05T10:16:57.000Z,"Eramos muchos y pario la abuela, llego la variante Brasilera del covid a Venezuela y aparentemente esa variante evade la vacuna china que va a poner el gobierno"
María (Maria del Mar) Tomas,@MariadelMarTom,2021-03-05T10:15:57.000Z,"Good news!! #Covid19 #SARSCoV2 
Variante del Reino Unido y la respuesta a la vacuna ""B.1.1.7 no es una variante de escape de neutralización preocupante para las vacunas COVID-19""; ""Es poco probable que B.1.1.7 aumente el riesgo de reinfección por SARS-CoV-2"" "
Brünnhilde,@lalcaloide,2021-03-05T10:00:40.000Z,Tweet toxico del dia: ojala las vacunas contra el covid fueran un puto virus que matara a la gente de golpe. Todos esos ridiculos que lloran creyendo que esa vacuna los va a salvar... ojala se murieran.
Rafael Goudeth.,@RafaelGoudeth,2021-03-05T09:27:59.000Z,Ayer me pusieron mi segunda dosis de la vacuna para el Covid....en nombre de Dios...
Marru (Fui Bertrand Ndongo FAKE),@marrullero,2021-03-05T09:26:39.000Z,"*Clack, Clack, Clack...
- Madre mía, anda que no debe ser mala la vacuna de AstraZeneca que te tienes que tomar un Paracetamol
*Clack, Clack, Clack...
- Madre mía con la excusa del covid nos envenenan macho
*Clack, Clack, Clack...
- Pues sí. Listo un tirito fino para cada uno!"
Maria Ocaña,@maryaa93,2021-03-05T09:17:06.000Z,"Me acabo de poner la primera dosis de la vacuna de la COVID. Sé que es sólo un paso efímero, pero ahora mismo siento que el final está más cerca 
 #VacunasCOVID19 #AstraZeneca"
jjmarcre,@crespinho27,2021-03-05T09:14:49.000Z,"Miedo a la vacuna del #covid,señores que hemos cagado en casetas de feria!"
Paty de la Ossa,@Patyoa,2021-03-05T08:58:13.000Z,Hoy ponen la vacuna del covid a mi abuela y ya por eso es un gran día
♡Noah Lionel♡,@GimeBoattini14,2021-03-05T08:20:34.000Z,No me afectó para nada la vacuna contra el covid jajaja ahora que me acuerdo.  ATR 
Ciutadà,@ostwitting,2021-03-05T08:09:43.000Z,".
@navedelmisterio
 acabo de escuchar que en Israel, la vacuna Pfizer ha generado más muertos que el propio covid en ancianos. ¿Sabéis algo al respecto? c/c 
@ccarballo50"
POSEIDON,@ildfjlbl,2021-03-05T08:07:41.000Z,"Ana Fernández-Sesma, viróloga: ""La vacuna de la covid te protege incluso de las reinfecciones graves"" https:///ciencia-y-tecnologia/ciencia/entrevista-ana-fernandez-sesma-virologa-vacuna-protege-si-te-reinfectas-no-covid-grave_18_3100920184.html"
Miguel A Tirado A,@migueltanderson,2021-03-05T07:57:28.000Z,"El riesgo de enfermarse gravemente a causa del COVID-19 aumenta con la edad. Por este motivo, se recomienda que los adultos de 65 años de edad o más sean uno de los grupos prioritarios para recibir la vacuna contra el COVID-19. Vacunarse es importante en la prevención y control."
Cande,@CandeeCorones,2021-03-05T07:32:08.000Z,En dic tuve covid. Resultado más de 85 en anticuerpos. La médica me dijo que con esos anticuerpos ni voy a sentir la vacuna. Virginia porque me mentiste así?
Mapache,@Mapache777,2021-03-05T07:30:12.000Z,"La vacuna Covid-19 de Cuba, aprobada en Cuba.

Oh chorprecha."
Andrea,@lorewwr,2021-03-05T06:56:09.000Z,"Si la vacuna del covid se aplicara en la nalga, será que también harían el show de la primera persona vacunada."
Rodrigo Blanco,@RodrigoBlancooo,2021-03-05T06:53:39.000Z,"Después de escuchar a más de un epidemiologo ,mi recomendación es clara y firme ,no se vacunen ya que una vez vacunados no podrán bajarse del barco,esto es un negocio que funciona en crear un miedo que es el covid y la vacuna es la aparente solución pero en realidad es la trampa."
Marcos Martin,@MarcosMrtin,2021-03-05T06:29:55.000Z,Cada vez mas convencido de que el COVID es una creación de la Agenda 2030 para imponer el Nuevo Orden Mundial. Muchos están colaborando sin saberlo deseando enchufarse eso que llaman vacuna de la que ni los fabricantes ni los sanitarios ni los gobiernos se responsabilizan.
MissWhitacre,@ingritapaz,2021-03-05T06:21:35.000Z,"LA VACUNA NO ME ASEGURA QUE NO ME VAYA A DAR COVID, me parece increíble que siendo médicos a estas alturas de la vida no comprendan que NO EXISTE INMUNIDAD. Hoy duermo preocupada porque como todos saben tengo millones de enfermedades pero se que Dios será magnífico"
Àlex C.,@silexela,2021-03-05T05:48:08.000Z,La vacuna del covid por la fiebre me ha dado hasta alucinaciones y una parálisis del sueño 
March,@MariaMarcelaSM,2021-03-05T05:46:35.000Z,Quiero que me pongan esa vacuna contra el covid rápido
Mónica Damasツ,@MoN1CaAa,2021-03-05T05:43:25.000Z,"No tengo derecho a vacuna covid, simplemente porque trabajo en clínica municipal! 
 Que tristeza "
Susan,@_susanisabel,2021-03-05T05:42:06.000Z,"Mañana me ponen la vacuna del COVID, así que ya me voy a morir"
laura sanchez,@la_ura22,2021-03-05T05:40:10.000Z,"En Julio, 
@sanchezcastejon
 terminó con el Covid. Ha sacado la vacuna. Ha salvado la vida de más de 450.000 personas, gracias a sus medidas. Están contadas. Ha acabado con la banda terrorista ETA. Barcelona es un lugar tranquilo y Canarias un paraíso.
#LaApisonadoraDeSánchez."
estocolmo,@annedray_,2021-03-05T05:34:27.000Z,"Ya sé que somos los últimos en la fila para vacunarnos, pero no les da curiosidad pensar qué pasaría con nosotros si nos contagiamos de covid? Si seríamos unos de los sobrevivientes o no? Después de la vacuna jamás lo vamos a saber"
ricardo santamaria,@risantamariah,2021-03-05T05:34:07.000Z,"El pueblo en Colombia espera impaciente que le apliquen la vacuna contra él COVID 19 . El Uribismo en cabeza de Duque y Carrasquilla nos quieren vacunar con el IVA 19% a la canasta Familiar 
@LosDanieles
."
Viviana Viviagra,@VivianaViviagra,2021-03-05T05:19:31.000Z,Aaayyyy los gorilas q tenemos en el zoo d San Diego recibieron la vacuna del covid 
Joyless,@Johanachg028,2021-03-05T05:02:52.000Z,"Deseo que la vacuna de covid tenga realmente un chip que me controle, porque a mi la vida se me salió de control hace tiempo y necesito ayuda :("
Yoelyn,@RemisYoelyn,2021-03-05T05:02:40.000Z,"Que dolor de corazón leer lo que la gente pone con respecto al privado de libertad adulto mayor, que recibió la vacuna contra COVID- 19. Uno debe tener demasiada capacidad mental para entender algo así, ya vi que no la tienen"
Calabaza Nutritiva,@nancyn_17,2021-03-05T04:56:03.000Z,Hoy me pusieron la primera dosis de la vacuna para covid!!! Dios casi doy saltitos mientras salía del área de vacunación!
Eduardo_Sandoval,@Eduardo42852347,2021-03-05T04:37:04.000Z,Sinceramente que alegría ver fotos de doctores recibiendo la vacuna contra la #Covid_19 . ¡Se lo merecen!
Fer Ob®egón,@soyferobregon,2021-03-05T04:34:39.000Z,Estoy exactamente en esa edad en la que cualquier persona se pregunta: ¿cuándo me toca mi vacuna contra Covid?
Elisa Montenegro,@anelisamg4,2021-03-05T04:33:22.000Z,Mañana le ponen la vacuna del covid a mi mamá y estoy más nerviosa yo que ella 
Me. I am Naren.,@Andersonnaren,2021-03-05T04:27:33.000Z,"Cuando me apliquen la vacuna contra el covid, prepárense para la escaaaaaaandala porque odio las agujas "
rubeneus,@rubenanguiano,2021-03-05T04:26:25.000Z,"COVID-19 en México. 
4 de marzo 2021. 
En las últimas 24 Horas 
se registraron, 
7,521 nuevos contagios 
  822 muertes 

Totales 
2,112,508 casos de contagio 
   188,866 muertes 

Vacunación 
2,633,580 dosis de vacuna
   589,639 dosis completas"
Mafer Ortega,@mfortega96,2021-03-05T04:19:53.000Z,"Si tuvieras la oportunidad ¿Te pondrías la vacuna de COVID? Si
No
31 votos
·
7 horas restantes"
A.,@peliasu,2021-03-05T04:14:54.000Z,"De los creadores de 
""Mi primera canción la compuse la primera noche que tomé café"",
llega a tus cines
""La segunda y la tercera la noche que no dormí por la vacuna del covid"""
Roberto Gigante,@RobertGigante,2021-03-05T04:02:34.000Z,"Tener mas de 60 con algun problema prexistente, perturba y atemoriza, el Covid es sinonimo de letalidad. A esta altura el animo esta vinculado con la distancia que se percibe la vacuna.
Mientran tanto, la politica profundiza el clima irrespirable en la Argentina #Hartazgo"
Pepe Galaviz,@elpepegalaviz,2021-03-05T04:02:08.000Z,"Oigan 
@IPN_MX
 ¿cuándo la vacuna contra el COVID a base de nopal?"
Guichin,@Guichin_2020,2021-03-05T04:01:11.000Z,En Nicaragua supuestamente pocos casos de COVID y vacuna Rusa disponible para muchos 
𝙂𝙚𝙧,@GersonMelendez_,2021-03-05T04:00:50.000Z,Yo si anhelo colocarme esa vacuna contra el Covid-19... Consulte y no tengo ninguna priorización asignada 
Dayana Mancheno Vela,@dayanamancheno,2021-03-05T03:58:50.000Z,Vacuna contra el covid-19 de la multinacional Johnson & Johnson se ha topado con la Iglesia Católica en Estados Unidos. Obispos han recomendado no usar este suero al estar desarrollado con células madre obtenidas de abortos.
Hermes Herrera,@HermesHerrera1,2021-03-05T03:54:37.000Z,"Inmoral el uso de una vacuna contra el COVID-19, símbolo de moralidad los actos aún sin juzgar cometidos en contra de los creyentes víctimas de los manipuladores de la palabra en favor de su bienestar.

EN FIN LA HIPOCRESÍA...

Respeto las creencias, más no la incoherencia."
pepito perez,@hondurascorrupt,2021-03-05T03:52:45.000Z,Si usted todavía cree que en la vacuna del COVID viene un microchip le comunico que usted es considerado en el resto del mundo como un PENDEJO!!!...
Santiago Jaramillo,@santiagopjc,2021-03-05T03:52:20.000Z,"Las noticias de Ecuavisa últimamente vienen pre diseñadas:
- COVID 
- Vacuna 
- Corrupción 
- COVID 
- Presidente y sus actos inútiles 
- COVID internacional 
- políticos presos 
- deportes 
- noticias viejas que ya vi en Twitter de los artistas."
Guadark,@alvarezwada,2021-03-05T03:26:45.000Z,Bueno me pegue terrible pedo de vino y volviendo a mi casa me chorie una Monstera del jardín delantero de una casa. Ahora quiero pami y mi vacuna contra el COVID
A N A I L E,@Eliig_a,2021-03-05T03:21:51.000Z,"La vacuna contra el covid no duele decían, a mi me ha dolido el brazo todo el día... "
Andrea,@milshekas,2021-03-05T03:20:24.000Z,La vacuna del covid no deja cicatriz porque ya no necesitamos una cosa más que nos recuerde ésta pesadilla.
mari carmen sedas,@maricarmensedas,2021-03-05T03:19:34.000Z,"Esta es nuestra triste realidad: Hasta este miércoles 3 de marzo, se han inyectado 2,583,435 dosis de la vacuna contra COVID-19 en todo el territorio nacional.
México ha recibido 4,691,775 dosis del antígeno.  #Mexico #COVID19 
@SSalud_mx
 #PenaAjena"
Marcela Tissera,@MarceTissera,2021-03-05T03:18:16.000Z,mañana a vacunarse... después les cuento la posta del post vacuna covid
Luisart,@l2gcristiani,2021-03-05T03:10:36.000Z,"Mis tíos, a los que les dio Covid de primero en la familia, ya recibieron LA VACUNA "
Ele Trujillo #7,@Ele_Tru,2021-03-05T03:07:35.000Z,Esa eliminatoria está más embolatada que la fecha de mi vacuna contra el covid. 
𝓓𝓑,@danielaabarron_,2021-03-05T03:04:49.000Z,"Mañana le ponen la primera dosis de la vacuna contra Covid a mi abuelita, estoy así "
Dr. Jorge Moscoso C.,@DrJorgeMoscoso,2021-03-05T03:02:58.000Z,"Estoy muy satisfecho, pero sobre todo agradecido. No imaginé alcanzar la vacuna  en esta fase contra covid-19, pero no cabe duda que también se pueden alcanzar los objetivos con rectitud, transparencia y con buena gestión. "
Remanir,@14Nezumi_,2021-03-05T03:01:33.000Z,Me di una dosis de la vacuna del Covid y me salió el anatema de Caín en la muñeca.
Rector Francisco J. Herrera Alvarado,@UNAH_Rectoria,2021-03-05T02:58:50.000Z,"Felicito al equipo de la Comisión COVID-UNAH y particularmente a su coordinador, el doctor Marco Tulio Medina, por haber logrado el acercamiento con la científica rusa  doctora Alla Guekht, acción que permitió al gobierno traer la vacuna Sputnik a Honduras."
Sofría,@So__fi__a__,2021-03-05T02:56:39.000Z,"Hoy me quedé a la tarde a suplantar a una seño que le ponían la vacuna del covid. 
No doy más, estoy reventada. Pero nada fue más lindo que ver en sala de 5 mis alumnitos que empezaron en sala de 3, y que me pidan que vuelva mañana con ellos.
Los amo pequeños sabandijas "
Gatekeeper of Reason,@JLquirogaS,2021-03-05T02:53:37.000Z,"Las trastadas del gobierNito crecen exponencialmente como un virus sin control. Además del informe epidemiológico del COVID-19, habrá que llevar un informe diario de las metidas de pata olímpicas. Lo triste es que no se ve vacuna cerca."
"Sandro
TOD
S",@sanari16,2021-03-05T02:46:11.000Z,"Lo bueno es que los que somos de Racing tamos curados de Covid, después de esta vacuna"
c,@cinmndoza,2021-03-05T02:45:26.000Z,A mis abuelos ya les pusieron la vacuna contra covid
Yaan Alegre,@AlegreYanel,2021-03-05T02:32:08.000Z,"Luego de ponerme la vacuna me dicen seguramente vas a tener síntomas como si tuvieses covid. 
No me acordaba que dolía tanto la cabeza con covid!"
Magda Sierra,@arreispm,2021-03-05T02:31:42.000Z,"Querido Santa. Este año me porté muy bien, por lo que solo te pido 1 regalo, que ya me toque vacuna anti COVID."
Andrea,@Andy_fzen,2021-03-05T02:30:51.000Z,Ya tengo tres amigas docentes que recibieron la vacuna contra el covid. Nada eso. Gracias #AxelKicillof #vacunatePBA
susana beatriz vila,@esebevila,2021-03-05T02:30:36.000Z,"#BastaBaby con el papelón q están haciendo con la vacuna Covid, es hora q la liberen para q las farmacias la puedan tener y quién la pueda comprar , la compré y el ano, q sea vacunado por el estado. Igual q con la de influenza."
#YoApruebo,@OrejasDeSabueso,2021-03-05T02:26:49.000Z,"Alguien q sea seco en tema de las vacuna.. El hecho de poner una #vacuna con el virus inactivado ( #Sinovac) debiesen ser menos los efectos secundarios post vacuna? #COVID, y hasta cuando debiesen dudar dichas molestias? #Covid_19 #coronavirus"
Leonardo Bonozo,@leonardo_bonozo,2021-03-05T02:25:13.000Z,"Mi tia que está viviendo en Chile el 15 de marzo le ponen la vacuna contra el covid y acá, seguiremos esperando"
Fernanda Trías,@trias_fernanda,2021-03-05T02:24:47.000Z,Adivinanza: ¿Qué tienen en común las personas que se están muriendo de covid en Uruguay y las personas que están recibiendo la vacuna? (Respuesta: Nada).
Leonardo Bonozo,@leonardo_bonozo,2021-03-05T02:23:35.000Z,"Hoy escuché de gente que son empresarios y tienen los recursos, de que van y han viajado a EEUU a ponerse la vacuna contra el covid, bien por ellos aquí seguiremos esperando sentados"
Shei's,@LaQueenAqui,2021-03-05T02:21:27.000Z,Una de las cosas que menos me importa en la vida es la pinche vacuna contra el covid 
Rebecca Benitez,@rebebenitez2,2021-03-05T02:19:21.000Z,"Mi marido se sacó el hombro de lugar el lunes y hoy me pusieron la vacuna contra el covid. Entre los dos no estaríamos haciendo una y queremos algo dulce pero no sabemos que 
 fue me voy a dormir"
Mina,@_CarmiGallego_,2021-03-05T02:18:33.000Z,"Mi mami se puso la vacuna del covid  y lo único que tiene son mareos, si empieza a hablar en ruso o en chino les aviso ( ambas opciones  porque no sé cuál  vacuna le pusieron)"
Marcos García,@Marcogar7,2021-03-05T02:16:40.000Z,¿Qué contiene la VACUNA Covid-19?
Marcos García,@Marcogar7,2021-03-05T02:14:25.000Z,"Después de las dos dosis de la VACUNA Covid-19, ¿se puede volver a abrazar sin peligro?"
Ragnarök,@V48HD,2021-03-05T02:14:19.000Z,"Vas a seguir haciendo perder millones al país? 
@ASF_Mexico
 @lopezobrador_
 #COVID Vacuna 
!"
Marcos García,@Marcogar7,2021-03-05T02:12:57.000Z,¿Sirve la VACUNA Covid-19 para evitar el contagio?
Barb Harvey-Knowles,@saneteachers,2021-03-05T02:10:09.000Z,"¡Mañana tengo la primera dosis de vacuna de COVID! Estoy tan feliz 
 #UseUnaMáscara #vacúnece"
ricardo gonzalez,@ridagol,2021-03-05T02:03:04.000Z,"Seguimos trabajando directamente desde el interior de un hospital que partió antes por temas de Covid, sin pcr hasta la fecha y ya con las dos dosis de vacuna listas. Vamos que se puede!! Que a este bicho se le gana entre todos "
Virginia Peralta ♧,@VirginiaPee,2021-03-05T02:03:01.000Z,"Mis amigos me escriben y yo les respondo después de 3 horas porque estoy durmiendo.
Hoy estaban sacando hipótesis de que me estaba pasando, xq siempre estoy al toque y soy la primera cada vez que se juntan.
Me pusieron la vacuna de COVID amigues, lo único que hago es dormir .."
Solee,@SoleeTurello,2021-03-05T02:00:21.000Z,"Ahora WhatsApp, llego antes la vacuna del covid que tu actualización de busqueda de stickers ? WHATSAPP MEN?"
bichote,@gustaco1111,2021-03-05T01:55:32.000Z,voy a ir a china qn me ayuda a practicar cómo va a estar la vacuna del covid y no m agarren desprevenido ?
Freddy Pitti,@freddypitti,2021-03-05T01:50:24.000Z,Pregunta: La vacuna te hace inmune al COVID o más bien te refuerza para que en caso que te llegue a dar los efectos no sean tan severos?
RicardoGuzmán,@ricardoguzv,2021-03-05T01:47:50.000Z,"Si pudiera elegir qué vacuna contra el COVID ponerse, Usted elegiría:Moderna
Sputnik
Astrazeneca
Pfizer
90 votos
·
5 horas restantes"
Geor,@georlaliter,2021-03-05T01:47:21.000Z,"Ayer a mi cuñada le pusieron la vacuna de covid. Hoy amaneció con fiebre, super congestionada, le duele todo el cuerpo y hay un brazo que no puede moverlo. 
Se que cuando uno se vacuna puede pasar de tener fiebre  pero ¿Es para tanto? Ahora me da miedo."
Rσℓι,@CamiP07,2021-03-05T01:45:12.000Z,Mi mamá me anotó para ponerme la vacuna del covid 
Name cannot be in cuarentena,@antoniotrejosm,2021-03-05T01:41:18.000Z,"Vengo de aguafiestas a recordarles que la vacuna contra el covid, cualquiera de las que rondan por América Latina, requiere de dos dosis separadas por semanas. Tenemos que seguir cuidando a sus mamás, papás y abuelitxs como si fuera 2020 hasta que el ciclo de vacunas se complete."
Lola,@LorenaFaerie,2021-03-05T01:41:15.000Z,"A mi tía le pusieron la primera dosis de la vacuna anti Covid ayer y hoy se levanto como si un camión le pasara por encima. Ya esta bien. 
 molestia temporera."
l u c e r o,@_luzavg,2021-03-05T01:40:56.000Z,Ayer me pusieron como sospechosa y mañana me tocaba la vacuna del covid :((((
DR,@d_ramonfaur,2021-03-05T01:39:54.000Z,"Que % de la población mexicana en áreas urbanas creen que niegue ponerse la #vacuna vs #COVID?>40%
30-40%
20-30%
<20%
61 votos
·
4 horas restantes"
Xime,@ximegimenez2,2021-03-05T01:39:19.000Z,Mi abuelita se puso la vacuna contra el covid hoy 
CATABÚ BEBE,@iCatabu,2021-03-05T01:37:58.000Z,"Cual es la preocupación de las residentes sobre la vacuna de covid, los posibles efectos sobre la fertilidad 
.
 amiga, no soy solo yo."
córdoba,@cordobax,2021-03-05T01:19:29.000Z,Ultimamente estoy cocinando con tanto ajo que siento que no me hace falta ninguna vacuna contra el covid tipo ya me inmunizó
carlha,@carlhaMsiello,2021-03-05T01:15:44.000Z,Me van a poner la vacuna del covid y que emoción nojoda
Patricia Durán,@PattyDuranB,2021-03-05T01:13:32.000Z,Hoy mi mamá se puso la vacuna del COVID y sigue peleando igualito. Se pueden vacunar a confianza. 
Romina Pesce,@RominaPesce5,2021-03-05T01:07:26.000Z,"Todos los q no se piensan dar la vacuna del covid, me gustaría saber q solución tienen para terminar con esto?
Andar toda la vida de tapabocas? 
Que muchos sectores como servicios de fiestas, no vuelvan más a laburar? Nose digo"
Elizabeth De los santos,@Eliza_delss,2021-03-05T01:03:12.000Z,"No es obligatoria la vacuna para el Covid ,a pero ojooo, si no te vacunas te ponen sanciones como por ejemplo a los militares
No pero cuidado por que eso no es obligar "
María,@Viniceo,2021-03-05T01:02:49.000Z,"Ya hay casos de gente con COVID luego de vacunarse. Nadie va al hospital, pero pueden transmitir a gente sin vacuna. Maldita sea."
Johnny Grau,@JohnnyGrau,2021-03-05T01:02:03.000Z,"Miguel Diaz-Canel presidente de Cuba, anuncia que La Soberana primera vacuna LATINOAMERICANA contra el COVID 19 ingresa a fase III
admirable q la isla, con bloqueo de 60 años, con la infraestructura apuntalada en el tiempo, con herosimo y con gran capital humano, triunfe"
juje,@eugenioaimi,2021-03-05T01:00:54.000Z,"A VER ayudenme a pensar esto para ustedes siendo #joven y sin condiciones preexistentes vale la pena anotarse para la vacuna del covid?obvio
al pedo
70 votos
·
4 horas restantes"
PabloGamb,@gamb_pablo,2021-03-05T00:58:35.000Z,"Un estudio del gobierno británico confirma el riesgo de la vacuna Covid-19: las infecciones AUMENTAN quince días después de la vacuna. Cualquiera que exprese su preocupación por la seguridad de las vacunas Covid-19 se enfrenta a la burla como un 'anti-vacunas', pero los"
DaniMedina,@DaniMed03103660,2021-03-05T00:55:46.000Z,"Y los médicos rurales que atendimos pacientes COVID todo el año anterior pero hace apenas 2 meses ya no trabajamos para el MSP ya no merecemos la vacuna? 
@Lenin
 @Salud_Ec
 @RodolfoFarfanEc"
El Plagueón Gua'i,@ElPlagueonGuai,2021-03-05T00:52:04.000Z,"La vacuna para prevenir el Covid 19 se suma a la larga lista de insumos que Salud Pública nunca puede brindar, pero las empresas privadas si. Ya no sé si somos boludos o inútiles para dejar que siga el negociado. 
@MaritoAbdo
 @MazzoleniJulio
 inútiles. #QueSeVayanTodos"
Maye Diaz F,@MDiazF_,2021-03-05T00:49:45.000Z,"Me espero solo a la segunda dosis de vacuna COVID de mis abuelitos, hermanos, papás y mía, regreso a mi desmadre "
Soup Nazi,@CbfComic,2021-03-05T00:49:39.000Z,"Hace rato me topé a una pareja poniéndose mutuamente la vacuna del covid abajo de un puente.
Mi esperanza en la gente está restaurada."
Simoncito,@SIMONCITO_DICE,2021-03-05T00:43:45.000Z,"Si se pone espeso, volarán los casos de covid, pues vacuna no hay, y dirán que es la segunda ola y a tratar de encerrarnos"
Angel Matheus R.,@popamatheus,2021-03-05T00:40:12.000Z,"El comunismo revolucionario tiene más cepa que el Covid 19.

Se transforma cada cierto tiempo.

Esperen sentados la vacuna...."
cate 'kick back!',@sunshkz,2021-03-05T00:23:32.000Z,"mi compa de trabajo me contó que la tía está internada por covid, se contagió en la iglesia y que no quiso vacunarse porque ATENTIS la vacuna está hecha de los fetos abortados!! dioskajsjakksjwkskw"
Lani,@nicolitou,2021-03-05T00:15:48.000Z,"hoy murió mi dermatóloga de Covid, Ojalá se lleve a todos los pendejos de 20 años que se vacunaron con la que debió ser su vacuna..."
Euclides A. Salazar,@esalazar26,2021-03-05T00:14:41.000Z,Hoy le pusieron la primera vacuna contra el covid 19 a mi mamá. Que alivio 
𝕾𝖔𝖋𝖎𝖆,@ssofiaagaliano,2021-03-05T00:14:26.000Z,"Mi vieja dice que quiere la vacuna de carne no la del covid, se pasa de puta jajajajajaj"
Vladyi Segura,@VladyiSegura,2021-03-05T00:10:19.000Z,"Ya pasó un año de la cuarentena, no tuve COVID y ya tengo la Primer dosis de la Vacuna. Goals "
❍,@gvsanodemiel,2021-03-05T00:09:42.000Z,"Covax, el invento de la OMS para que la vacuna Covid le llegue a los países pobres"
CubanitoenCuba,@CubanitoenCuba,2021-03-05T00:08:40.000Z,"#Cuba anuncia una nueva vacuna contra la COVID-19, seria el quinto candidato vacunal."
Carpe Tazo,@leotchukran,2021-03-05T00:08:00.000Z,Que muera Gustavo Lopez o que te den la vacuna del Covid??
Sonia ya me pusieron la vacuna de Covid.,@OrdenDivino,2021-03-05T00:05:11.000Z,"Estoy en West Village, NYC y acabo de ver (desde mi ventana) un chófer de Uber botar del vehículo a una mujer que estaba empeñada en golpearle.....#ShitHappensHere #NYisNY"
Maleficent L. †,@andree_blue,2021-03-05T00:03:57.000Z,"En serio no le da pena que hayan donaciones de la vacuna de COVID para GT, y que ud no pueda comprar siquiera un lote, con todo el dinero que se ha robado, para los Médicos que han estado al frente desde el día uno, 
@DrGiammattei
 ?"
Diana Prince,@luuland,2021-03-05T00:01:32.000Z,Ojalá la vacuna del COVID me quite lo pendeja y lo borracha.
Ely Trejo,@Ely_Trejo_G,2021-03-05T00:01:32.000Z,Que osooooo! El grupo de vecinos donde estoy esta debatiendo si se debe o no poner la vacuna vs covid. 
